_id,ltable_id,rtable_id,ltable_Unnamed: 0,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_scientific_name,ltable_block,rtable_Unnamed: 0,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_tCount,rtable_cCount,rtable_block,label
11238693,7308,1419,7308,,Nepenthes,Nepenthaceae,Terrestrial,Indonesia (Sumatera); ,"
    Over-collection of plants from the wild represents a significant threat to this species, as the only known population is very small. The habitat of this species has also been substantially disturbed due to the construction of the road and timber extraction in the surrounding forest.

    
  ",['\n    There are no species-specific conservation actions in place at present. The species is listed on CITES Appendix II.\n\n    \n  '],Decreasing,"
    Critically Endangered


    A2ad+3d; B1ab(iv,v)+2ab(iv,v); C2a(i,ii); D

    ",1,Nepenthes rigidifolia,yes,1419,Nepenthes aristolochioides,pitcher plant ,Plantae,Tracheophyta,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes ,Height: up to 5 m (2)Pitcher height: up to 15 cm (2)Pitcher width: up to 8 cm (2),<i>Nepenthes</i> species are threatened by a combination of over-collection and habitat loss (5).   <i>Nepenthes aristolochoides</i> is particularly threatened by over-collection and recovery is hampered by its extremely restricted range as it grows only on Mount Kerici.  Species that have a highly restricted range are particularly susceptible to extinction if habitats are disturbed or from catastrophic environmental events such as drought and fire.  In addition highland plants such as <i>Nepenthes aristolochoides</i>take longer to recover than lowland plants as growth is slower (2).,<i>Nepenthes aristolochiodes</i> is found within Kerinci-seblat National Park but over-collection and habitat loss remains a problem (2).  Although listed under Appendix II on the Convention on International Trade in Endangered Species (CITES) which limits the international export of this species (3) trade is very difficult to regulate.  There is no requirement for internationally traded <i>Nepenthes</i> to be identified down to species level and plants simply labelled as <i>Nepenthes </i>accounted for 94 percent of all exported <i>Nepenthes </i>plants between 1988 and 1993.  This needs to be remedied and urgent attention is required to close other trade loopholes (5).  <i>Nepenthes aristolochioides</i> is being cultivated helping to reduce the impact on wild populations (5). ,loss;environmental;environment; ,cites; ,3,1.0,yes,0
12504095,6310,1579,6310,,Shorea,Dipterocarpaceae,Terrestrial,Brunei Darussalam; Malaysia (Sarawak); ,"
    It is valued as the most solid balau timber in Brunei. Directly threatened by logging, trees do not reach reproductive maturity in the time between logging cycles.

    
  ",['\n    Subpopulations of the species occur in some forest reserves.\n\n    \n  '],,"
    Critically Endangered


    A1cd, C2a

    ",2,Shorea geniculata,yes,1579,Shorea contorta,white lauan ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 50 m (2)Trunk diameter: up to 182 cm (2),Numbers of white lauan have become depleted due to logging and <strong>slash-and-burn</strong> agriculture (2) (4).  The valuable timber of the white lauan is used for general construction and for furniture making (2).,The white lauan most likely occurs in a number of protected areas throughout the Philippines such as the Sierra Madre.  However despite this so-called protection illegal logging activities can continue to pose a threat (5). , ,protected; ,0,1.0,yes,0
8954717,2852,1131,2852,umbeluzi cycad,Encephalartos,Zamiaceae,Terrestrial,Mozambique; Swaziland; ,"
    Illegal removal of plants from the wild has been recorded, even within reserves.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices. Populations are protected in the Mlawula Nature Reserve in Swaziland.\n\n    \n  '],Decreasing,"
    Endangered


    B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v); C1

    ",2,Encephalartos umbeluziensis,yes,1131,Encephalartos latifrons,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Stem height: up to 4.5 m (2),The few remaining wild specimens of <em>E. latifrons</em> are so widely scattered that seed-production is non-existent making this species functionally extinct in the wild (2) (5). Although its modern scarcity is at least partly attributable to habitat loss and the unscrupulous activities of collectors this species is thought to have already been naturally rare long before humans had a significant impact on its environment (2) (4) (5).,Although E. latifrons is scarce in the wild numerous specimens are known to occur in public and private collections (4). Fortunately owing to its listing on Appendix I of CITES all trade in this species is prohibited unless under exceptional circumstances (3). In an effort to increase the number of individuals occurring in the wild a propagation project is being developed with the cooperation of commercial farmers in the Eastern Cape province of South Africa. The aim is to set up a seed nursery for E. latifrons using seed collected from wild pants that have been artificially pollinated (4). ,loss;environment; ,cites; ,2,1.0,yes,0
9100153,5818,1149,5818,delacours langur,Trachypithecus,Cercopithecidae,Terrestrial,Viet Nam; ,"
    Hunting for the purposes of traditional ""medicine"" is the primary threat facing this species; most of the populations that survive are heavily reduced and fragmented. Only the subpopulation at Van Long, with about 50 individuals, is thought likely to survive given the current hunting pressure; however, quarrying for limestone (cement), which is currently taking place there, has affected the ranging behaviour of the animals (T. Nadler pers. comm.). The smallest groups are extremely unlikely to survive should the one reproductively active male be taken or killed (Nadler 2004). Forest loss is a more minor threat as it occurs in degraded areas. A potential threat is the rapid development of tourist facilities adjacent to protected areas, especially around Van Long and Hoa Lu Nature Reserves.

    
  ","[""\n    This species is currently listed only as CITES Appendix II. It is considered 'endangered' in Viet Nam, and is listed as a 'most endangered' species under Annex 1B of Decree 32 (2006). It occurs in six protected areas, but many still experience high hunting pressure. Van Long Nature Reserve was established for this species in 2001, and there has been some evidence of population growth in this reserve in the past five years. The connection of forest fragments in some already protected areas, such as Van Long, could greatly increase the size and survivability of some subpopulations. Also considered as beneficial population management for this species are the translocation of severely threatened (small) groups to safe and suitable habitat, and the augmentation of existing groups with offspring from a captive population. Delacour's langurs have been successfully kept and bred in captivity at the Endangered Primate Rescue Center in Cuc Phuong National Park, Viet Nam, which is currently the only collection keeping this species (Nadler 2004). It is necessary to ensure the sustainability of these programs. The Provincial People's Committees need to be encouraged to mitigate against ongoing development activities that encroach upon protected areas where Delacour's langurs occur.\n\n    \n  ""]",Decreasing,"
    Critically Endangered


    C2a(i)

    ",1,Trachypithecus delacouri,yes,1149,Trachypithecus delacouri,delacours langur ,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus ,Male head-to-body length: 57 â?? 62 cm (2)Female head-to-body length: 57 â?? 59 cm (2)Mail tail length: 82 - 88 cm (2)Female tail length: 84 â?? 86 cm (2)Male weight: 7.5 â?? 10.5 kg (2)Female weight: 6.2 â?? 9.2 kg (2),With as few as 270 to 300 estimated individuals remaining in 19 isolated populations and 14 of these populations predicted to disappear in the next decade Delacourâ??s langur is dangerously close to extinction (1) (8). During the 1990s when Vietnam opened itself up to the international community and the Chinese economy started to boom traders and poachers moved in to utilise Vietnamâ??s biodiversity (4). Poachers killed this langur not only for meat but also for bones organs and tissues that are used in traditional medicines (8). Hunting has reduced in recent years with increasing legal protection but continues to pose a significant threat. Habitat loss is also a danger to this species with the World Conservation Monitoring Centre of the United Nations Environment Programme (UNEP-WCMC) estimating that a total of 30000 hectares of forest are destroyed each year in Vietnam (4). The clearing of forests to accommodate human commercial and residential growth continues to separate the remaining populations of Delacourâ??s langur which are now at risk of becoming too small to be viably sustainable (2). Sixty percent of Delacourâ??s langurs occur in isolated populations of fewer than 20 individuals. The loss of these sub-populations and consequently 60 percent of the whole population is feared likely in the near future without management strict regulations and law enforcement (5).,Four areas where Delacourâ??s langurs are protected include: Cuc Phuong National Park Pu Luong Nature Reserve Hoa Lu Cultural and Historical Site and the recently-established Van Long Nature Reserve which is believed to contain the largest remaining population of around 70 individuals (5) (8). Unfortunately protected areas often suffer more from poaching than unprotected areas because their dense population of wildlife is seen as more profitable (2). Thus conservation groups are working to increase the level of protection and law enforcement within these protected areas. The Van Long Nature Reserve is now well guarded by rangers largely funded by the Frankfurt Zoological Society. The Pu Luong Nature Reserve also employs a large number of rangers which are helping to save the small remaining populations (8). These are encouraging steps towards helping the survival of Delacourâ??s langur listed as one of the 25 most endangered primates in the world (8). Recent commitments by the Vietnamese government and several international conservation organisations to do more to protect Delacourâ??s langur have greatly increased the chances of saving this rare and remarkable species (2). ,loss;hunting;environment; ,protected; ,3,1.0,yes,1
11194577,2767,1414,2767,,Nepenthes,Nepenthaceae,Terrestrial,Malaysia; ,,['\n    On CITES Appendix II.\n\n    \n  '],,"
    Endangered


    C2b

    ",1,Nepenthes murudensis,yes,1414,Nepenthes macrophylla,pitcher plant ,Plantae,Tracheophyta,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes ,Length: up to 10 m (2)Pitcher height: up to 28 cm (2)Pitcher width: up to 9 cm (2),<i>Nepenthes</i> species are threatened by a combination of over-collection and habitat loss (2).  The biodiversity of Malaysia is significantly threatened by widespread habitat destruction caused by illegal and commercial logging and large agricultural projects such as rubber and oil palm plantations (7).  The Critically Endangered <i>Nepenthes macrophylla</i> has a highly localised distribution growing on only one mountain making it particularly susceptible to extinction from habitat destruction or catastrophic environmental events such as drought or fire. In addition montane species such as <i>Nepenthes macrophylla</i> take longer to recover than lowland plants after such events as growth is slower (2).,<i>Nepenthes macrophylla</i> is listed under Appendix II of the Convention on International Trade in Endangered Species (CITES) limiting the international export of this species (3).  However trade is very difficult to regulate and there is no requirement for internationally traded <i>Nepenthes</i> to be identified down to species level.  Plants simply labelled as <i>Nepenthes </i>accounted for 94 percent of all exported <i>Nepenthes </i>plants between 1988 and 1993.  This needs to be remedied and urgent attention is required to close other trade loopholes (2).  <i>Nepenthes</i> species including <i>Nepenthes macrophylla</i> are being increasingly cultivated helping to reduce the impact on wild populations.  Artificial propagation can help make conservation efforts more effective together with the establishment of more habitat reserves and the implementation and enforcement of protective laws (8). ,loss;environmental;environment; ,cites; ,3,1.0,yes,0
11128052,7477,1405,7477,philippines crocodile,Crocodylus,Crocodylidae,Terrestrial; Freshwater,Philippines; ,,['\n    It is listed on CITES Appendix I.\n\n    \n  '],,"
    Critically Endangered


    A1c, C2a

    ",1,Crocodylus mindorensis,yes,1405,Crocodylus mindorensis,philippine crocodile ,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus ,Male length: up to 3 m (2),The massive population decline of the Philippine crocodile was originally caused by excessive over-exploitation for commercial use (2). Today habitat destruction is the most pressing threat to species survival with rainforests being cleared throughout the region to make way for rice fields in an effort to cope with the human population explosion (2). Locals in this area are also in contact with the infamous esturine or 'saltwater' crocodile (<i>Crocodylus porosus</i>) which is one of the largest reptiles in the world and has a reputation as a man-eater. This factor undoubtedly contributes to local intolerance of any crocodile species even the small Philippine crocodile which is often killed when encountered (5). The very word for 'crocodile' in the Filipino language is a vile insult (7).,Next to the Chinese alligator (<i>Alligator sinensis</i>) the Philippine crocodile is considered to be the most endangered crocodilian in the world. Some authorities believe there may be less than 100 individuals left in the wild (3) although some wild habitat still remains. Urgent research is needed to assess the current status in order to implement an effective management strategy for this remaining wild population (3). This species is protected from international trade by its listing on Appendix I of the Convention on International Trade in Endangered Species (CITES) but there is only one officially protected area within the Philippines and this is poorly enforced (3). At present captive breeding takes place in a small programme run by the Silliman University and at the government-run Crocodile Farming Institute which breeds crocodiles for commercial and conservation reasons (3). Sadly there is currently little political will or local tolerance to save this ancient reptile in the wild and for the short term at least captive breeding programmes may be the key to the at least nominal survival of this crocodile (3). , ,cites;captive breeding;protected; ,0,3.0,yes,1
10724422,7512,1354,7512,"giant ditch frog, mountain chicken",Leptodactylus,Leptodactylidae,Terrestrial,Guadeloupe; Martinique; Saint Kitts and Nevis; Dominica; Montserrat; ,"
    The species is consumed by humans and is prized for its meat (both subsistence and commercial use for tourists), which has contributed to its decline. Substantial habitat loss is also taking place over much of its range due to agriculture, human settlement and pressure from touristic development. On Montserrat, populations in the South Soufriere Hills, Soufriere Hills and Garibaldi Hill have been lost to lava flows from recent volcanic eruptions. The population of Dominica, where the species was once most abundant, has declined catastrophically from 2002 until the present, following a major confirmed outbreak of the fungal disease chytridiomycosis. This decline is continuing and appears to have significantly impacted most, if not all, of the population in that country.

    
  ","['\n    The protected areas of Dominica are generally above the maximum known elevation of the species and contain few, if any, animals. Captive populations occur in Jersey (Montserrat origin), St Louis (Dominican origin) and some other zoos. No hunting of animals on Dominica has been allowed since 2003, and public awareness actions have taken place to inform the Dominican public of the magnitude of threat facing their national dish and to discourage illegal hunting.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    A2ace

    ",5,Leptodactylus fallax,yes,1354,Leptodactylus fallax,mountain chicken ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus ,c. 700 g (3),An unfortunate victim of hunting disease natural disasters and habitat loss the mountain chicken population has recently undergone catastrophic declines estimated at around 80 percent since 1995 (1) (2). On Dominica this Critically Endangered frog is favoured for its meaty legs which are cooked in traditional West Indian dishes and which are in fact the countryâ??s national dish (6). Annual harvests were thought to be taking between 8000 and 36000 animals before a ban on hunting was introduced and as a result of this exploitation the population on the island is thought to be near extinction (1).,Hunting of the mountain chicken was banned on Dominica in the late 1990s although a three month open season was declared at the end of 2001 and hunting was not fully prohibited until 2003 (1) (3). Public awareness programmes have also been implemented to inform the Dominican public of the threats the mountain chicken faces and to try to discourage hunting (1).   ,loss;hunting;disease; ,captive breeding; ,3,1.0,yes,1
6189336,7721,781,7721,,Bolitoglossa,Plethodontidae,Terrestrial,Honduras; ,"
    Forest on the isolated mountaintop that comprises the only known range for this species has been reduced to less than 1ha in extent, due to forest removal for agricultural crop fields. Such habitat loss is not only a direct threat, but might also indirectly cause degradation of the environment in the species' remaining habitat by drying of the general environment (and the use of pesticides).

    
  ",['\n    The limited remaining habitat in the range of this species requires urgent protection. An attempt to enthuse local businessmen to purchase the land to safeguard the species was unsuccessful.\n\n    \n  '],Decreasing,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",1,Bolitoglossa oresbia,yes,781,Bolitoglossa salvinii,salvins mushroomtongue salamander ,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa ,Snout-vent length: 51 - 68 mm (2) (3)Tail length: c. 51 mm (2),Salvinâ??s mushroomtongue salamander was once relatively common but has undergone a decline as a result of the loss and fragmentation of its forest habitat mainly due to subsistence agriculture and wood extraction (1) (8). Since lungless salamanders need a damp environment to maintain the moist skin on which oxygen uptake depends (4) any alteration in moisture conditions poses a severe threat. Therefore although it still survives in shaded plantations and sugarcane fields any clearance of these to create more open drier habitats would have a negative impact on this species (1). Similarly climate change may also pose a threat and already appears to be causing dramatic declines in other Central American salamanders (12). Although there is not yet any direct evidence that the fungal disease chytridiomycosis has contributed to these declines its role in the decline of many other amphibian species suggests that it may also be a potential threat (12).,No specific conservation measures are currently known to be in place for Salvinâ??s mushroomtongue salamander but the maintenance of shaded habitats has been identified as being important to its long-term survival (1). The species may potentially occur within the Parque Nacional El Imposible in El Salvador although this is not yet confirmed. It is not currently known from any protected areas in Guatemala but a number of protected areas have been proposed within its range and may benefit the species in the future (1). ,loss;fragmentation;environment;disease; ,protected; ,4,1.0,yes,0
4414609,5954,557,5954,,Shorea,Dipterocarpaceae,Terrestrial,Sri Lanka; ,"
    Close to extinction because of the loss of its habitat.

    
  ",,,"
    Critically Endangered


    A1cd, C2a

    ",1,Shorea ovalifolia,yes,557,Shorea leprosula,light red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 60 m (2),Light red meranti has been heavily exploited for its valuable timber leaving populations of this threatened tree drastically reduced (1).,The light red meranti is known to occur in some forest reserves (1). , , ,0,0.0,yes,0
10992716,6696,1388,6696,,Ravenea,Palmae,Terrestrial,Comoros; ,,,,"
    Critically Endangered


    D

    ",1,Ravenea moorei,yes,1388,Ravenea musicalis,palm ,Plantae,Tracheophyta,Liliopsida,Arecales,Palmae,Ravenea ,Trunk height: 2.5 - 8 m (2),This palm is only known from a single river and is therefore extremely vulnerable to chance events such as storms and to habitat disturbance (2). Local people use the timber from <em>Ravenea musicalis</em> to fashion small canoe-like boats known as 'pirogues' (5). The area near where <em>Ravenea musicalis</em> occurs has been earmarked for large-scale titanium oxide mining; if mining goes ahead the impact on the ecology of all surrounding areas could be very severe and could affect the survival of this species (4).,Should this unique species be tragically lost from the wild there are hopes that it will persist in cultivation; <em>Ravenea musicalis</em> seeds have been collected and distributed to botanic gardens in Madagascar and around the world (4). However <em>Ravenea musicalis</em> has proved to be very difficult to maintain in cultivation (3). , , ,0,0.0,yes,0
12488169,6214,1577,6214,,Vateria,Dipterocarpaceae,Terrestrial,"India (Karnataka, Kerala, Tamil Nadu); ","
    The timber has been overexploited, particularly for the plywood industry. Loss of habitat and other human activities have also contributed to population declines.

    
  ",['\n    Some populations are contained in forest reserves. Trees are being planted on a small scale.\n\n    \n  '],,"
    Critically Endangered


    A1cd

    ",1,Vateria indica,yes,1577,Vateria indica,white damor ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Vateria ,Average height: 40 m (2),<i>Vateria indica</i> has been severely affected by overexploitation and habitat loss and today few healthy populations remain (1). In addition to the large-scale timber-harvesting operations that began in the 19th century the Western Ghats have also been impacted by clearance for agriculture and plantations. The forests are now mostly restricted to steep areas that are difficult to access (8).,Some populations of <i>Vateria indica</i> are found in forest reserves and small-scale replantation efforts are being made in some degraded rainforests and barren areas (1) (6). Although the status of this species is critical it apparently shows good regeneration where conditions permit hence adequate protection of areas from clearance and degradation could allow it to make a recovery (1). ,loss; , ,1,0.0,yes,1
7353387,352,929,352,southern tailed birdwing,Ornithoptera,Papilionidae,,Indonesia; Papua New Guinea; ,,,,"
    Endangered


    B1+2c

    ",2,Ornithoptera meridionalis,yes,929,Ornithoptera croesus,wallaces golden birdwing butterfly ,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Ornithoptera ,Wingspan: 13 â?? 19 cm (2),The rampant unsustainable logging that has taken place in the lowland areas of the Maluku Islands has significantly reduced the forest coverageand has no doubt reduced numbers of Wallaceâ??s golden birdwing butterfly (4). Large-scale commercial deforestation continues to pose a considerable threat to the future of Wallaceâ??s golden birdwing butterfly and other inhabitants of these biodiverse forests (4). In addition the extreme use of insecticides to combat mosquitoes may be having a detrimental effect on Wallaceâ??s golden birdwing butterfly although the impact of this has not yet been assessed (4).,While there are currently no known specific conservation measures in place for Wallaceâ??s golden birdwing butterfly a number of conservation organisations are working to conserve wildlife in this region of Indonesia. , , ,0,0.0,yes,0
8714228,7728,1100,7728,cave catfish,Clarias,Clariidae,Freshwater,Namibia; ,"
    Depletion of ground water; the cave lake has been used as a water supply in an otherwise very dry area (Proudlove 2006). Pumping of water has reduced the depth of the lake from 70 m to 50 m since 1921 (Skelton 1990, Bruton 1995). Potentially exploitation from aquarists.

    
  ",['\n    Control of water extraction. Collections of fishes regulated by permits.\n\n    \n  '],Unknown,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",1,Clarias cavernicola,yes,1100,Clarias cavernicola,cave catfish ,Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias ,Length: 16.1 cm (2),The cave catfish is found only within a single cave in Namibia and is therefore at inherent risk of extinction due to any chance event. The main threat to the species comes from the depletion of ground water within the cave and the exploitation of aquifer water may pose the most serious threat in the long-term (3).,The protection of the Aigamas Cave is vital in the conservation of this species and the present owner is sympathetic to the sensitivity of the cave only allowing access or collection of the cave catfish with a Nature Conservation Permit (3). Twenty captive specimens were held in the National Zoological Gardens' aquarium in Pretoria for several years (3) but no longer persist (7). There is also a move to provide legislative protection for this rare and unique fish (3). , , ,0,0.0,yes,1
9647999,7529,1218,7529,"blackeared golden mantella, blackeared mantella",Mantella,Mantellidae,Terrestrial; Freshwater,Madagascar; ,"
    The area where this species occurs is severely threatened, with its forest habitat receding due to the impacts of subsistence agriculture (including livestock grazing), timber extraction, charcoal production, the spread of eucalyptus, fires, and expanding human settlements. It has, in the past, been collected in large numbers by commercial collectors, and trade might pose a major threat to the species.

    
  ","['\n    It is not known from any protected areas, making protection of remaining habitat a top priority, particularly given the high rate of habitat loss and degradation within its range. The species also requires careful population monitoring, and any trade should be carefully regulated. It is listed on CITES Appendix II.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    B2ab(iii)

    ",1,Mantella milotympanum,yes,1218,Mantella aurantiaca,golden frog ,Animalia,Chordata,Amphibia,Anura,Mantellidae,Mantella ,Length: 20-26 mm (2),The golden frog is very popular in the pet-trade and over-collection of individuals is still carried out at some areas. Although at present there are no signs of reduction of population size due to this take off it must be carefully monitored in the future to assure the survivorship of the species (5). Furthermore large-scale deforestation predation by introduced species and encroachment by humans are all posing threats to the golden frog (4).,All mantella frogs are listed on Appendix II of the Convention on International Trade in Endangered Species (CITES) which controls international trade in these species (2). The golden frog is bred in captivity in a number of zoos and other breeding facilities including the Detroit Zoological Instituteâ??s National Amphibian Conservation Centre which breeds hundreds each year for use in breeding programmes in other institutions (6). The provision of captive-bred individuals to zoos reduces the stress on wild populations caused by collection. Captive breeding programmes may also provide a genetic reservoir of a species to safeguard it should the population undergo a drastic decline or even become extinct; they also provide sources of animals for reintroduction to the wild and allow research to be carried out (6). Although captive breeding is an important facet of any conservation programme protection of the remaining wild populations and the habitat on which they depend is of great importance (7). ,pet; ,cites;captive breeding; ,1,2.0,yes,0
