_id,ltable_id,rtable_id,ltable_Unnamed,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_scientific_name,ltable_block,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_status,rtable_countries,rtable_country_count,rtable_tCount,rtable_block,label
2103518,6043,265,6043,,Shorea,Dipterocarpaceae,,Malaysia (Peninsular Malaysia); ,,,,"
    Critically Endangered


    A1acd

    ",1,Shorea kuantanensis,yes,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,Endangered,['Seychelles'],1,0,yes,0
2099475,2000,265,2000,"light red meranti, meranti",Shorea,Dipterocarpaceae,,Indonesia (Sumatera); Malaysia (Peninsular Malaysia); Singapore; Thailand; ,"
    Has suffered a massive population reduction mainly because of the rates of exploitation of its light red meranti timber.

    
  ",,,"
    Endangered


    A1cd

    ",4,Shorea leprosula,yes,Shorea platyclados,dark red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Trunk diameter: up to 172 cm (2),Dipterocarp forests have become amongst the most endangered in the world widely logged for use in furniture-making general construction and boat-building (7). Furthermore the slow growth of these trees and late flowering mean that many trees are cut down before having a chance to reproduce (4).,Some subpopulations of this species are found in primary forest reserves where they receive varying levels of protection (1). Furthermore because of their high economic value there have been efforts to replant dipterocarp forests which may include species such as this dark red meranti (4). , , ,Endangered,['Seychelles'],1,0,yes,0
5282145,2840,667,2840,magnificent broodfrog,Pseudophryne,Myobatrachidae,Terrestrial; Freshwater,Australia; ,"
    Habitat loss and degradation appears to be the major threat. Its habitat occurs on land under a variety of tenures, including national parks, state forests, local government reserves, grazing leasehold properties, crown land, freehold lands and road reserves. Ninety-seven percent of frog sites are located on unprotected land, most of which is in state forest or timber reserve. There are several activities likely to occur on these lands, which may impact on the amount and quality of the frog‚??s habitat, including grazing, logging, road works, clearing and development. Habitat in the south-east of Timber Reserve 245 and Tumoulin State Forest has been severely affected by cattle grazing. Grazing and trampling has the potential to degrade and destroy the seepage areas used by the frogs for breeding. Similarly, erosion and subsequent siltation may cover seepage areas if future logging or clearing occurs. Roads and cuttings can alter the water quality and hydrology and may affect seepage areas and first order streams. Regrowth forest uses more water than old growth and therefore has the potential to reduce seepages. The population at the Ravenshoe rubbish dump has declined. Dump activities have destroyed or modified habitat, and previously known populations are now absent.

    
  ","['\n    It is listed as threatened in Australian legislation. A comprehensive recovery plan was developed for this species (McDonald ', <em>et al.</em>, ' 2000), and is now probably in need of revision.\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii)+2ab(iii)

    ",1,Pseudophryne covacevichae,yes,Pseudophryne pengilleyi,northern corroboree frog ,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,Pseudophryne ,Length: 25 ‚?? 30 mm (2),The decline of the northern corroboree frog has been monitored with despair as the exact cause of the drop in numbers and that of other Australian amphibian species is not known. Factors thought to be contributing include the detrimental effects of introduced plants such as blackberry (<i>Rubus fruticosus</i>) and monkey musk (<i>Mimulus moschatus</i>) which smother the breeding sites of the frog as well as the trampling effects of feral pigs and introduced horses (1). Habitat loss erosion and human disturbance are also thought to have contributed (3). A pathogen called Chytrid fungus has been detected in museum specimens and is now the major suspect for the cause of the decline (1) (4).,Much of the habitat occupied by northern corroboree frogs is within reserves providing protection for the frogs and their habitat. Research into the behaviour biology and range of the frog is being undertaken and population monitoring is in place (1). ,loss; , ,Endangered,"['Gabon', 'Equatorial Guinea', 'Cameroon']",3,1,yes,0
9125918,7838,1152,7838,delta green ground beetle,Elaphrus,Carabidae,,United States; ,,,,"
    Critically Endangered


    B1+2abc+3a

    ",1,Elaphrus viridis,yes,Elaphrus viridis,delta green ground beetle ,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Elaphrus ,Length: 6 mm (2).,The historical distribution of the delta ground beetle is unknown but it is thought reasonable to assume that the species was once found throughout the wetlands and grasslands of California‚??s Central Valley (4). The area has suffered widespread disruption and destruction of its wetland habitat from agricultural development tapping of vernal pools for irrigation of crops river channelisation and encroaching urban development all of which are thought to have played a role in the demise of this species (2) (4). Additionally an introduced alien plant garden lippia (<i>Phyla</i> spp.) poses an immediate threat to the species‚?? remaining range. The plant forms dense mats in vernal pools crowding out native vegetation and hindering the beetle‚??s foraging (2). Only around 75 individuals have been seen since 1974 and the species‚?? small range places it in very serious danger of extinction (4).,The delta green ground beetle is protected by the Lacey Act which prohibits its import export transport sale purchase receipt or acquisition (4). The beetle is also protected through its occurrence in the Jepson Prairie Reserve (5) but other suitable sites nearby are on private land and negotiations over their protection are ongoing (2). Since its life cycle is intricately intertwined with the seasonal changes of its vernal pool habitat conservation of the delta green ground beetle very much depends upon the protection of this habitat which is itself endangered (2). Thus protection of this disappearing habitat must be the top priority in the conservation of not only the delta ground beetle but also the array of other endangered species that are unique to and depend heavily upon this threatened vernal pool ecosystem. , ,protected; ,Critically Endangered,"['Angola', 'Equatorial Guinea', 'Gabon', 'Central African Republic', 'Cameroon']",5,0,yes,1
4885590,2035,617,2035,,Shorea,Dipterocarpaceae,Terrestrial,Brunei Darussalam; Malaysia (Sarawak); ,"
    This tree is threatened by forest conversion and habitat degradation.

    
  ",,,"
    Endangered


    A1cd

    ",2,Shorea biawak,yes,Shorea roxburghii,meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,,Unrestricted exploitation of <strong>dipterocarps</strong> for their high quality timber has left many species in this family endangered (6).,There are no specific conservation measures in place for <i>Shorea roxburghii</i> but several populations are recorded in forest reserves and there are healthy regenerating populations in the south of India (1). , , ,Endangered,['Indonesia'],1,0,yes,0
4885373,1818,617,1818,white meranti,Shorea,Dipterocarpaceae,Terrestrial,Indonesia (Kalimantan); Malaysia (Sarawak); ,,['\n    There are subpopulations present in forest reserves.\n\n    \n  '],,"
    Endangered


    A1cd

    ",2,Shorea agami,yes,Shorea roxburghii,meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,,Unrestricted exploitation of <strong>dipterocarps</strong> for their high quality timber has left many species in this family endangered (6).,There are no specific conservation measures in place for <i>Shorea roxburghii</i> but several populations are recorded in forest reserves and there are healthy regenerating populations in the south of India (1). , , ,Endangered,['Indonesia'],1,0,yes,0
1136407,4562,143,4562,conchos shiner,Cyprinella,Cyprinidae,,Mexico; ,,,,"
    Endangered


    A1ace, E

    ",1,Cyprinella panarcys,yes,Cyprinella caerulea,blue shiner ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinella ,Maximum size: 10 cm (2),Numbering no more than 2500 individuals the blue shiner population is suspected to have undergone a dramatic decline although the factors responsible for this are not entirely clear (5) (6). A decrease in water quality was probably the most significant agent as the loss of the species from the Cahaba River coincided with an increase in nitrogen and phosphorous caused by sewage discharge. This led to higher algal biomass and decreased levels of dissolved oxygen in the water (4) (5). The blue shiner is also threatened by increased siltation as it relies on sight to detect its prey while in Georgia urbanisation and resulting pollution and water extraction threatens the species‚?? habitat. In many areas the blue shiner now exists in small highly fragmented populations which are more vulnerable to habitat degradation and a loss of <strong>genetic diversity</strong> greatly increasing the species‚?? extinction risk (5) (7).,The future of the blue shiner very much depends on the protection of its habitat particularly the Conasauga River. Fortunately for this rare species efforts are underway to protect this fragile environment. The Nature Conservancy is working with private landowners and government agencies to protect the Conasauga River and conserve the populations of rare and endangered fish that inhabit its waters (5) (8). The National Resources Conservation Service is also working to protect <strong>riparian</strong> habitat around the Conasauga River and to tackle threats (5) (9). The blue shiner will also benefit from further studies into its ecology threats and population trends (5). ,loss;pollution; , ,Endangered,"['United Kingdom', 'New Zealand']",2,2,yes,0
3736393,513,472,513,,Partulina,Achatinellidae,,United States (Hawaiian Is.); ,,,,"
    Endangered


    A1ce, B1+2abcde, C1+2a

    ",1,Partulina physa,yes,Partulina physa,hawaiian tree snail ,Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinellidae,Partulina ,,As a result of human disturbances the Hawaiian Islands have seen devastating extinction rates and today over half of the described tree snails are thought to be extinct (7). Having suffered from habitat loss the Hawaiian tree snail is now restricted to just a single location with a population of less than 1000 individuals (5). This species first came under threat when the first settlers on the Hawaiian Islands began logging the lowland forests replacing natural habitats with agricultural lands and cattle ranches. These destructive activities were compounded by the introduction of non-native predators such as rats and the predatory snail <em>Euglandina rosea</em> and alien plant species which overgrow native plant seedlings limiting natural forest regeneration (2). As a result the Hawaiian tree snail listed as a Species of Concern by the United States Fisheries and Wildlife Service is under severe threat of extinction (8). The survival of this species is also hindered by its slow reproduction rate and the degradation of its habitat by feral pigs and goats (5) (6). †,Like many other Hawaiian snail species the restricted geographic range and small population size of the Hawaiian tree snail makes it vulnerable to habitat degradation and consequently its survival may be dependant upon conservation measures (6). Fortunately for this species efforts are underway to protect its fragile habitat. In 2003 the Ponoholo Ranch which encompasses the Hawaiian tree snail‚??s habitat entered the Kohala Watershed Partnership which resulted in fencing being built along three sides of the ranch to exclude wild cattle while plans were made to cull wild pigs and remove invasive weeds. The Nature Conservancy has also agreed a 15-year management plan with the ranch with the development of a management plan for the Hawaiian tree snail a key priority (4). This vulnerable species is also benefiting from a captive breeding facility coordinated by the University of Hawaii on Lanai (5). With the successful implementation of these measures and further efforts to remove predators and limit habitat loss there is significant hope that the future of the Endangered Hawaiian tree snail will be secured (1). ,loss; ,captive breeding; ,Endangered,['Angola'],1,1,yes,1
9013976,6706,1138,6706,,Scalesia,Compositae,,Ecuador (Gal√°pagos); ,"
    The plants are subject to grazing by introduced goats.

    
  ",['\n    A fence is under construction to prevent access. A single plant has been raised in cultivation in the Gal√°pagos and the vegetatively produced offspring of two other adults are growing in Copenhagen Botanical Garden.\n\n    \n  '],,"
    Critically Endangered


    A1ace, B1+2bcde, C2a, D

    ",1,Scalesia atractyloides,yes,Scalesia divisa,daisy tree ,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Scalesia ,Max height: 4 m (2),Since humans arrived on the Galapagos dramatic ecological changes have been caused by agricultural activities exploitation of native species and the introduction of non-native animals and plants (7). Consequently many species of <i>Scalesia</i> are now under significant threat of extinction. For <i>Scalesia</i> <i>divisa</i> the greatest concern is introduced goats which have caused extensive damage to the few remaining populations (1) (4).,Scientists at the Charles Darwin Research Station are involved in several projects to restore and preserve populations of <i>Scalesia </i>species including those on San Crist√≥bal (4). The management priority on San Crist√≥bal is to eradicate the feral ungulates that are causing so much damage (7). , , ,Critically Endangered,['Tanzania'],1,0,yes,0
7692935,7470,971,7470,,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Cuba; ,"
    This species is threatened mainly by habitat loss as a result of the deforestation taking place from subsistence farming and wood collecting.

    
  ","['\n    It occurs in the Parque Nacional Alejandro de Humboldt, but even this protected area is subject to the effects of habitat loss. Maintenance of the remaining suitable habitat and improved protection of existing protected areas is essential.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    B1ab(iii)

    ",1,Eleutherodactylus iberia,yes,Eleutherodactylus wightmanae,wightmans robber frog ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: 2 cm (2),Already restricted in range Wightman‚??s robber frog populations are in a continuing decline estimated to be greater that 50 percent of the population over a ten year period (1). Threats to this species and its habitat include urban pollution land clearing forest burning and deforestation (1) (4).†,Despite not being the target of any known conservation measures Wightman‚??s robber frog is afforded a degree of protection in a number of well-managed protected areas. A major conservation priority for this species is further research into determining the cause of its decline (1). There is also a need for implementing a monitoring programme of populations such that trends and responses to changes in habitat as well as climate change and natural disturbances such as hurricanes can be assessed (8). ,disease;pollution; ,protected; ,Critically Endangered,"['Turkey', 'Greece', 'Mauritania']",3,2,yes,0
1963598,678,248,678,"cuviers hutia, hispaniolan hutia, hispanolan hutia",Plagiodontia,Capromyidae,Terrestrial,Dominican Republic; Haiti; ,"
    Often killed as a crop pest and opportunistically hunted for food in Haiti. Increasing habitat destruction both within and outside of protected areas is a major threat. In addition, invasive species (mongoose, cats, dogs and rats) persecute and kill individuals of the species. These compounding factors have resulted in the extirpation of the animal from much of its former range.

    
  ",['\n    Occurs in a number of protected areas.\n\n    \n  '],Decreasing,"
    Endangered


    A4acde

    ",2,Plagiodontia aedium,yes,Plagiodontia aedium,cuviers hutia ,Animalia,Chordata,Mammalia,Rodentia,Capromyidae,Plagiodontia ,ca. 1.3 kg (2),Hutias were once a diverse group that occurred across the Caribbean islands but over half of all hutia species have been wiped out in historical times (5) (6). On Hispaniola only two of the original <strong>endemic</strong> land mammal species now remain including Cuvier‚??s hutia (3) (4) but the species is under serious threat from a combination of habitat loss hunting for food persecution as a crop pest and predation by introduced species such as dogs cats and mongooses. The species has been lost from much of its former range and its numbers have been drastically reduced (1) (2) (3) (5). The human population on Hispaniola is increasing and much of the forest has already been cleared for agriculture firewood harvesting charcoal production and urban and tourist development (2) (3) (8) (9). Some geographically distinct populations of Cuvier‚??s hutia such as the proposed <strong>subspecies</strong> <em>P. a. hylaeum</em> may already be extinct (3) (4).,Cuvier‚??s hutia occurs in a number of protected areas although habitat destruction may still be continuing within these (1). Very little is currently known about this unusual rodent (1) and further population surveys and molecular analyses are needed to better determine its status and that of any potential <strong>subspecies</strong> (3) (4). Hutias have even been suggested as potential candidates for raising commercially as a food source although Cuvier‚??s hutia may be less suitable for this than one of its Cuban relatives Desmarest‚??s hutia (<em>Capromys pilorides</em>) due to its smaller size and slower reproduction (10). ,loss;hunting; ,protected; ,Endangered,['Seychelles'],1,2,yes,1
7692897,7432,971,7432,bartons robber frog,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Cuba; ,"
    This species is threatened by habitat degradation and deforestation due to subsistence wood collecting, and smallholder farming activities, as well as moderate impacts from touristic activities.

    
  ","['\n    Besides the Parque Nacional Alejandro de Humboldt, this species also occurs in the Protected Landscape Maisi-Yumuri. Habitat maintenance within the range of this species is an essential requirement.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    B1ab(iii)

    ",1,Eleutherodactylus bartonsmithi,yes,Eleutherodactylus wightmanae,wightmans robber frog ,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Eleutherodactylus ,Female snout-vent length: 2 cm (2),Already restricted in range Wightman‚??s robber frog populations are in a continuing decline estimated to be greater that 50 percent of the population over a ten year period (1). Threats to this species and its habitat include urban pollution land clearing forest burning and deforestation (1) (4).†,Despite not being the target of any known conservation measures Wightman‚??s robber frog is afforded a degree of protection in a number of well-managed protected areas. A major conservation priority for this species is further research into determining the cause of its decline (1). There is also a need for implementing a monitoring programme of populations such that trends and responses to changes in habitat as well as climate change and natural disturbances such as hurricanes can be assessed (8). ,disease;pollution; ,protected; ,Critically Endangered,"['Turkey', 'Greece', 'Mauritania']",3,2,yes,0
8387785,5800,1059,5800,"black sea bass, giant sea bass",Stereolepis,Polyprionidae,Marine,"<div>Pacific ‚?? eastern central</div>; Mexico (Baja California, Sonora); United States (California); ","
    The major threat is from overfishing; however, the species is protected in California (this legislation also covers U.S. fishers in Mexican waters) although incidental catches are allowed (see Conservation Measures below).

    
  ","['\n    The fish has been protected in California since 1982 and protected in Mexico since 1992 (Crooke 1992). ', <br/>, ' ', <br/>, 'California State Legislature banned both commercial and recreational fishing for Giant Sea Bass in 1981 in response to the great decline in population, but it allowed two fish per angler per trip when fishing south of United States-Mexico border (Crooke 1992) and allowed one fish per trip if taken incidentally in gill or trammel net by commercial fisherman (Domeier 2001). ', <br/>, ' ', <br/>, 'The species can still be caught in Mexico (M. Domeier, pers. comm.). ', <br/>, ' ', <br/>, 'The law limited the amount of Giant Sea Bass that could be taken in Mexican waters and landed in California (could not land more than 3,000 lbs in a calendar year). The ban of inshore gill nets in California was introduced in 1990, which was considered a way to significantly reduce the incidental mortality of Giant Sea Bass (Domeier 2001).\n\n    \n  ']",Unknown,"
    Critically Endangered


    A1bd

    ",3,Stereolepis gigas,yes,Stereolepis gigas,black sea bass ,Animalia,Chordata,Actinopterygii,Perciformes,Polyprionidae,Stereolepis ,up to 255.6 kg (2),The black sea bass has been massively over-fished in both California and Mexican waters leaving this water giant Critically Endangered. Indeed so dramatic were these declines that between 1932 and 1980 commercial landings diminished from 115 tonnes biomass to 5 tonnes in Californian waters and from 363 tonnes to 12 tonnes in Mexican waters. The species‚?? limited distribution large size and aggregation in spawning areas made it an easy target for fisheries (1). Unfortunately its slow growth and late onset of sexual maturity make the fish extremely vulnerable to population collapses from over-fishing and slow to recover (5). Additionally it appears that the black sea bass may also be suffering from toxin poisoning. Sediments along the coast of California have been found to carry very high levels of toxins such as DDE and PCB with an area off the Palos Verdes peninsula thought to contain possibly the highest loads of DDE (a breakdown product of DDT) in the world‚??s oceans. The toxins cannot be broken down so as a mid-level predator black sea bass ingest the cumulative toxins in increased concentrations from the food chain below it and have been found to be carrying extremely high body burdens of DDE and PCB in southern California. The chemicals have been recorded to interfere with normal reproductive biology in other species of fish as well as amphibians reptiles and birds but more research is needed into the effects they are having on this giant fish and its process of recovery in California (3).,The black sea bass has been protected in California since 1981 and in Mexico since 1992. Both commercial and recreational fishing of this species were prohibited in California in 1981 although two fish per angler per trip are allowed to be caught south of the U.S.-Mexican border and one fish per trip to be taken incidentally by commercial fishermen. The law also limited the amount of black sea bass that could be caught in Mexican waters and landed in California (1). Although these laws have prevented commercial fishermen from targeting and profiting from these fish they have failed to protect the habitats occupied by the species from fishing and have probably done little to reduce incidental mortality since black sea bass entangled in nets have simply been discarded back into the sea (5). Indeed many fish in spawning aggregations in the summer have been caught and released frequently receiving injuries in the process (6). However the banning of gill nets in California in 1990 has probably helped significantly reduce the incidental mortality of this species and anecdotal data suggest that numbers may be beginning to rebound (1) (5). Nevertheless either voluntary or imposed seasonal and/or area closures would undoubtedly help further minimise incidental mortalities and greatly aid the recovery of this magnificent and dramatic giant of the sea (3) (6). ,fishing; ,protected; ,Critically Endangered,"['Venezuela', 'Mexico']",2,1,yes,1
