_id,ltable_id,rtable_id,ltable_Unnamed,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_scientific_name,ltable_block,rtable_Unnamed,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_tCount,rtable_cCount,rtable_block,label
2044940,2870,258,2870,,Dioon,Zamiaceae,Terrestrial,Mexico (Puebla); ,"
    These plants also have little horticultural (therefore collection) potential. The local people are protecting them and the land they are on has limited agricultural potential.

    
  ",['\n    This species is listed on Appendix II of the CITES Appendices. Plants are protected by local communities and all known specimens are found in the Tehuac√°n-Cuicatl√°n Biosphere Reserve.\n\n    \n  '],Decreasing,"
    Endangered


    A4acd; B2ab(ii,iii); C1

    ",1,Dioon caputoi,yes,258,Dioon caputoi,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Dioon ,Height: 1 m or more (2)Trunk diameter: 20 - 25 cm (2),Deforestation for logging and agriculture has occurred throughout the new world and this has had a dramatic effect on many cycad species especially those that grow in the understorey of forests. Although collecting of plants from the wild in the new world has been less severe†than in parts of Africa several Mexican species including <em>D. caputoi</em> have been decimated by collectors†(4). During the 1980s in particular local people report that large numbers of <em>D. caputoi</em> were extracted illegally. None of the four remaining populations of <em>D. caputoi</em> number more than 120 individuals and all are mostly comprised of adult plants due to poor natural recruitment of seedlings†(5).,<em>Dioon caputoi </em>receives some protection from international trade under its listing on Appendix II of the Convention on International Trade in Endangered Species (CITES) (3). Nonetheless a range of additional conservation measures are still urgently needed for this Critically Endangered species. This includes: efforts to halt the illegal extraction of plants and further deforestation within the remaining populations; the monitoring of population dynamics as part of a long-term management plan; and the reintroduction of artificially propagated plants†(5). , ,cites; ,0,1.0,yes,1
3614076,4836,456,4836,"black howling monkey, guatemalan black howler, guatemalan black howler monkey, guatemalan howler, guatemalan howling monkey, lawrences howler monkey, mexican black howler monkey, yucatn black howler monkey",Alouatta,Atelidae,Terrestrial,"Belize; Guatemala; Mexico (Campeche, Chiapas, Quintana Roo, Tabasco, Yucat√°n); ","
    The main threats to this species are deforestation, hunting (for food and for capture as pets) and disease (yellow fever epidemics) (Reid 1997; Pavelka and Chapman 2006).

    
  ","['\n    This species occurs, or may occur, in several protected areas:', <br/>, <br/>, 'Belize', <br/>, 'Guanacaste National Park (32,512 ha) (R. Horwich pers. comm. to Rodr√≠guez-Luna ', <em>et al</em>, '. 1996)', <br/>, 'Blue Hole National Park (300 ha) (in range)', <br/>, 'Mountain Pine Ridge (51,500 ha) (Dahl, 1987)', <br/>, 'Cockscomb Basin Wildlife Sanctuary (40,000 ha) (Horwich ', <em>et al.</em>, ' 1993; Horwich 1994; Koontz ', <em>et al</em>, '. 1994; Rodr√≠guez-Luna ', <em>et al.</em>, ' 1996)', <br/>, 'Community Baboon Sanctuary (Horwich and Lyon 1990; Horwich 1994; Pav√≥n 1994; Brockett ', <em>et al.</em>, ' 1999, 2000; Horwich ', <em>et al</em>, '. 2000, 2001)', <br/>, 'Upper Bladen (35,000 ha) (R. Horwich pers. comm. to Rodr√≠guez-Luna ', <em>et al</em>, '. 1996)', <br/>, 'Caracol Archeological Reserve (20,000 ha) (in range)', <br/>, 'Monkey Bay Wildlife Sanctuary (Private Reserve) (443 ha) (in range)', <br/>, 'Monkey Bay National Park (911 ha) (', <em>A. pigra</em>, ' reintroduced) (extinguished by yellow fever and hurricanes (1961 and 1978) (Clark and Brocket 1999)', <br/>, 'Manatee Forest Reserve (in range)', <br/>, 'Chiquibul National Park (107,607 ha) (Dahl 1987)', <br/>, 'Bladen Branch Nature Reserve  (39,256 ha) (Dahl 1987)', <br/>, 'Rio Bravo Conservation and Management Area  (61,513 ha) (Silva-L√≥pez and Rumiz 1995)', <br/>, <br/>, 'Guatemala', <br/>, 'Rio Dulce National Park (9,610 ha) (Silva-L√≥pez ', <em>et al</em>, '. 1995; Silva-L√≥pez 1998)', <br/>, 'El Rosario National Park (1,105 ha) (in range)', <br/>, 'Bahia Santo Tomas (1,000 ha) (in range)', <br/>, 'Santa Rosalia (1,000 ha) (in range)', <br/>, 'Cerro Miramundo (902 ha) (in range)', <br/>, 'Las Victorias (82 ha) (in range)', <br/>, 'El Reformador (60 ha) (in range)', <br/>, 'Grutas Lanquin (in range)', <br/>, 'Cuevas de Silvino (8 ha) (in range)', <br/>, 'Laguna Lachua National Park (10,000 ha) (in range)', <br/>, 'Biotopo Mario Dary Rivera Quetzal (1,153 ha) (', <em>A. pigra</em>, ' according to Curdts (1993) and Silva-L√≥pez 1998; but ', <em>A. palliata</em>, ' according to Silva-L√≥pez ', <em>et al.</em>, ' 1995; Matamoros and Seal 2001)', <br/>, 'Biotopo de Chocon Machacas (7,000 ha) (Sympatric with ', <em>A. palliata</em>, '; Curdts 1993; Silva-L√≥pez ', <em>et al.</em>, ' 1995; Silva-L√≥pez 1998; Matamoros and Seal 2001) ', <br/>, 'Biotopo San Miguel La Palotada (49,300 ha) (Sympatric with ', <em>A. palliata</em>, '; Curdts 1993; Silva-L√≥pez ', <em>et al.</em>, ' 1995; Matamoros and Seal 2001; possible occurrence Silva-L√≥pez 1998)', <br/>, 'Rio Escondido ‚?? Biotopo Laguna del Tigre (45,900 ha) (in range)', <br/>, 'Dos Lagunas (45,950 ha) (in range)', <br/>, 'Tikal National Park (57,600 ha) (Coelho ', <em>et al.</em>, ' 1976; Schlichte 1978; Estrada ', <em>et al.</em>, ' 2004)', <br/>, 'Aguateca Cultural Monument (1,700 ha) (Silva-L√≥pez ', <em>et al</em>, '. 1995; Silva-L√≥pez 1998)', <br/>, 'Ceibal Cultural Monument (1,700 ha) (in range)', <br/>, 'Dos Pilas Cultural Monument (3,100 ha) (Silva-L√≥pez ', <em>et al.</em>, ' 1995; Silva-L√≥pez 1998)', <br/>, 'Rio Azul (28,900 ha) (in range)', <br/>, 'Uaxact√∫n (3,000 ha) (in range)', <br/>, 'Ucanal (2,200 ha) (in range)', <br/>, 'Xutilha (2,689 ha) (in range)', <br/>, 'Ixcun Cultural Monument (400 ha)', <br/>, 'El Peru (8,000 ha)', <br/>, 'Biotopo San Miguel ‚?? El Zotz (42,000 ha) (in range)', <br/>, 'Nakum (8,000 ha) (in range)', <br/>, 'G48 Naranjo (1,200 ha)', <br/>, 'Machaquilla Cultural Monument (2,500 ha) (in range)', <br/>, 'Yaxha (9,000 ha) (in range)', <br/>, 'Sierra de las Minas Biosphere Reserve (236,300 ha) (Sympatric with ', <em>A. palliata</em>, '; Curdts 1993; Silva-L√≥pez ', <em>et al</em>, '. 1995; Silva-L√≥pez 1998; Matamoros and Seal 2001)', <br/>, 'Polochic (Sympatric with ', <em>A. palliata</em>, '; Curdts 1993; Silva-L√≥pez ', <em>et al.</em>, ' 1995; Matamoros and Seal 2001)', <br/>, 'Sierra Lacandon National Park (200,000 ha) (in range)', <br/>, 'Mirador / Dos Lagunas ‚??Rio Azul National Park (147,000 ha) (in range)', <br/>, 'El Tigre National Park (350,000 ha) (in range)', <br/>, 'Trifinito National Park (4,000 ha)', <br/>, <br/>, 'Mexico', <br/>, 'Palenque National Park (1,771 ha) (Estrada and Coates-Estrada 1984; Mexico, SEDUE, 1989; Estrada ', <em>et al</em>, '. 2000; Matamoros and Seal 2001)', <br/>, 'Tulum National Park 664 ha) (in range)', <br/>, 'Ria Lagartos Special Biosphere Reserve (47,840 ha) (in range)', <br/>, 'Pantanos de Centla (290,397 ha) (Matamoros and Seal 2001)', <br/>, 'Calakmul Biosphere Reserve (Mexico, SEDUE, 1989;  Estrada ', <em>et al</em>, '. 2004; Serio-Silva ', <em>et al</em>, '. 2006)', <br/>, 'Montes Azules Biosphere Reserve (Selva Lacandona) (331,200 ha) (Mexico SEDUE, 1989;  Matamoros and Seal 2001)', <br/>, 'Sian Ka‚??an Biosphere Reserve (528,147 ha) (Serio-Silva ', <em>et al</em>, '. 2006; Matamoros and Seal 2001)', <br/>, 'Chan-kin Protection Area for Wild Flora and Fauna (12,184 ha) (Matamoros and Seal 2001)', <br/>, 'Yaxchil√°n Natural Monument (2,621 ha) (Estrada and Coates-Estrada 1984; Estrada ', <em>et al.</em>, ' 2002, 2004; Matamoros and Seal 2001)', <br/>, 'Bonampak Natural Monument (4,357 ha) (Estrada and Coates-Estrada 1984; Matamoros and Seal 2001)', <br/>, 'Metzaboc (Hern√°ndez-Y√£nez pers. comm., in Rodr√≠guez-Luna ', <em>et al.</em>, ' 1996a)', <br/>, <br/>, 'It is listed on Appendix I of CITES.\n\n    \n  ']",Decreasing,"
    Endangered


    A4cd

    ",3,Alouatta pigra,yes,456,Alouatta pigra,guatemalan black howler ,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta ,Male head-and-body length: 67†- 71 cm (2)Female head-and-body length: 52†- 64 cm (2)Male tail length: 60†- 67 cm (2)Female tail length: 50†- 54 cm (2)Male weight: c. 11.4 kg (2)Female weight: c. 6.4 kg (2),The Guatemalan black howler is threatened throughout most of its range from hunting and habitat destruction (10). Suitable forest habitat has rapidly been lost and fragmented through conversion to pasture and agricultural lands and to logging operations (8). If such patterns continue the population size of this species is projected to decline by around 74% over three generations (30 years) (1).,The Guatemalan black howler is known to occur in six protected areas: Cockscomb Basin Wildlife Sanctuary Guanacaste and Monkey Bay National Parks (Belize); Rio Dulce and Tikal National Parks (Guatemala); and Palenque National Park (Mexico) (2). ,hunting; ,protected; ,1,1.0,yes,1
12496203,6333,1578,6333,,Shorea,Dipterocarpaceae,Terrestrial,Malaysia (Sabah); ,,,,"
    Critically Endangered


    A1cd

    ",1,Shorea waltoni,yes,1578,Shorea contorta,white lauan ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 50 m (2)Trunk diameter: up to 182 cm (2),Numbers of white lauan have become depleted due to logging and <strong>slash-and-burn</strong> agriculture (2) (4).  The valuable timber of the white lauan is used for general construction and for furniture making (2).,The white lauan most likely occurs in a number of protected areas throughout the Philippines such as the Sierra Madre.  However despite this so-called protection illegal logging activities can continue to pose a threat (5). , ,protected; ,0,1.0,yes,0
1368231,6851,172,6851,,Melocactus,Cactaceae,Terrestrial,Brazil (Bahia); ,"
    The major threats for this species are habitat loss due to quarrying and urbanization, specifically the growth of the city of Vict√≥ria da Conquista. The species survival in the wild is  severely threatened by extraction of the quartz gravel in which it  grows, and was formerly impacted by commercial collection for the  European horticultural market.

    
  ",['\n    This species occurs within the Parque Municipal do Cerro de Periperi. Since June 1992 this species has been listed on CITES Appendix I.\n\n    \n  '],Decreasing,"
    Critically Endangered


    B1ab(i,iii,iv,v)

    ",1,Melocactus conoideus,yes,172,Melocactus glaucescens,cactus ,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Melocactus ,Stem height: 13 - 18 cm (2)Stem diameter: 12.5 - 24 cm (2),This cactus is particularly attractive and has been highly prized by collectors over the years; it has suffered greatly from over-exploitation (1). Two of the sites where it occurs are close to a main road and are therefore easily accessible by collectors (3). <strong>Hybridisation</strong> (cross-breeding) with other <i>Melocactus</i> species also threatens the survival of this cactus in its pure form and there is evidence of widespread hybridisation at two out of the four known sites for <i>Melocactus glaucescens</i> (2). An additional threat to the species is fire which is commonly used by farmers in the area to induce re-growth of pasture for livestock grazing (2).,<i>Melocactus glaucescens</i> has been placed on Appendix I of the Convention on International Trade in Endangered Species (CITES) since 1992 effectively banning International Trade in wild plants of this cactus (3). The species has recently been given further protection by the formation of the Parque Estadual do Morro do Chap√©u; a new protected area which encompasses most of one of the known populations (2). It is also hoped that additional fieldwork will uncover further populations of this beautiful cactus; one of the known sites was discovered as recently as 2002 (2). , ,cites;protected; ,0,2.0,yes,0
8986375,2850,1135,2850,chimanimani cycad,Encephalartos,Zamiaceae,Terrestrial,Mozambique; ,"
    This species is threatened due to over-collecting for ornamental purposes.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices.\n\n    \n  '],Decreasing,"
    Endangered


    B1ab(i,ii,iv,v)+2ab(i,ii,iv,v); C1

    ",1,Encephalartos chimanimaniensis,yes,1135,Encephalartos whitelockii,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Trunk length: 4 m (2)Trunk diameter: 35 - 40 cm (2),By far the greatest threat to <em>E. whitelockii </em>is the ongoing construction of a hydro-electric power station and an associated dam above the Mpanga Falls. The development of this new power station will almost certainly result in the elevation of this cycad‚??s Red List status as a large proportion of the population will be wiped out†(4). The activities of local communities pose an additional threat with seasonal fires and deliberate felling being particularly problematic (10).,<em>Encephalartos whitelockii </em>is partially protected by its listing on Appendix I of CITES which permits international trade in this species only under exceptional circumstances (3). In addition part of the <em>E. whitelockii</em> population occurs within the boundary of the Queen Elizabeth National Park although the integrity of some of Uganda‚?? protected areas is a moot point†(4). Owing to the increased pressure on <em>E. whitelockii</em> a local community-based conservation project is fortunately being implemented in the region. The project is aiming to raise community awareness on the conservation and importance of the species as well as to create a seed bank and nursery. The propagation of <em>E. whitelockii</em> in a nursery will provide plants for replanting in the wild to bolster the population†(10). With the population under as serious threat as it is projects like this may be critical to this species survival. , ,cites;protected; ,0,2.0,yes,0
12504110,6325,1579,6325,dark red meranti,Shorea,Dipterocarpaceae,Terrestrial,Brunei Darussalam; Malaysia (Sarawak); ,"
    It is particularly threatened by logging operations because it grows too slowly to reach reproductive maturity between cutting cycles.

    
  ",,,"
    Critically Endangered


    A1cd, C2a

    ",2,Shorea pachyphylla,yes,1579,Shorea contorta,white lauan ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 50 m (2)Trunk diameter: up to 182 cm (2),Numbers of white lauan have become depleted due to logging and <strong>slash-and-burn</strong> agriculture (2) (4).  The valuable timber of the white lauan is used for general construction and for furniture making (2).,The white lauan most likely occurs in a number of protected areas throughout the Philippines such as the Sierra Madre.  However despite this so-called protection illegal logging activities can continue to pose a threat (5). , ,protected; ,0,1.0,yes,0
11623845,4625,1468,4625,sagalla caecilian,Boulengerula,Herpelidae,Terrestrial,Kenya; ,"
    Very little natural forest remains on Sagalla Hill, but it is not clear whether or not these caecilians might sometimes benefit from low intensity agriculture. The top of Sagalla Hill is covered by eucalyptus and pine plantations, which is contributing to ground water depletion and substantial changes to the soil, and the species has not been found under these conditions (H. Meredith and P. Malonza pers. comm. May 2012).

    
  ","[""\n    Sagalla Forest is a government-managed community forest (P. Malonza pers. comm. May 2012). Currently the Kenyan Forest Service in conjunction with Taita Taveta Wildlife Forum are replacing eucalyptus in private farms with indigenous trees in the area (H. Meredith and P. Malonza pers. comm. May 2012); however, this is expected to take many years before benefits can be seen. More information is needed on this species' natural history and tolerance to threats.  "", <p><br/></p>, '\n']",Unknown,"
    Endangered


    B1ab(iii)

    ",1,Boulengerula niedeni,yes,1468,Boulengerula niedeni,sagalla caecilian ,Animalia,Chordata,Amphibia,Gymnophiona,Caeciliidae,Boulengerula ,Length: up to 30 cm (2)Body diameter: up to 0.6 cm (2) (3),Despite being relatively common in suitable habitats within its range†(1)†(4) the Sagalla caecilian is confined to a single location and its distribution has become severely restricted with an ongoing decline in the extent and quality of its habitat. Although it may be tolerant of small-scale farming it is found in much higher densities near streams away from farms and so the area of optimal habitat for the species may be small. In addition much of Sagalla Hill is now covered with eucalyptus plantations in which the dry compacted soil and lack of soil <strong>invertebrates</strong> presents an unsuitable habitat for caecilians†(1)†(2)†(4). The species is also absent from remaining natural forest at higher elevations which may either be above its natural range or have otherwise unsuitable conditions†(1)†(4).,Very little is currently known about this recently discovered species†(4) and it does not occur in any protected areas†(1)†(4). However a number of conservation initiatives are in place in the region including a study into amphibian diversity†(4). This caecilian is seen locally as an indicator of rich fertile soil†(2) and efforts have been underway to raise its profile amongst local communities including a competition to find a name for the species in the local dialect†(4) (11). The Zoological Society of London‚??s ‚??EDGE of Existence‚?? campaign is also working to establish a caecilian preserve and to restore habitat for the species†(2)†(4). ,loss; ,protected; ,1,1.0,yes,1
9645393,4923,1218,4923,"ginger tree frog, golden frog, golden mantella, madagascan golden frog, malagasy golden mantella, orange mantella, red mantella, yellow mantella",Mantella,Mantellidae,Terrestrial; Freshwater,Madagascar; ,"
    It is restricted to a fragment of forest surrounded by degraded land, and the remaining forest is under threat from subsistence agriculture, timber extraction, fires, and expanding human settlements. Recent surveys indicate that the habitat is being degraded in all the areas where the species occurs, and in 2001 a significant amount of the remaining suitable habitat at Torotorofotsy was affected by fire (although three years later the species was still common in the affected areas). However, the remaining habitat for the species is now severely fragmented. It is also possible that over-collecting for commercial and private purposes is a threat, but so far such harvesting has not had a visible effect on its populations.

    
  ","[""\n    Limits on exportation of animals have been imposed, and the trade has been  greatly reduced. Plans to implement a controlled, sustainable trade through a  trade quota should be encouraged, and would help ensure the survival of its  habitat, as well as probably being more effective than complete trade bans. This species is being maintained in captivity by about 35 zoos  and other institutions and is being bred in captivity by public institutions and  many private individuals.  It  does not occur in protected areas, but it is found near to the R√©serve Sp√©ciale  d'Analamazaotra. The species was recently recorded from a cluster of unprotected forest localities to the south of Moramanga. These forests are under severe pressure and should be considered as conservation priorities for protection (Andreone "", <span style=""font-style: italic;"">et al</span>, '. 2008).', <br/>, 'It is listed on CITES Appendix II.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    B2ab(iii,v)

    ",1,Mantella aurantiaca,yes,1218,Mantella aurantiaca,golden frog ,Animalia,Chordata,Amphibia,Anura,Mantellidae,Mantella ,Length: 20-26 mm (2),The golden frog†is very popular in the pet-trade and over-collection of individuals is still carried out at some areas. Although at present there are no signs of reduction of population size due to this take off it must be carefully monitored in the future to assure the survivorship of the species (5). Furthermore large-scale deforestation predation by introduced species and encroachment by humans are all posing threats to†the golden frog†(4).,All mantella frogs are listed on Appendix II of the Convention on International Trade in Endangered Species (CITES) which controls international trade in these species (2). The golden frog is bred in captivity in a number of zoos and other breeding facilities including the Detroit Zoological Institute‚??s National Amphibian Conservation Centre which breeds hundreds each year for use in breeding programmes in other institutions (6). The provision of captive-bred individuals to zoos reduces the stress on wild populations caused by collection. Captive breeding programmes may also provide a genetic reservoir of a species to safeguard it should the population undergo a drastic decline or even become extinct; they also provide sources of animals for reintroduction to the wild and allow research to be carried out (6). Although captive breeding is an important facet of any conservation programme protection of the remaining wild populations and the habitat on which they depend is of great importance (7). ,pet; ,cites;captive breeding; ,1,2.0,yes,1
9527964,6219,1203,6219,,Bulimulus,Orthalicidae,Terrestrial,Ecuador (Gal√°pagos); ,"
    Habitat destruction and alteration by human activities and introduced species.

    
  ",,Unknown,"
    Critically Endangered

      (Possibly Extinct)

    B1ab(iii)

    ",1,Bulimulus tanneri,yes,1203,Bulimulus reibischi,galapagos land snail ,Animalia,Mollusca,Gastropoda,Stylommatophora,Bulimulidae,Bulimulus ,Bulimulus (1),Since its colonisation in 1920 the human population on Santa Cruz has multiplied dramatically leading to the decline of suitable habitat for land snails as farming and road and house construction grew (1) (2). In addition habitat alteration and introduced species of plants and animals are also thought to have had a negative impact (1) (3).,There are currently no conservation measures targeting this species. , , ,0,0.0,yes,0
6269635,955,792,955,,Barbus,Cyprinidae,Freshwater,Guinea; Liberia; ,"
    There are indications of deterioration in habitat quality due to deforestation resulting in siltation.

    
  ",['\n    None known.\n\n    \n  '],Unknown,"
    Endangered


    B1ab(iii)+2ab(iii)

    ",2,Barbus aliciae,yes,792,Barbus serra,sawfin ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus ,up to 7 kg (3),Once widespread and abundant throughout the Olifants River system (2) recent surveys found that sawfin numbers are now dangerously low and it has disappeared entirely from parts of the main stem of the Olifants River (4).  This has been caused by introduced predatory fish primarily the smallmouth bass (<i>Micropterus dolomieu</i>) in addition to habitat degradation and fragmentation (2).  As the Olifants River region experiences hot dry summers water is extracted from the main river and its tributaries to irrigate the surrounding agricultural land.  Impoundments are also constructed to store water after the winter rainy season.  Furthermore river beds are bulldozed into wide channels to prevent the adjacent land from being flooded in the rainy season (2).  Such activities greatly alter the habitat of the sawfin and restrict its ability to move freely between different areas.,CapeNature a public institution responsible for biodiversity in the Western Cape (5) classifies the sawfin as endangered which makes it an offence to remove captured fish from rivers and dams.  CapeNature also undertakes regular surveys of the Olifants River system and has successfully cultured the sawfin since 1994.  Juveniles are then introduced to suitable natural habitats or stocked into farm dams to establish refuge populations.  Small parts of the sawfin‚??s range fall within protected areas including the Cedarberg Matjies River and Oorlogskloof Nature Reserves (2).  However to ensure the sawfin‚??s future it is vital to protect the habitat in the specific tributaries and the small section of the Olifants River mainstream where the sawfin remains abundant.  In addition efforts to prevent further introductions of alien predatory fish species are imperative (2). ,fragmentation; ,protected; ,1,1.0,yes,0
5677821,2766,717,2766,,Nepenthes,Nepenthaceae,Terrestrial,Madagascar; ,,['\n    Currently listed on CITES Appendix II.\n\n    \n  '],,"
    Endangered


    C2b

    ",1,Nepenthes masoalensis,yes,717,Nepenthes boschiana,pitcher plant ,Plantae,Tracheophyta,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes ,Height: up to 5m (2)Pitcher height: 20 cm (2),<i>Nepenthes</i> species are threatened by a combination of over-collection and habitat loss (2).  In Indonesia habitat destruction is a major problem as a result of illegal and commercial logging and large agricultural projects such as rubber and oil palm plantations (7).  <i>Nepenthes boschiana</i> is not found in any national park or protected area (8) and has a highly localised distribution making this species particularly susceptible to extinction through habitat destruction or catastrophic environmental events such as drought or fire. In addition montane species such as <i>Nepenthes boschiana</i> take longer to recover than lowland plants after such events as growth is slower (2).,Although listed under Appendix II of the Convention on International Trade in Endangered Species (CITES) which limits the international export of this species (3) trade is very difficult to regulate.  There is no requirement for internationally traded <i>Nepenthes</i> to be identified down to species level and plants simply labelled as <i>Nepenthes </i>accounted for 94 percent of all exported <i>Nepenthes </i>plants between 1988 and 1993.  This needs to be remedied and urgent attention is required to close other trade loopholes (2).  <i>Nepenthes</i> species including <i>Nepenthes boschiana</i> are being increasingly cultivated helping to reduce the impact on wild populations.  Conservation efforts can be made more effective not only by the implementation and enforcement of protective laws but also by the encouragement of artificial propagation and establishment of habitat reserves (8). ,loss;environmental;environment; ,cites; ,3,1.0,yes,0
3407725,4275,430,4275,"bernhards mantella, black mantella, tolongoina golden frog",Mantella,Mantellidae,Terrestrial; Freshwater,Madagascar; ,"
    The area where the species occurs is being degraded rapidly due to subsistence agriculture, timber extraction, charcoaling, livestock grazing, fires, and expanding human settlements. It is also possible that over collecting for commercial and private purposes is a threat.

    
  ","['\n    It is found in the Manombo Special Reserve and Parc National de Ranomafana. There is a need for trade in this species to be carefully regulated including the maintaining limited exportation quotas. Attention should be given to conservation of the two distinct population conservation units of this species (Andreone ', <span style=""font-style: italic;"">et al</span>, '. 2006). It is listed on CITES Appendix II.\n\n    \n  ']",Decreasing,"
    Endangered


    B2ab(iii,v)

    ",1,Mantella bernhardi,yes,430,Mantella viridis,green mantella ,Animalia,Chordata,Amphibia,Anura,Mantellidae,Mantella ,Male length: 22 ‚?? 25 mm (2)Female length: 25 ‚?? 30 mm (2),Having suffered over-collection for the pet trade in the past populations of green mantellas are now most threatened by habitat degradation. The green mantella is still locally abundant but it exists in a very small range and so is at risk of extinction if its habitat is not protected from the fires selective logging firewood collection and livestock grazing that currently threaten it. Too much forest loss will have cumulative effects as the streams could dry out (1).,Trade regulations have successfully reduced collection of this species but trade must continue to be carefully controlled to ensure its survival. It does not occur in any protected areas but it is sometimes bred in captivity (1). ,loss;pet; ,protected; ,2,1.0,yes,0
1377536,326,174,326,,Mammillaria,Cactaceae,Terrestrial,Mexico (Oaxaca); ,"
    The major threat to this species is cattle ranching which affects the  habitat and the cattle trample on the plants. This species is not tolerant to habitat modification.

    
  ","['\n    It occurs within the Tehuac√°n-Cuicatl√°n Biosphere Reserve (M√©ndez-Larios ', <span style=""font-style: italic;"">et al</span>, '. 2006).\n\n    \n  ']",Decreasing,"
    Endangered


    B1ab(iii,iv,v)

    ",1,Mammillaria supertexta,yes,174,Mammillaria pectinifera,cactus ,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae(1),Mammillaria ,Stem diameter: 3 cm (2)Flower length: 2.5 cm (2),Collectors have prized this distinctive and unusual cactus over the years and well-known sites have suffered from extensive exploitation (2). Only two populations of <em>Mammillaria pectinifera</em> are currently known to persist in the wild and their position is increasingly precarious due to the small isolated number of individuals and ongoing habitat disturbance. Quarrying and the dumping of rubbish are worrying threats in the area that contains the greatest number of individual plants (2).,International trade in plants and seeds of wild origin is banned by the listing of <i>Mammillaria pectinifera</i> on Appendix I of the Convention on International Trade in Endangered Species (CITES) (3). In addition the demand for this species is being increasingly met by seed-raised plants thus reducing the pressure on wild populations (2). Further field studies are needed in the area in the hope of uncovering additional wild populations; constant monitoring of known sites is also required in order to raise the alarm for a rescue mission should this become necessary (2). , ,cites; ,0,1.0,yes,0
11340713,6433,1432,6433,,Rondeletia,Rubiaceae,,Jamaica; ,"
    There is evidence of selective logging and some hurricane damage.

    
  ",,,"
    Critically Endangered


    C2a

    ",1,Rondeletia cincta,yes,1432,Rondeletia buxifolia,pribby ,Plantae,Tracheophyta,Equisetopsida,Gentianales,Rubiaceae,Rondeletia ,,Between 1995 and 1997 an active volcano erupted on Montserrat resulting in widespread devastation of the island‚??s natural landscape. Hot ash gases and rocks destroyed trees blocked rivers and caused flash floods destroying much vegetation (4) (5). Prior to this event the pribby was known only from herbarium specimens collected in 1979. However surveys on Montserrat in 2006 rediscovered the pribby but found it to be rare with a total distribution of just 17 square kilometres. Furthermore most of its populations were found to be situated outside of the island‚??s one protected forest area (2) (3).†,With over 800 native plant species Montserrat is one of the richest of all the UK Overseas Territories in terms of its plant diversity. The UK Overseas Territories team at the Royal Botanic Gardens Kew has been involved in conservation projects in Montserrat since 1998. Once such project entitled 'Enabling the people of Montserrat to conserve the Centre Hills' collected specimens and habitat information and assessed the plant diversity of an area relatively undamaged by volcanic eruptions. An additional project focused more closely on the islands two <strong>endemic</strong> species; the pribby and the Montserrat orchid (<em>Epidendrum montserratense</em>) (4) (5). After this survey rediscovered several populations of the pribby the Botanic Garden in Montserrat planted a demonstration hedge of this species to assess its potential as a native hedging plant for use instead of introduced species. In addition it has recently flowered in Kew's nursery glasshouses which is the first time its flowers have been seen outside Montserrat (2). ,loss;invasive; , ,2,0.0,yes,0
3700814,4509,467,4509,,Arabineura,Platycnemididae,Terrestrial; Freshwater,Oman; United Arab Emirates; ,"
    Water abstraction for agriculture, drainage, pollution and dams are the main threats to this species at present¬†and in the future.

    
  ","['\n    Monitoring and protection of water quality and population trends, together with research and raising\xa0awareness\xa0are needed for this species.\n\n    \n  ']",Unknown,"
    Endangered


    B2ab(iii,iv)

    ",2,Arabineura khalidi,yes,467,Arabineura khalidi,hajar wadi damsel ,Animalia,Arthropoda,Insecta,Odonata,Protoneuridae,Arabineura ,Arabineura (1),Although little is known about the Hajar Wadi damsel it is likely to be threatened by the degradation and loss of its breeding habitat through pollution over-irrigation and drainage (1) (4). These problems are likely to worsen as the human population in the region expands (1). Drying out of its habitat is also a serious threat and is expected to increase in the future as a result of global climate change (1).,The conservation of the Hajar Wadi damsel will require ongoing management of good quality running waters (1) as well as measures to combat water pollution and the protection of suitable habitats (4). Research priorities for the damselflies and dragonflies of this region include further <strong>taxonomic</strong> assessments a complete identification key for all species and regular monitoring of the status and habitat use of <strong>endemic</strong> limited range species such as the Hajar Wadi damsel (4). ,loss;pollution; , ,2,0.0,yes,1
