_id,ltable_id,rtable_id,ltable_name,ltable_genus,ltable_family,ltable_ecology,ltable_countries,ltable_threat_paragraph,ltable_conservation_paragraph,ltable_pop_trend,ltable_status,ltable_country_count,ltable_scientific_name,rtable_scientific_name,rtable_name,rtable_kingdom,rtable_phylum,rtable_class,rtable_order,rtable_family,rtable_genus,rtable_size,rtable_threats,rtable_conservation,rtable_threat_keywords,rtable_conservation_keywords,rtable_status,rtable_countries,rtable_country_count,rtable_tCount,_id.1,ltable_id.1,rtable_id.1,name_name_jac_qgm_3_qgm_3,name_name_jac_dlm_dc0_dlm_dc0,countries_countries_jac_qgm_3_qgm_3,countries_countries_cos_dlm_dc0_dlm_dc0,countries_countries_jac_dlm_dc0_dlm_dc0,countries_countries_mel,countries_countries_lev_dist,countries_countries_lev_sim,countries_countries_nmw,countries_countries_sw,country_count_country_count_exm,country_count_country_count_anm,country_count_country_count_lev_dist,country_count_country_count_lev_sim,status_match,country_overlap,country_count_sim,label
6464124,5484,816,cappadocian gudgeon,Gobio,Cyprinidae,Freshwater,Turkey (Turkey-in-Asia); ,"
    Within the catchment, water is abstracted and climate change is leading to less rainfall and stronger droughts. A small dam at the lower part of the river retains water resulting in the downstream sector falling dry in late summer.

    
  ","['\n    The area is partly situated in a protected area, but biodiversity is not the focus of the protection. It is strongly\xa0recommended\xa0to implement a freshwater biodiversity-focused\xa0management plan of the catchment and the protected site.\n\n    \n  ']",Decreasing,Critically Endangered,1,Gobio gymnostethus,Gobio skadarensis,skadar gudgeon ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Gobio ,Length: up to 9 cm (2),The Skadar gudgeon occupies only a relatively small area where it is under threat from water abstraction and drought which may potentially be exacerbated by climate change (1). Fortunately the Zeta stream is fed by a limestone water basin which means that it is unlikely to completely dry out (1).,Skadar Lake is a designated Ramsar site or Wetland of International Importance (6). However there are no specific conservation measures currently known to be in place for the Skadar gudgeon (1). As it is so poorly known this small fish may benefit from further research into its biology ecology and conservation status. , , ,Critically Endangered,['Brazil'],1,0,6464124,5484,816,0.1875,0.3333333333333333,0.0,0.0,0.0,0.4266666666666667,23,0.07999999999999996,-13.0,1.0,1,1.0,0.0,1.0,1,0.0,1,0
4414905,6250,557,red balau,Shorea,Dipterocarpaceae,Terrestrial,Brunei Darussalam; Malaysia (Sarawak); ,"
    Threatened by logging for its valuable construction timber, semayur. It is unlikely to survive logging because trees are slow-growing and do not reach reproductive maturity within a logging cycle.

    
  ",,,Critically Endangered,2,Shorea inaequilateralis,Shorea leprosula,light red meranti ,Plantae,Tracheophyta,Magnoliopsida,Theales,Dipterocarpaceae,Shorea ,Height: up to 60 m (2),Light red meranti has been heavily exploited for its valuable timber leaving populations of this threatened tree drastically reduced (1).,The light red meranti is known to occur in some forest reserves (1). , , ,Endangered,['India'],1,0,4414905,6250,557,0.06896551724137931,0.25,0.0,0.0,0.0,0.47008547008547,36,0.07692307692307687,-27.0,2.0,0,0.5,1.0,0.0,0,0.0,1,0
2037017,2862,257,,Cycas,Cycadaceae,Terrestrial,India (Andhra Pradesh); ,"
    This species is threatened by frequent grassfires that effectively block reproduction. The male cones are used in ayurvedic medicine, although the impact on populations is not known. The stems are also harvested for the extraction of the pith, which is used as treatment in the case of debility.  Land clearing may also have a negative effect on populations.

    
  ","['\n    This species is listed on Appendix I of CITES. ', <em>C. beddomei</em>, ' occurs in the Sri Venkateswara National Park.\n\n    \n  ']",Decreasing,Endangered,1,Cycas beddomei,Cycas circinalis,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Cycadaceae,Cycas ,Trunk height: to 7 m (2)Trunk diameter: 12 Ã¢?? 27 cm (2),While in many areas <i>Cycas circinalis</i> remains abundant in others its habitat has been severely reduced and degraded (2). In addition this cycad is used in numerous ways by the local human population and some of this exploitation is having a negative impact on cycad numbers. <i>Cycas circinalis</i> is heavily harvested for its leaves with young leaves being used as food and medicine by indigenous and local communities and the mature leaves being sold in the floriculture industry (7). The biggest impact on <i>C. circinalis </i>populations however comes from the harvest of pith and male cone for the medicinal plant industry. While much of this harvest is illegal it is very difficult to patrol (7). It is not only the cycad itself that this harvesting may threaten; the harvesting of its seeds for human consumption appears to have little negative impact on <i>Cycas circinalis</i> populations but very heavy seed harvest could have an impact on the bats which reportedly feed on the seeds (7).,Significant populations of <i>Cycas circinalis</i> still exist in a number of national parks and forest reserves (2) which offers this species some protection. To reduce harvesting pressure on populations it has been suggested that people need to be encouraged to use substitutes. For example the floriculture industry could use leaves from cultivated palms that are faster growing. A substitute for the pith and male cone for the medicinal plant industry is not likely and thus in these cases populations need to be increased through cultivation (7). , , ,Endangered,['South Africa'],1,0,2037017,2862,257,,,0.0,0.0,0.0,0.375,22,0.08333333333333337,-6.0,2.0,1,1.0,0.0,1.0,1,0.0,1,0
1345786,236,170,,Melocactus,Cactaceae,Terrestrial,"Colombia; Venezuela, Bolivarian Republic of; ","
    There are no obvious threats for this species but the proximity to urban areas may affect it through the collection of specimens and degradation of its habitat by the disposal of garbage. Given the very restricted distribution of the species, this might be a concern in the future. The conversion of land to agriculture or for cattle raising might also be a threat for this species (Fernandez-Alonso and Xhonneux 2002).

    
  ","['\n    This species does not occur in any protected areas. Research is needed to understand the lack of recruitment in this species (chlorosis related to climate change, inbreeding depression).\n\n    \n  ']",Decreasing,Endangered,2,Melocactus andinus,Melocactus glaucescens,cactus ,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Melocactus ,Stem height: 13 - 18 cm (2)Stem diameter: 12.5 - 24 cm (2),This cactus is particularly attractive and has been highly prized by collectors over the years; it has suffered greatly from over-exploitation (1). Two of the sites where it occurs are close to a main road and are therefore easily accessible by collectors (3). <strong>Hybridisation</strong> (cross-breeding) with other <i>Melocactus</i> species also threatens the survival of this cactus in its pure form and there is evidence of widespread hybridisation at two out of the four known sites for <i>Melocactus glaucescens</i> (2). An additional threat to the species is fire which is commonly used by farmers in the area to induce re-growth of pasture for livestock grazing (2).,<i>Melocactus glaucescens</i> has been placed on Appendix I of the Convention on International Trade in Endangered Species (CITES) since 1992 effectively banning International Trade in wild plants of this cactus (3). The species has recently been given further protection by the formation of the Parque Estadual do Morro do ChapÃÂ©u; a new protected area which encompasses most of one of the known populations (2). It is also hoped that additional fieldwork will uncover further populations of this beautiful cactus; one of the known sites was discovered as recently as 2002 (2). , ,cites;protected; ,Endangered,['Cuba'],1,0,1345786,236,170,,,0.0,0.0,0.0,0.4046296296296297,43,0.0444444444444444,-35.0,2.0,0,0.5,1.0,0.0,1,0.0,1,0
5253127,5482,663,diyarbakir spined loach,Cobitis,Cobitidae,Freshwater,Turkey (Turkey-in-Asia); ,"
    The only known population is extirpated due to the construction of a dam. The upper Tigris might be soon the victim of a large dam project which poses a threat to populations potentially present in the area, and many smaller dam projects are planned or are already present. Pollution is also a serious problem in the upper Tigris and pollution might be the reason, why this species cannot be found any more.

    
  ","['\n    While extirpated at the type locality, the potential discovery of one individual at an undocumented place in upper Tigris makes it clear that the species may still exist somewhere. More fieldwork is recommended to rediscover this species.\n\n    \n  ']",Unknown,Critically Endangered,1,Cobitis kellei,Cobitis calderoni,northern iberian spinedloach ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis ,Length: up to 8.2 cm (2),The Northern Iberian spined-loach has declined in abundance and range in recent decades and has now disappeared from parts of the Duero and Ebro rivers with remaining populations also becoming more fragmented. The main threats to the species include gravel and water extraction water pollution dam construction the destruction of <strong>spawning</strong> areas and the introduction of exotic fish such as pike (<em>Esox lucius</em>) which may act as predators competitors or vectors of disease (1) (2) (3) (6) (7).,The Northern Iberian spined-loach is listed as Vulnerable in the Spanish Red Book (3) and as Endangered in the Portuguese Red Book (7). It is also listed on Annex III of the Convention on the Conservation of European Wildlife and Natural Habitats (Bern Convention) (11). ,disease;pet;pollution; , ,Endangered,['Ethiopia'],1,3,5253127,5482,663,0.16666666666666666,0.0,0.0,0.0,0.0,0.3744444444444444,22,0.12,-10.0,2.0,1,1.0,0.0,1.0,0,0.0,1,0
8120449,7574,1025,taylors salamander,Ambystoma,Ambystomatidae,Freshwater,Mexico (Puebla); ,"
    The most serious threat is water extraction and diversion. In 2004 this was recorded as having caused the water level to decrease over the previous two decades, leading to the lake becoming more saline. This is an ongoing problem for Laguna Alchichica with extracted water being used to irrigate agricultural land and provide drinking water to the expanding human population (P.A. Caballero pers. comm. August 2015); and continued transformation and pollution of the lake will result in the disappearance of this species. Attempts to introduce fish in the lake have failed because it is too saline.

    
  ","['\n', <strong><em>Conservation Actions</em></strong>, <br/>, 'It does not occur in any protected area, and the protection of the\xa0Laguna\xa0Alchichica is an urgent priority. This species is protected under the category Pr (Special protection) by the Government of Mexico.', <br/>, <em><strong><br/>Conservation Needed</strong></em>, <br/>, 'In addition, consideration should be given to establishing a captive-breeding programme.', <br/>, <strong><br/></strong>, <em><strong>Research Needed</strong></em>, <br/>, 'Population monitoring is necessary to monitor the impact of known, ongoing threats.\n\n    \n  ']",Unknown,Critically Endangered,1,Ambystoma taylori,Ambystoma mexicanum,axolotl ,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma ,Length: up to 30 cm (2)Weight of male: 125 Ã¢?? 130 g (3)Weight of female: 170 Ã¢?? 180 g (3),Whilst there are large numbers of axolotls in captivity around the world particularly in biomedical and physiological research laboratories numbers of wild axolotls are very low. Previously capture of this species for the international pet and research trade contributed to population declines but the axolotl now breeds well in captivity alleviating this threat. It was also captured for consumption by local people although numbers are now too low for this. The most significant threat to the axolotl is the increasing pollution of the lakes and canal system as Mexico City continues to grow (1). Land drainage flood control and sewage disposal methods from the 17th century to the present have all contributed to the destruction of the water system of Mexico City (3).,Recent stabilisation of axolotl numbers may be attributable to the restoration of the Parco Ecologico Xochimilco over the last 20 years. This protected area requires continued restoration to support the axolotl population which it is hoped may begin to increase with the introduction of captive-bred axolotls. The axolotl is protected under category Pr (special protection) by the government of Mexico (1). ,pet;pollution; ,protected; ,Critically Endangered,['South Africa'],1,2,8120449,7574,1025,0.0,0.0,0.0,0.0,0.0,0.411764705882353,16,0.058823529411764726,0.0,2.0,1,1.0,0.0,1.0,1,0.0,1,0
8962631,2851,1132,,Encephalartos,Zamiaceae,Terrestrial,"Tanzania, United Republic of; ","
    This species is affected by too frequent fires, which may affect regeneration. Changes in habitat management may also threaten the security of this species. Removal by collectors is also an issue.

    
  ",['\n    This species is listed on Appendix I of the CITES Appendices. This species possibly occurs in the Ugalla River Game Reserve.\n\n    \n  '],Decreasing,Endangered,1,Encephalartos delucanus,Encephalartos inopinus,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos ,Height: up to 3 m (2),Over the past few decades many South African cycads have become increasingly scarce in the wild with many species now facing the very real threat of extinction. Various factors account for their decline but the main threats include illegal harvesting for horticulture food and medicine habitat loss and the spread of alien vegetation (10). Owing to its distinctive appearance <i>E. inopinus</i> has suffered greatly from the activities of collectors with the remaining plants now scattered sparsely over its restricted range (2) (6).,There are not known to be any specific conservation measures in place for this Critically Endangered species but like all South African cycads <i>E. inopinus</i> is partially protected by its listing on Appendix I of CITES which permits trade only under exceptional circumstances (3). ,loss; ,cites;protected; ,Critically Endangered,"['Australia', 'South Africa', 'Brazil']",3,1,8962631,2851,1132,,,0.0,0.0,0.0,0.4726495726495726,32,0.17948717948717952,-2.0,6.0,0,0.33333333333333337,1.0,0.0,0,0.0,0,0
3047256,7896,384,"golden bamboo lemur, golden lemur",Hapalemur,Lemuridae,Terrestrial,Madagascar; ,"
    The major threat is habitat loss due to slash-and-burn agriculture and harvesting for bamboo for building houses, carrying water, making baskets and other local uses. Hunting is also a threat in some parts of the range.

    
  ","['\n    This species is listed on Appendix I of CITES. ', <span lang=""EN-CA"">This species has a notably small and patchy distribution and typically occurs at low population densities.<span lang=""EN-CA""> It is known to occur in two national parks (Andringitra and Ranomafana). The Ranomafana / Andringitra forest corridor has been proposed as a conservation unit in conjunction with efforts to propagate and re-establish stands of bamboo varieties that serve as food for this species. In 2005 the total world population was estimated at probably less than 2,500. As of 2010, this species was not being kept in captivity (ISIS 2009; E.E. Louis Jr. pers. comm.).<br/><br/><br/><br/> <p><span lang=""EN-CA""><strong></strong><br/> </span></p></span>
</span>]",Decreasing,Critically Endangered,1,Hapalemur aureus,Hapalemur aureus,golden bamboo lemur ,Animalia,Chordata,Mammalia,Primates,Lemuridae,Hapalemur ,1 - 1.5 kg (2),Mainly threatened by habitat loss through slash-and-burn agriculture (6) althoughÂ the golden bamboo lemurÂ may also be under threat from hunting for food and for the pet trade (5). Recent estimates believe that there are under 400 individuals remaining in the wild (4).,In 1991 three areas of land around the village of Ranomafana were designated as Ranomafana National Park. Furthermore the area in Andringitra that supports this species is a strict nature reserve and made the transition to a National Park in October 1999 (7). TheÂ golden bamboo lemurÂ within these areas are therefore afforded a degree of protection (5) but slash-and-burn agriculture is encroaching at the park boundaries (6). Although Malagasay law forbids the hunting killing and capturing of all lemurs (4) problems may still arise as the law is difficult to enforce (5). At present there is a very small captive population in Madagascar but there is no co-ordinated breeding programme (5). ,loss;hunting;pet; , ,Endangered,"['Australia', 'United States']",2,3,3047256,7896,384,0.6551724137931034,0.75,0.0,0.0,0.0,0.3944444444444444,27,0.09999999999999998,-15.0,3.0,0,0.5,1.0,0.0,0,0.0,1,1
4041180,4530,510,levantine nase,Chondrostoma,Cyprinidae,Freshwater,Syrian Arab Republic; Turkey; ,"
    The species seems to have been extirpated in almost all of its range due to water extraction and pollution. TahtakÃÂ¶prÃÂ¼ dam lake suffers from pollution, water abstraction and climate change induced rainfall reduction. Golbasi lake is also threatened by water abstraction. Potential stocking of alien predators or competitors might fast lead to the extinction of the species. Alien invasive species are stocked uncontrolled into many reservoirs in Turkey.

    
  ","['\n    None known to be in place. Water management of\xa0', <span class=""Absatz-Standardschriftart1"">TahtakÃÂ¶prÃÂ¼ dam and its inflowing streams should be revisited to ensure the conservation of this species, especially when it comes to alien species introduction, which should be absolutely prohibited in the dam lake and its catchment.

    
  </span>]",Decreasing,Endangered,2,Chondrostoma kinzelbachi,Chondrostoma soetta,italian nase ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chondrostoma ,up to 1 kg (3),Pollution and the extraction of river waters mainly due to agricultural activities are posing a serious threat to the survival of this fish as is the introduction of some non-<strong>endemic</strong> species including the wels catfish (<em>Silurus glanis</em><em>)</em> the common nase (<em>Chondrostoma nasus</em><em>) </em>and the common roach (<em>Rutilus rutilus</em>) (1). These species are generally introduced for sport-fishing a popular activity with Italian people (3).,The Italian nase is protected in Europe under Appendix III of the Convention on the Conservation of European Wildlife and Natural Habitats (also known as the Bern Convention) (5). Restoration projects are being discussed in Italy which would recreate suitable zones in rivers and lakes in which freshwater fishes could live. Â Creating Ã¢??safe passagesÃ¢?? so that the Italian nase can migrate easily between lakes and spawning sites avoiding any dams or other barriers would be a solution to the problem of population fragmentation (6). ,fishing;pollution; ,protected; ,Endangered,"['Guinea', 'Ivory Coast', 'Liberia', 'Sierra Leone']",4,2,4041180,4530,510,0.10714285714285714,0.3333333333333333,0.0125,0.0,0.0,0.4939416792357969,42,0.1923076923076923,-12.0,3.0,0,0.5,1.0,0.0,1,0.0,0,0
2725944,3184,344,,Bulimulus,Orthalicidae,Terrestrial,Ecuador (GalÃÂ¡pagos); ,"
    The range of suitable habitat for land snails on San CristÃÂ³bal and Floreana Islands has declined because of human activities (farming, road and house construction, etc.) and because of destruction or alteration by introduced species.

    
  ",,Unknown,Endangered,1,Bulimulus rugulosus,Bulimulus nux,galapagos land snail ,Animalia,Mollusca,Gastropoda,Stylommatophora,Bulimulidae,Bulimulus ,,Since their colonisation the Galapagos Islands have experienced a dramatic decline of suitable habitat for land snails as farming road and house construction and eventually tourism grew (1) (2) (3). Both San CristÃÂ³bal and Floreana have been badly affected and each now has more than five bulimulid species categorized as Critically Endangered or Endangered on the IUCN Red List as well as several previously recorded species that are now extinct (3). Grazing livestock (goats pigs) and invasive alien plants have also altered the snailÃ¢??s habitat (3) and occasionally the islands have suffered from uncontrolled fires destroying habitat and snails alike (2). Additionally introduced predators such as black rats (<i>Rattus rattus</i>) and little fire ants (<i>Wasmania auropunctata</i>) have had a direct impact on land snail populations by feeding on them and destroying their eggs (2). Established populations of the invasive little fire ant are known to exist on San CristÃÂ³bal and Floreana (1).,There are currently no conservation measures targeting this species. ,invasive; , ,Endangered,['Madagascar'],1,1,2725944,3184,344,,,0.0,0.0,0.0,0.4991883116883116,18,0.1818181818181817,-4.0,3.0,1,1.0,0.0,1.0,1,0.0,1,0
8887886,7256,1122,,Ilex,Aquifoliaceae,,China (Guangxi); ,,,,Critically Endangered,1,Ilex reticulata,Ilex cookii,cooks holly ,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Ilex ,Max height: 2-3 m (2),Having last been reviewed on the IUCN Red List in 1998 the conservation status of CookÃ¢??s holly is in urgent need of updating (1). The construction of communication towers on Cerro de Punta is thought to have destroyed a large part of the original population with further development and construction activities being cited as the main threat to the remaining plants (1) (3). The highly restricted range of CookÃ¢??s holly also makes it extremely vulnerable to natural disturbances such as landslides and hurricanes (2).,CookÃ¢??s holly was listed on the US Endangered Species Act in 1987 and a Recovery Plan was drawn up by the US Fish and Wildlife Service in 1991 (1) (2). Several necessary actions were outlined in the plan including: the protection and monitoring of existing populations; the undertaking of research into the speciesÃ¢?? life history and reproductive biology; and the propagation of seedlings for the enhancement of existing populations and the establishment of new ones (2). However since none of these measures appear to have been implemented thus far (5) an up-to-date evaluation of the condition of the remaining plants seems to be seriously overdue. , ,endangered species act; ,Critically Endangered,['Kenya'],1,0,8887886,7256,1122,,,0.0,0.0,0.0,0.4466230936819173,16,0.058823529411764726,-7.0,1.0,1,1.0,0.0,1.0,1,0.0,1,0
7402925,2400,935,,Millettia,Leguminosae,Terrestrial,Madagascar; ,"
    The area is under threat from development, exploitation and mining, and the remaining forest is already highly fragmented.

    
  ",,,Endangered,1,Millettia taolanaroensis,Millettia laurentii,wenge ,Plantae,Tracheophyta,Magnoliopsida,Fabales,Leguminosae,Millettia ,Height: 15 Ã¢?? 18 m (2),The major threat to <i>Millettia laurentii</i> is its overexploitation for its wood which is occurring throughout much of its range (1). There is currently very little regulation to prevent the expansion of the logging industry throughout the Congo Basin hence endangered trees such as <i>Millettia laurentii</i> are greatly at risk (1) (5).,Although the deforestation of the Congo Basin is extensive and ongoing numerous conservation organisations are working to preserve the regionÃ¢??s forests (5) (6) (7). Hopefully their efforts should help to ensure the survival of this endangered tree. , , ,Critically Endangered,['Peru'],1,0,7402925,2400,935,,,0.0,0.0,0.0,0.4027777777777777,12,0.0,-4.0,1.0,1,1.0,0.0,1.0,0,0.0,1,0
8569919,5889,1082,,Rapanea,Myrsinaceae,,Seychelles; ,,['\n    Subpopulations are recorded within Morne Seychellois and Praslin National Parks and in forest areas protected by the Nature Protection Trust of Seychelles.\n\n    \n  '],,Critically Endangered,1,Rapanea seychellarum,Rapanea seychellarum,bwa klate ,Plantae,Tracheophyta,Magnoliopsida,Primulales,Myrsinaceae,Rapanea ,Height: up to 5 m (2),In 1998 the entire population of bwa klate was estimated to consist of less than 50 individuals (1).  While this plant is not currently known to be facing any negative impacts the tiny population makes it incredibly vulnerable to any threats that may arise and thus it has been classified as Critically Endangered by the IUCN (1).,The bwa klate occurs within the Morne Seychellois National Park and Praslin National Park as well as areas of forest protected by the Nature Protection Trust of Seychelles (NPTS) (1).  NPTS is also undertaking monitoring of this highly threatened species (5). , ,protected; ,Critically Endangered,"['Guinea', 'Gabon']",2,0,8569919,5889,1082,,,0.0,0.0,0.0,0.4239766081871345,18,0.05263157894736848,-6.0,1.0,0,0.5,1.0,0.0,1,0.0,1,1
9141010,7100,1154,,Trachycystis,Charopidae,Terrestrial,South Africa (KwaZulu-Natal); ,"
    Nkandla Forest is a formally conserved area under the control of KZN Wildlife. As such the habitat is afforded a degree of protection, but it is in a remote, very rural area and subject to utilisation by local people and their livestock.

    
  ","['\n    Although the forest is a formally conserved area, it is situated in a remote region and is an important resource for the local population. Shortage of conservation funds and lack of political will mean that its protected status is nominal, and thus a decline in the quality and extent of the habitat is probable.\n\n    \n  ']",Unknown,Critically Endangered,1,Trachycystis placenta,Trachycystis clifdeni,dlinza pinwheel ,Animalia,Mollusca,Gastropoda,Stylommatophora,Charopidae,Trachycystis ,Diameter: up to 9.7 mm (2),The Dlinza Forest is officially protected and is under the control of Ezemvelo KwaZulu-Natal Wildlife (1) (3). However the forestÃ¢??s location within an urban environment does give some cause for concern. FurthermoreÂ the Dlinza pinwheels'Â very limited distribution means that it is highly vulnerable to the damaging effects of extreme <strong>stochastic</strong> weather conditions and climate change (1).,The fact that Dlinza Forest is an officially protected area supported by an enthusiastic local community does confer a degree of protection to the Critically Endangered Dlinza pinwheel. Nevertheless the small and exposed nature of its home means that this rare and fascinating snail remains somewhat helpless to the changing world around it (1). More research into the ecology and behaviour of this small but captivating species may help unearth valuable information to help guide appropriate conservation action and bring the diminutive Ã¢??pinwheelÃ¢?? back from the brink of extinction. ,environment; ,protected; ,Critically Endangered,['United Kingdom'],1,1,9141010,7100,1154,,,0.0,0.0,0.0,0.3814814814814815,28,0.06666666666666665,-10.0,2.0,1,1.0,0.0,1.0,1,0.0,1,0
2052863,2878,259,,Dioon,Zamiaceae,Terrestrial,"Mexico (Sinaloa, Sonora); ","
    Plants have been collected for the production of an alcoholic beverage. A subpopulation has also been wiped out due to poaching. Climate change also seems to be affecting these plants. Large specimens have been found with dead stems due to water stress, but they are budding again at the base.

    
  ",['\n    This species is listed on Appendix II of the CITES Appendices.\n\n    \n  '],Decreasing,Endangered,1,Dioon sonorense,Dioon caputoi,cycad ,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Dioon ,Height: 1 m or more (2)Trunk diameter: 20 - 25 cm (2),Deforestation for logging and agriculture has occurred throughout the new world and this has had a dramatic effect on many cycad species especially those that grow in the understorey of forests. Although collecting of plants from the wild in the new world has been less severeÂ than in parts of Africa several Mexican species including <em>D. caputoi</em> have been decimated by collectorsÂ (4). During the 1980s in particular local people report that large numbers of <em>D. caputoi</em> were extracted illegally. None of the four remaining populations of <em>D. caputoi</em> number more than 120 individuals and all are mostly comprised of adult plants due to poor natural recruitment of seedlingsÂ (5).,<em>Dioon caputoi </em>receives some protection from international trade under its listing on Appendix II of the Convention on International Trade in Endangered Species (CITES) (3). Nonetheless a range of additional conservation measures are still urgently needed for this Critically Endangered species. This includes: efforts to halt the illegal extraction of plants and further deforestation within the remaining populations; the monitoring of population dynamics as part of a long-term management plan; and the reintroduction of artificially propagated plantsÂ (5). , ,cites; ,Endangered,[],0,0,2052863,2878,259,,,0.0,0.0,0.0,0.0,26,0.0,-24.0,0.0,0,0.0,1.0,0.0,1,0.0,1,0
