,id,scientific_name,name,kingdom,phylum,class,order,family,genus,size,threats,conservation,threat_keywords,conservation_keywords,tCount,cCount
1146,1146,Phelsuma antanosy,day gecko ,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma ,Snout-vent length: 3.3 - 4.8 cm (2),Occupying an area thought to be no more than nine square kilometres the day gecko is threatened by further loss of its habitat. This extremely rare gecko has a highly fragmented distribution making it vulnerable to any detrimental activities within what little habitat remains (1). One small population is likely to be lost within the next 25 years as mining activity is planned in part of Sainte Luce while many other populations are under continual threat from local communities exploiting the forest‚??s resources (1). Indeed the day gecko is suspected to have become extinct in Petriky Forest due to tree felling for timber fuel and conversion to agricultural land (2). This highly specialised species is also threatened by the selective removal of <em>Pandus</em> trees (1).†,The Ambatotsirongorongo Forest which supports a large proportion of the remaining day gecko population is encompassed by a newly created protected area. Five forest fragments at Sainte Luce in which the day gecko is also found are also managed within a community resource use agreement which aims to protect the local people‚??s livelihoods whilst conserving biodiversity (1). However the successful management of these areas will very much depend on the support of the local people and the abandonment of destructive activities such as slash-and-burn agriculture and hunting (7). Fortunately for the day gecko <em>Phelsuma </em>†species breed well in captivity and the initiation of a captive-breeding programme for this gecko may well safeguard it from extinction (2).† ,loss;pet; ,protected; ,2,1.0
1147,1147,Phelsuma antanosy,day gecko ,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma ,Snout-vent length: 3.3 - 4.8 cm (2),Occupying an area thought to be no more than nine square kilometres the day gecko is threatened by further loss of its habitat. This extremely rare gecko has a highly fragmented distribution making it vulnerable to any detrimental activities within what little habitat remains (1). One small population is likely to be lost within the next 25 years as mining activity is planned in part of Sainte Luce while many other populations are under continual threat from local communities exploiting the forest‚??s resources (1). Indeed the day gecko is suspected to have become extinct in Petriky Forest due to tree felling for timber fuel and conversion to agricultural land (2). This highly specialised species is also threatened by the selective removal of <em>Pandus</em> trees (1).†,The Ambatotsirongorongo Forest which supports a large proportion of the remaining day gecko population is encompassed by a newly created protected area. Five forest fragments at Sainte Luce in which the day gecko is also found are also managed within a community resource use agreement which aims to protect the local people‚??s livelihoods whilst conserving biodiversity (1). However the successful management of these areas will very much depend on the support of the local people and the abandonment of destructive activities such as slash-and-burn agriculture and hunting (7). Fortunately for the day gecko <em>Phelsuma </em>†species breed well in captivity and the initiation of a captive-breeding programme for this gecko may well safeguard it from extinction (2).† ,loss;pet; ,protected; ,2,1.0
1148,1148,Trachypithecus delacouri,delacours langur ,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus ,Male head-to-body length: 57 ‚?? 62 cm (2)Female head-to-body length: 57 ‚?? 59 cm (2)Mail tail length: 82 - 88 cm (2)Female tail length: 84 ‚?? 86 cm (2)Male weight: 7.5 ‚?? 10.5 kg (2)Female weight: 6.2 ‚?? 9.2 kg (2),With as few as 270 to 300 estimated individuals remaining in 19 isolated populations and 14 of these populations predicted to disappear in the next decade Delacour‚??s langur is dangerously close to extinction (1) (8). During the 1990s when Vietnam opened itself up to the international community and the Chinese economy started to boom traders and poachers moved in to utilise Vietnam‚??s biodiversity (4). Poachers killed this langur not only for meat but also for bones organs and tissues that are used in traditional medicines (8). Hunting has reduced in recent years with increasing legal protection but continues to pose a significant threat. Habitat loss is also a danger to this species with the World Conservation Monitoring Centre of the United Nations Environment Programme (UNEP-WCMC) estimating that a total of 30000 hectares of forest are destroyed each year in Vietnam (4). The clearing of forests to accommodate human commercial and residential growth continues to separate the remaining populations of Delacour‚??s langur which are now at risk of becoming too small to be viably sustainable (2). Sixty percent of Delacour‚??s langurs occur in isolated populations of fewer than 20 individuals. The loss of these sub-populations and consequently 60 percent of the whole population is feared likely in the near future without management strict regulations and law enforcement (5).,Four areas where Delacour‚??s langurs are protected include: Cuc Phuong National Park Pu Luong Nature Reserve Hoa Lu Cultural and Historical Site and the recently-established Van Long Nature Reserve which is believed to contain the largest remaining population of around 70 individuals (5) (8). Unfortunately protected areas often suffer more from poaching than unprotected areas because their dense population of wildlife is seen as more profitable (2). Thus conservation groups are working to increase the level of protection and law enforcement within these protected areas. The Van Long Nature Reserve is now well guarded by rangers largely funded by the Frankfurt Zoological Society. The Pu Luong Nature Reserve also employs a large number of rangers which are helping to save the small remaining populations (8). These are encouraging steps towards helping the survival of Delacour‚??s langur listed as one of the 25 most endangered primates in the world (8). Recent commitments by the Vietnamese government and several international conservation organisations to do more to protect Delacour‚??s langur have greatly increased the chances of saving this rare and remarkable species (2). ,loss;hunting;environment; ,protected; ,3,1.0
1149,1149,Trachypithecus delacouri,delacours langur ,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus ,Male head-to-body length: 57 ‚?? 62 cm (2)Female head-to-body length: 57 ‚?? 59 cm (2)Mail tail length: 82 - 88 cm (2)Female tail length: 84 ‚?? 86 cm (2)Male weight: 7.5 ‚?? 10.5 kg (2)Female weight: 6.2 ‚?? 9.2 kg (2),With as few as 270 to 300 estimated individuals remaining in 19 isolated populations and 14 of these populations predicted to disappear in the next decade Delacour‚??s langur is dangerously close to extinction (1) (8). During the 1990s when Vietnam opened itself up to the international community and the Chinese economy started to boom traders and poachers moved in to utilise Vietnam‚??s biodiversity (4). Poachers killed this langur not only for meat but also for bones organs and tissues that are used in traditional medicines (8). Hunting has reduced in recent years with increasing legal protection but continues to pose a significant threat. Habitat loss is also a danger to this species with the World Conservation Monitoring Centre of the United Nations Environment Programme (UNEP-WCMC) estimating that a total of 30000 hectares of forest are destroyed each year in Vietnam (4). The clearing of forests to accommodate human commercial and residential growth continues to separate the remaining populations of Delacour‚??s langur which are now at risk of becoming too small to be viably sustainable (2). Sixty percent of Delacour‚??s langurs occur in isolated populations of fewer than 20 individuals. The loss of these sub-populations and consequently 60 percent of the whole population is feared likely in the near future without management strict regulations and law enforcement (5).,Four areas where Delacour‚??s langurs are protected include: Cuc Phuong National Park Pu Luong Nature Reserve Hoa Lu Cultural and Historical Site and the recently-established Van Long Nature Reserve which is believed to contain the largest remaining population of around 70 individuals (5) (8). Unfortunately protected areas often suffer more from poaching than unprotected areas because their dense population of wildlife is seen as more profitable (2). Thus conservation groups are working to increase the level of protection and law enforcement within these protected areas. The Van Long Nature Reserve is now well guarded by rangers largely funded by the Frankfurt Zoological Society. The Pu Luong Nature Reserve also employs a large number of rangers which are helping to save the small remaining populations (8). These are encouraging steps towards helping the survival of Delacour‚??s langur listed as one of the 25 most endangered primates in the world (8). Recent commitments by the Vietnamese government and several international conservation organisations to do more to protect Delacour‚??s langur have greatly increased the chances of saving this rare and remarkable species (2). ,loss;hunting;environment; ,protected; ,3,1.0
1150,1150,Trachypithecus delacouri,delacours langur ,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus ,Male head-to-body length: 57 ‚?? 62 cm (2)Female head-to-body length: 57 ‚?? 59 cm (2)Mail tail length: 82 - 88 cm (2)Female tail length: 84 ‚?? 86 cm (2)Male weight: 7.5 ‚?? 10.5 kg (2)Female weight: 6.2 ‚?? 9.2 kg (2),With as few as 270 to 300 estimated individuals remaining in 19 isolated populations and 14 of these populations predicted to disappear in the next decade Delacour‚??s langur is dangerously close to extinction (1) (8). During the 1990s when Vietnam opened itself up to the international community and the Chinese economy started to boom traders and poachers moved in to utilise Vietnam‚??s biodiversity (4). Poachers killed this langur not only for meat but also for bones organs and tissues that are used in traditional medicines (8). Hunting has reduced in recent years with increasing legal protection but continues to pose a significant threat. Habitat loss is also a danger to this species with the World Conservation Monitoring Centre of the United Nations Environment Programme (UNEP-WCMC) estimating that a total of 30000 hectares of forest are destroyed each year in Vietnam (4). The clearing of forests to accommodate human commercial and residential growth continues to separate the remaining populations of Delacour‚??s langur which are now at risk of becoming too small to be viably sustainable (2). Sixty percent of Delacour‚??s langurs occur in isolated populations of fewer than 20 individuals. The loss of these sub-populations and consequently 60 percent of the whole population is feared likely in the near future without management strict regulations and law enforcement (5).,Four areas where Delacour‚??s langurs are protected include: Cuc Phuong National Park Pu Luong Nature Reserve Hoa Lu Cultural and Historical Site and the recently-established Van Long Nature Reserve which is believed to contain the largest remaining population of around 70 individuals (5) (8). Unfortunately protected areas often suffer more from poaching than unprotected areas because their dense population of wildlife is seen as more profitable (2). Thus conservation groups are working to increase the level of protection and law enforcement within these protected areas. The Van Long Nature Reserve is now well guarded by rangers largely funded by the Frankfurt Zoological Society. The Pu Luong Nature Reserve also employs a large number of rangers which are helping to save the small remaining populations (8). These are encouraging steps towards helping the survival of Delacour‚??s langur listed as one of the 25 most endangered primates in the world (8). Recent commitments by the Vietnamese government and several international conservation organisations to do more to protect Delacour‚??s langur have greatly increased the chances of saving this rare and remarkable species (2). ,loss;hunting;environment; ,protected; ,3,1.0
1151,1151,Elaphrus viridis,delta green ground beetle ,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Elaphrus ,Length: 6 mm (2).,The historical distribution of the delta ground beetle is unknown but it is thought reasonable to assume that the species was once found throughout the wetlands and grasslands of California‚??s Central Valley (4). The area has suffered widespread disruption and destruction of its wetland habitat from agricultural development tapping of vernal pools for irrigation of crops river channelisation and encroaching urban development all of which are thought to have played a role in the demise of this species (2) (4). Additionally an introduced alien plant garden lippia (<i>Phyla</i> spp.) poses an immediate threat to the species‚?? remaining range. The plant forms dense mats in vernal pools crowding out native vegetation and hindering the beetle‚??s foraging (2). Only around 75 individuals have been seen since 1974 and the species‚?? small range places it in very serious danger of extinction (4).,The delta green ground beetle is protected by the Lacey Act which prohibits its import export transport sale purchase receipt or acquisition (4). The beetle is also protected through its occurrence in the Jepson Prairie Reserve (5) but other suitable sites nearby are on private land and negotiations over their protection are ongoing (2). Since its life cycle is intricately intertwined with the seasonal changes of its vernal pool habitat conservation of the delta green ground beetle very much depends upon the protection of this habitat which is itself endangered (2). Thus protection of this disappearing habitat must be the top priority in the conservation of not only the delta ground beetle but also the array of other endangered species that are unique to and depend heavily upon this threatened vernal pool ecosystem. , ,protected; ,0,1.0
1152,1152,Elaphrus viridis,delta green ground beetle ,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Elaphrus ,Length: 6 mm (2).,The historical distribution of the delta ground beetle is unknown but it is thought reasonable to assume that the species was once found throughout the wetlands and grasslands of California‚??s Central Valley (4). The area has suffered widespread disruption and destruction of its wetland habitat from agricultural development tapping of vernal pools for irrigation of crops river channelisation and encroaching urban development all of which are thought to have played a role in the demise of this species (2) (4). Additionally an introduced alien plant garden lippia (<i>Phyla</i> spp.) poses an immediate threat to the species‚?? remaining range. The plant forms dense mats in vernal pools crowding out native vegetation and hindering the beetle‚??s foraging (2). Only around 75 individuals have been seen since 1974 and the species‚?? small range places it in very serious danger of extinction (4).,The delta green ground beetle is protected by the Lacey Act which prohibits its import export transport sale purchase receipt or acquisition (4). The beetle is also protected through its occurrence in the Jepson Prairie Reserve (5) but other suitable sites nearby are on private land and negotiations over their protection are ongoing (2). Since its life cycle is intricately intertwined with the seasonal changes of its vernal pool habitat conservation of the delta green ground beetle very much depends upon the protection of this habitat which is itself endangered (2). Thus protection of this disappearing habitat must be the top priority in the conservation of not only the delta ground beetle but also the array of other endangered species that are unique to and depend heavily upon this threatened vernal pool ecosystem. , ,protected; ,0,1.0
1153,1153,Elaphrus viridis,delta green ground beetle ,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Elaphrus ,Length: 6 mm (2).,The historical distribution of the delta ground beetle is unknown but it is thought reasonable to assume that the species was once found throughout the wetlands and grasslands of California‚??s Central Valley (4). The area has suffered widespread disruption and destruction of its wetland habitat from agricultural development tapping of vernal pools for irrigation of crops river channelisation and encroaching urban development all of which are thought to have played a role in the demise of this species (2) (4). Additionally an introduced alien plant garden lippia (<i>Phyla</i> spp.) poses an immediate threat to the species‚?? remaining range. The plant forms dense mats in vernal pools crowding out native vegetation and hindering the beetle‚??s foraging (2). Only around 75 individuals have been seen since 1974 and the species‚?? small range places it in very serious danger of extinction (4).,The delta green ground beetle is protected by the Lacey Act which prohibits its import export transport sale purchase receipt or acquisition (4). The beetle is also protected through its occurrence in the Jepson Prairie Reserve (5) but other suitable sites nearby are on private land and negotiations over their protection are ongoing (2). Since its life cycle is intricately intertwined with the seasonal changes of its vernal pool habitat conservation of the delta green ground beetle very much depends upon the protection of this habitat which is itself endangered (2). Thus protection of this disappearing habitat must be the top priority in the conservation of not only the delta ground beetle but also the array of other endangered species that are unique to and depend heavily upon this threatened vernal pool ecosystem. , ,protected; ,0,1.0
1154,1154,Trachycystis clifdeni,dlinza pinwheel ,Animalia,Mollusca,Gastropoda,Stylommatophora,Charopidae,Trachycystis ,Diameter: up to 9.7 mm (2),The Dlinza Forest is officially protected and is under the control of Ezemvelo KwaZulu-Natal Wildlife (1) (3). However the forest‚??s location within an urban environment does give some cause for concern. Furthermore†the Dlinza pinwheels'†very limited distribution means that it is highly vulnerable to the damaging effects of extreme <strong>stochastic</strong> weather conditions and climate change (1).,The fact that Dlinza Forest is an officially protected area supported by an enthusiastic local community does confer a degree of protection to the Critically Endangered Dlinza pinwheel. Nevertheless the small and exposed nature of its home means that this rare and fascinating snail remains somewhat helpless to the changing world around it (1). More research into the ecology and behaviour of this small but captivating species may help unearth valuable information to help guide appropriate conservation action and bring the diminutive ‚??pinwheel‚?? back from the brink of extinction. ,environment; ,protected; ,1,1.0
1155,1155,Trachycystis clifdeni,dlinza pinwheel ,Animalia,Mollusca,Gastropoda,Stylommatophora,Charopidae,Trachycystis ,Diameter: up to 9.7 mm (2),The Dlinza Forest is officially protected and is under the control of Ezemvelo KwaZulu-Natal Wildlife (1) (3). However the forest‚??s location within an urban environment does give some cause for concern. Furthermore†the Dlinza pinwheels'†very limited distribution means that it is highly vulnerable to the damaging effects of extreme <strong>stochastic</strong> weather conditions and climate change (1).,The fact that Dlinza Forest is an officially protected area supported by an enthusiastic local community does confer a degree of protection to the Critically Endangered Dlinza pinwheel. Nevertheless the small and exposed nature of its home means that this rare and fascinating snail remains somewhat helpless to the changing world around it (1). More research into the ecology and behaviour of this small but captivating species may help unearth valuable information to help guide appropriate conservation action and bring the diminutive ‚??pinwheel‚?? back from the brink of extinction. ,environment; ,protected; ,1,1.0
1156,1156,Adetomyrma venatrix,dracula ant ,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Adetomyrma ,,The precise threats facing this recently discovered species are unknown but the dramatic growth of Madagascar‚??s human population and associated residential agricultural and industrial development are known to be having a severe detrimental effect on the country‚??s forest habitat (6). Thus habitat loss is likely to play an important role in the decline of the dracula†ant as it has with many of the island‚??s other endemic fauna.,Entomologist Dr. Fisher of the California Academy of Sciences who first discovered an entire colony of dracula ants in 2001 has moved a few colonies into a laboratory environment (6). This not only allows the species to be studied in greater depth but also serves as a buffer against total extinction. Indeed it is feared that these relics of an earlier stage of evolution may disappear from the wild completely in less than a decade (6). ,loss; , ,1,0.0
1157,1157,Adetomyrma venatrix,dracula ant ,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Adetomyrma ,,The precise threats facing this recently discovered species are unknown but the dramatic growth of Madagascar‚??s human population and associated residential agricultural and industrial development are known to be having a severe detrimental effect on the country‚??s forest habitat (6). Thus habitat loss is likely to play an important role in the decline of the dracula†ant as it has with many of the island‚??s other endemic fauna.,Entomologist Dr. Fisher of the California Academy of Sciences who first discovered an entire colony of dracula ants in 2001 has moved a few colonies into a laboratory environment (6). This not only allows the species to be studied in greater depth but also serves as a buffer against total extinction. Indeed it is feared that these relics of an earlier stage of evolution may disappear from the wild completely in less than a decade (6). ,loss; , ,1,0.0
1158,1158,Lithobates sevosus,dusky gopher frog ,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates ,Length: 5.6 - 10.5 cm (2),The dusky gopher frog has disappeared from most of its former range due to the loss and alteration of its habitat. Less than two percent of the original longleaf pine forest now remains largely as a result of urbanisation forestry activities agriculture and grazing (1) (3) (6).,The dusky gopher frog is listed as Endangered under the U.S. Endangered Species Act (16) and is classified as Endangered in the state of Mississippi (1) (2). The population at Glen‚??s Pond occurs within De Soto National Forest but is not entirely protected from the threat of habitat loss (1) (14). ,loss;environment;disease; ,captive breeding;protected;endangered species act; ,3,3.0
1159,1159,Lithobates sevosus,dusky gopher frog ,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates ,Length: 5.6 - 10.5 cm (2),The dusky gopher frog has disappeared from most of its former range due to the loss and alteration of its habitat. Less than two percent of the original longleaf pine forest now remains largely as a result of urbanisation forestry activities agriculture and grazing (1) (3) (6).,The dusky gopher frog is listed as Endangered under the U.S. Endangered Species Act (16) and is classified as Endangered in the state of Mississippi (1) (2). The population at Glen‚??s Pond occurs within De Soto National Forest but is not entirely protected from the threat of habitat loss (1) (14). ,loss;environment;disease; ,captive breeding;protected;endangered species act; ,3,3.0
1160,1160,Bostrychia bocagei,dwarf olive ibis ,Animalia,Chordata,Aves,Ciconiiformes,Threskiornithidae,Bostrychia ,Length: 60 ‚?? 65¬†cm (2),The historical clearance of much of Sao Tom√©‚??s lowland forest for sugar cane and cocoa plantations undoubtedly had a catastrophic impact on the dwarf olive ibis‚??s population (2) (5) (6). While today large-scale clearance for plantations has mostly stopped (2) (5) forest clearance for small farms continues and there is also the possibility that exploitation of <strong>primary forest</strong> for timber and firewood will increase dramatically in the future (5). In addition this species is severely affected by hunting and predation from introduced mammals such as the mona monkey (<i>Cercopithecus mona</i>) African civet (<i>Civettictis civetta</i>) and weasel (<i>Mustela nivalis</i>) (2). With its population estimated in 2007 to be between 50 and 249 individuals the combined effects of these threats are rapidly pushing the dwarf olive ibis towards extinction (2).,There are currently no conservation measures in place for the dwarf olive ibis. While various organisations have proposed that this species and its habitat should be given protected status this has yet to occur (2) (6). Without intervention this unique species found nowhere else in the world could disappear forever (2). ,hunting; ,protected; ,1,1.0
1161,1161,Bostrychia bocagei,dwarf olive ibis ,Animalia,Chordata,Aves,Ciconiiformes,Threskiornithidae,Bostrychia ,Length: 60 ‚?? 65¬†cm (2),The historical clearance of much of Sao Tom√©‚??s lowland forest for sugar cane and cocoa plantations undoubtedly had a catastrophic impact on the dwarf olive ibis‚??s population (2) (5) (6). While today large-scale clearance for plantations has mostly stopped (2) (5) forest clearance for small farms continues and there is also the possibility that exploitation of <strong>primary forest</strong> for timber and firewood will increase dramatically in the future (5). In addition this species is severely affected by hunting and predation from introduced mammals such as the mona monkey (<i>Cercopithecus mona</i>) African civet (<i>Civettictis civetta</i>) and weasel (<i>Mustela nivalis</i>) (2). With its population estimated in 2007 to be between 50 and 249 individuals the combined effects of these threats are rapidly pushing the dwarf olive ibis towards extinction (2).,There are currently no conservation measures in place for the dwarf olive ibis. While various organisations have proposed that this species and its habitat should be given protected status this has yet to occur (2) (6). Without intervention this unique species found nowhere else in the world could disappear forever (2). ,hunting; ,protected; ,1,1.0
1162,1162,Gorilla beringei,eastern gorilla ,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla ,Male height: up to 1.7 m (2)Female height: up to 1.5 m (2)Male weight: 160 kg (2)Female weight: 90 kg (2),Snares set to trap other wildlife may accidentally maim and even kill gorillas (6) while poaching for infants has re-emerged as a threat to mountain gorillas (1). The biggest threats to Grauer‚??s gorillas result from armed conflict in and around the parks. In the past decade many Grauer‚??s gorillas have been shot dead in crossfire or for food by people hiding in the forest. Ongoing instability in the region means that this problem is getting worse as civil war has made arms more accessible and continues to create large numbers of refugees (7). A relatively new threat to the gorillas comes from the tourism. While tourism has so far aided its survival large numbers of people coming into close contact with gorillas may put them at risk from human diseases (7).,The mountain gorilla occurs mainly within national parks and in some areas is protected by armed guards to prevent poaching (7). Gorillas in the Virunga region have been studied and protected for many decades and are now seen as an important source of tourist revenue (8). The United Nations Environmental Programme (UNEP) has recognised the urgent need to protect our closest relatives and has established a Great Ape Survival Project (GRASP). This project is aimed at identifying the conservation initiatives required to secure the future of the apes and at obtaining political support and funding to allow these to be achieved (9). A multifaceted approach is needed to ensure the survival of one of our most impressive cousins. ,poaching;disease; ,protected; ,2,1.0
1163,1163,Gorilla beringei,eastern gorilla ,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla ,Male height: up to 1.7 m (2)Female height: up to 1.5 m (2)Male weight: 160 kg (2)Female weight: 90 kg (2),Snares set to trap other wildlife may accidentally maim and even kill gorillas (6) while poaching for infants has re-emerged as a threat to mountain gorillas (1). The biggest threats to Grauer‚??s gorillas result from armed conflict in and around the parks. In the past decade many Grauer‚??s gorillas have been shot dead in crossfire or for food by people hiding in the forest. Ongoing instability in the region means that this problem is getting worse as civil war has made arms more accessible and continues to create large numbers of refugees (7). A relatively new threat to the gorillas comes from the tourism. While tourism has so far aided its survival large numbers of people coming into close contact with gorillas may put them at risk from human diseases (7).,The mountain gorilla occurs mainly within national parks and in some areas is protected by armed guards to prevent poaching (7). Gorillas in the Virunga region have been studied and protected for many decades and are now seen as an important source of tourist revenue (8). The United Nations Environmental Programme (UNEP) has recognised the urgent need to protect our closest relatives and has established a Great Ape Survival Project (GRASP). This project is aimed at identifying the conservation initiatives required to secure the future of the apes and at obtaining political support and funding to allow these to be achieved (9). A multifaceted approach is needed to ensure the survival of one of our most impressive cousins. ,poaching;disease; ,protected; ,2,1.0
1164,1164,Zaglossus bartoni,eastern longbeaked echidna ,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Zaglossus ,Adult weight: 4.2 ‚?? 9.1 kg (2)Juvenile weight: 3.2 ‚?? 5.1 kg (2),Intensive hunting undertaken by local people for food combined with a loss of habitat due to the conversion of suitable land for cultivation has pushed the eastern long-beaked echidna into a precarious position (1).†Now classified as Critically Endangered the key populations of this species are now restricted to the highest parts of New Guinea‚??s mountains (1).†Further threats may arise in the future as a proposed nickel mine to be built in the next 10 to 15 years will lie in an area which is home to an important population of this species (1).†,Few conservation measures are currently in place to protect this highly threatened species. It has been recorded from a few protected areas (1) and is listed on Appendix II of the Convention on International Trade in Endangered Species (CITES) which means that any international trade in this species should be carefully monitored (3). Further measures are certainly needed such as hunting regulations and field studies to identify areas in which this species occurs for which protection is critical (1).†† ,loss;hunting; ,cites;protected; ,2,2.0
1165,1165,Lophura edwardsi,edwardss pheasant ,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophura ,Length: 58 - 65 cm (2)Male tail length: 24 - 26 cm (2)Female tail length: 20 - 22 cm (2),Widespread and relentless destruction of Edwards‚??s pheasant‚??s habitat has left this species teetering on the brink of extinction its perilous position exacerbated by hunting pressure (6). Vietnam‚??s lowland <strong>primary forest</strong> has now almost been completely stripped away as a result of herbicide spraying during the Vietnam War and more recently by commercial logging and clearance for agriculture (5) (6). The last remaining forests known to support this pheasant are becoming progressively degraded by wood-cutters (6) and are vulnerable to commercial logging firewood collection charcoal production and the continued clearance of land for cultivation (7). It is thought that the completion of the Ho Chi Minh National Highway which bisects the three provinces in which the species is known to occur will only serve to increase the levels of disturbance. Hunting for food poses an additional threat and this pheasant is likely to be affected by indiscriminate snaring (6).,The areas in which there are recent records for Edwards‚??s pheasant have been incorporated into two recently established nature reserves Phong Dien and Dakrong which are likely to be the last refuges for the species (6) (9). Bach Ma National Park lies within the historical range of this species and a poster campaign to obtain local information was conducted there in 1996 and 1997 but as yet there have been no confirmed records from this park. In December 2003 the captive population numbered 1033 individuals (6). A studbook was first developed in the 1960s and abandoned in the 1970s owing to lack of resources but efforts were renewed in the 1990s (7) and an international studbook now helps coordinate breeding to ensure that the captive population stays genetically healthy (5). Although there have been problems with <strong>inbreeding</strong> and <strong>hybridisation</strong> in captivity screening is thankfully helping eliminate hybrids from much of the captive stock (6). Having long been thought extinct (5) Edwards‚??s pheasant now clings to a precarious existence and it is imperative that the rampant deforestation is stopped and conservation efforts kept up if this rare pheasant is to be saved from the very real possibility of extinction it now faces (6). ,hunting; , ,1,0.0
1166,1166,Lophura edwardsi,edwardss pheasant ,Animalia,Chordata,Aves,Galliformes,Phasianidae,Lophura ,Length: 58 - 65 cm (2)Male tail length: 24 - 26 cm (2)Female tail length: 20 - 22 cm (2),Widespread and relentless destruction of Edwards‚??s pheasant‚??s habitat has left this species teetering on the brink of extinction its perilous position exacerbated by hunting pressure (6). Vietnam‚??s lowland <strong>primary forest</strong> has now almost been completely stripped away as a result of herbicide spraying during the Vietnam War and more recently by commercial logging and clearance for agriculture (5) (6). The last remaining forests known to support this pheasant are becoming progressively degraded by wood-cutters (6) and are vulnerable to commercial logging firewood collection charcoal production and the continued clearance of land for cultivation (7). It is thought that the completion of the Ho Chi Minh National Highway which bisects the three provinces in which the species is known to occur will only serve to increase the levels of disturbance. Hunting for food poses an additional threat and this pheasant is likely to be affected by indiscriminate snaring (6).,The areas in which there are recent records for Edwards‚??s pheasant have been incorporated into two recently established nature reserves Phong Dien and Dakrong which are likely to be the last refuges for the species (6) (9). Bach Ma National Park lies within the historical range of this species and a poster campaign to obtain local information was conducted there in 1996 and 1997 but as yet there have been no confirmed records from this park. In December 2003 the captive population numbered 1033 individuals (6). A studbook was first developed in the 1960s and abandoned in the 1970s owing to lack of resources but efforts were renewed in the 1990s (7) and an international studbook now helps coordinate breeding to ensure that the captive population stays genetically healthy (5). Although there have been problems with <strong>inbreeding</strong> and <strong>hybridisation</strong> in captivity screening is thankfully helping eliminate hybrids from much of the captive stock (6). Having long been thought extinct (5) Edwards‚??s pheasant now clings to a precarious existence and it is imperative that the rampant deforestation is stopped and conservation efforts kept up if this rare pheasant is to be saved from the very real possibility of extinction it now faces (6). ,hunting; , ,1,0.0
1167,1167,Testudo kleinmanni,egyptian tortoise ,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Testudo ,Carapace length: 14.4 cm (2),The main threats endangering the Egyptian tortoise are intensive commercial collection and habitat destruction leading to the disappearance of the species from much of its former range (8). Agricultural expansion cultivation overgrazing and urban encroachment have put enormous pressure on the Egyptian tortoise‚??s fragile and dwindling habitat dramatically reducing available vegetation for food and cover (1) (8). Additionally the species has suffered heavily in Egypt from collection for the national and international pet trade which moved its attention to Libyan stock after Egyptian subpopulations were harvested to extinction. Trade in this species also exists in Libya itself which is a major concern for the future of the remaining world population (1).,The Egyptian tortoise is protected by law in Egypt but not in Libya. Additionally the tortoise is listed under Appendix I of CITES prohibiting international trade in the species. However these protective laws are evidently often flouted. Protected areas exist in Egypt including the one in which the two individuals were found in 2001 but there is little benefit of this protection or indeed motivation to establish new protected areas for the species since it is effectively extinct in Egypt. This tortoise may also occur in Kouf National Park in northeast Libya where one specimen was found 20 years ago but no other reserves exist in the species‚?? known range. The establishment of more protected areas in Libya would be of enormous benefit to the Egyptian tortoise and greatly enhance its chances of survival. Although tracts of suitable habitat still remain in Libya there is an all too realistic possibility that the Egyptian tortoise could face extinction in less than 20 years if habitat degradation and trade cannot be stopped (1). ,pet; ,cites;protected; ,1,2.0
