,id,name,genus,family,ecology,countries,threat_paragraph,conservation_paragraph,pop_trend,status,country_count,scientific_name
5411,5411,nan,Pisidium,Sphaeriidae,Freshwater,Ethiopia; ,"
    Water extraction and degradation threaten this species.

    
  ",['\n    None known.\n\n    \n  '],Unknown,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",1,Pisidium ethiopicum
5412,5412,nan,Attebania,Hydrobiidae,Freshwater,Morocco; ,"
    This species is threatened by pollution of wells, and lowering water levels.

    
  ","['\n    This species should be protected by covering wells, and waste water treatment to avoid pollution.\n\n    \n  ']",Unknown,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",1,Attebania bernasconii
5413,5413,nan,Giustia,Hydrobiidae,Freshwater,Morocco; ,"
    This species is threatened by pollution of wells, and water extraction lowering the level of the water table.

    
  ","[""\n    Protection of wells, limited contact with wells by pumping the water directly into people's homes with just one pump, so that less contact and less pollution.\n\n    \n  ""]",Unknown,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",1,Giustia costata
5414,5414,nan,Incertihydrobia,Bithyniidae,Freshwater,Kenya; ,"
    The biggest threats to this species are drought and siltation. Dr. Luke De-Vos reported that Lake Jilore is almost drying up due to soils brought to the lake from wild animals and livestock trails.

    
  ",['\n    No information available.\n\n    \n  '],Unknown,"
    Critically Endangered


    B2ab(iii)

    ",1,Incertihydrobia teesdalei
5415,5415,nan,Jubaia,Bithyniidae,Freshwater,Ethiopia; ,"
    No information available.

    
  ",['\n    No information available.\n\n    \n  '],Unknown,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",1,Jubaia aethiopica
5416,5416,nan,Segmentorbis,Planorbidae,Freshwater,"Congo, The Democratic Republic of the; ","
    This species is only reported from the type locality and may genuinely have a restricted range. There are 250 mines in the Kitanga region and these are causing habitat degradation through siltation of rivers. Road construction is contributing to this heavy siltation of rivers throughout the region.

    
  ",['\n    No conservation measures in place specific for this species. Surveys are required to determine where this species is still extant.\n\n    \n  '],Unknown,"
    Critically Endangered


    B2ab(iii)

    ",1,Segmentorbis excavatus
5417,5417,nan,Melanopsis,Melanopsidae,Freshwater,Algeria; Morocco; ,"
    A major threat to this species is shell-collecting. The use of all available water by people because of water scarcity is likely to be preventing normal flow in streams and rivers, on which this species relies.

    
  ",['\n    No information available.\n\n    \n  '],Unknown,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",2,Melanopsis saharica
5418,5418,nan,Hydrobia,Hydrobiidae,Freshwater,"Congo, The Democratic Republic of the; ","
    This species is only reported from the type locality. It requires highly oxygenated water and is vulnerable to changes in habitat quality resulting from logging, sedimentation and domestic water pollution, especially in the dry season.

    
  ",['\n    No conservation measures in place specific for this species.\n\n    \n  '],Unknown,"
    Critically Endangered


    B1ab(iii)

    ",1,Hydrobia rheophila
5419,5419,nan,Gabbiella,Bithyniidae,Freshwater,"Congo, The Democratic Republic of the; Uganda; ","
    This species faces a declining quality of habitat due to erosion and silting from agriculture and water pollution.

    
  ",['\n    No information available.\n\n    \n  '],Unknown,"
    Critically Endangered


    B2ab(iii)

    ",2,Gabbiella candida
5420,5420,nan,Margaritifera,Margaritiferidae,Freshwater,Morocco; ,"
    This species was possibly collected (until the 19th century) for pearls since the old name of the Oued Derna is River of Pearls. The major threats for the few surviving populations are pollution or any kind of mechanical alteration/disturbance (impoundment, canalisation, dredging, etc.) to the waterbodies in which they still persist. Further rarefaction of their fish host or hosts or any type of activity causing barrier-effects for the fish hosts also constitute a major threat, as it relies on a host fish, probably trout, which is also threatened because of pollution.

    
  ","['\n    This species is in need of conservation measures. In Spain, in situ (stringent protective regulation) and ex situ (successful breeding and reintroduction projects) have been instigated  since ca. 1995 for the protection of ', <span style=""font-style: italic;"">Pseudunio auricularius</span>, '. For breeding experiments, the easily reared Siberian sturgeon, ', <span style=""font-style: italic;"">Acipenser baeri</span>, ', was successfully used as a substitute for the European sturgeon, ', <span style=""font-style: italic;"">Acipenser sturio</span>, ' (see Araujo and Ramos 2000, 2001, Machordom ', <span style=""font-style: italic;"">et al.</span>, ' 2003)). In France a similar project for ', <span style=""font-style: italic;"">Pseudunio auricularius</span>, ' has started in 2007 (see also  Cochet, 1999, 2001, 2002). ', <br/>, <br/>, 'In Morocco no protective measures have as yet been taken even though this species is even more threatened than its European relative . Ecological research on the Moroccan species and the instauration of conservation measures should be given priority since it is so rare and the few representatives of the Margaritiferidae in the world are all rare and most are protected.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    A2c; C1

    ",1,Margaritifera marocana
5421,5421,nan,Unio,Unionidae,Freshwater,Morocco; ,"
    Increasing demand of water and due to global warming an irreversible trend of desertification. Damming and impounding increases the fragmentation. The Oued Souss and Oued Massa probably will cease to flow permanently and turn into ouadis. The extinction in the wild is therefore probably unavoidable if the present climatological trends persist.

    
  ",['\n    This species would benefit from breeding/translocation to other suitable habitats. Also restoration of flows in original habitats.\n\n    \n  '],Decreasing,"
    Critically Endangered


    B1ab(i,ii,iii,iv,v)

    ",1,Unio foucauldianus
5422,5422,nan,Mercuria,Hydrobiidae,Freshwater,Tunisia; ,"
    This species is threatened by the lowering of the water table, pollution and degradation of the site of the springs. Many springs have already gone from this region, so it could be extinct already as this is a very old record (1887).

    
  ","[""\n    Surveys are needed to check if it's still there.\n\n    \n  ""]",Unknown,"
    Critically Endangered

      (Possibly Extinct)

    B1ab(iii)+2ab(iii)

    ",1,Mercuria punica
5423,5423,nan,Pseudogibbula,Assimineidae,Freshwater,"Congo, The Democratic Republic of the; ","
    This species is only reported from the type locality. The extension of logging within the region may impact water quality within the river which will impact this species. Increased siltation in the river may changed the nature of the microhabitat. Detergents in the water would impact the species.

    
  ",['\n    There are no conservation measures in place specific for this species. Water quality needs to be maintained.  A region where logging may lead to loss of the species.\n\n    \n  '],Unknown,"
    Critically Endangered


    B1ab(iii)

    ",1,Pseudogibbula duponti
5424,5424,nan,Giustia,Hydrobiidae,Freshwater,Morocco; ,"
    This species is threatened by pollution of wells, and water extraction lowering the level of the water table.

    
  ","['\n    This species would benefit from protection of wells, covers on wells, and piping water into homes to reduce human contact with wells, as well as reduced pumping of water.\n\n    \n  ']",Unknown,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",1,Giustia saidai
5425,5425,nan,Gabbiella,Bithyniidae,Freshwater,Cameroon; ,"
    No information available.

    
  ",['\n    No conservation measures in place specific for this species.\n\n    \n  '],Unknown,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",1,Gabbiella depressa
5426,5426,nan,Gabbiella,Bithyniidae,Freshwater,Uganda; ,"
    Lake Bunyonyi is becoming a popular tourist site in the south west and pollution is a potential threat to lake biodiversity in addition to erosion from agriculture.

    
  ",['\n    No information available.\n\n    \n  '],Unknown,"
    Critically Endangered


    B1ab(iii)

    ",1,Gabbiella parva
5427,5427,nan,Isoetes,Isoetaceae,Freshwater,Kenya; ,"
    The species is highly threatened by human-related activities. The area is under fairly intense development with a new highway under construction between Nairobi and Thika. Although this site is on the other side of Thika and hence not directly threatened by the road, the increased activity in the Thika area should impact on the site (W.R.Q. Luke pers. comm. 2010). The remaining population is situated in private land, and it my be threatened by agricultural and urban development.

    
  ",['\n    The species is not under any conservation measures.\n\n    \n  '],Unknown,"
    Critically Endangered


    B2ab(i,iii)

    ",1,Isoetes nigroreticulata
5428,5428,nan,Cadiscus,Compositae,Freshwater,South Africa (Western Cape); ,"
    Livestock grazing and trampling especially by cattle and horses has likely led to the loss of this species in many of its historic localities. Infilling of wetlands and mechanical damage by heavy machinery is considered as a severe ongoing threat. Other less severe threats are invasion by alien grasses caused by dumping of cattle  feed in dry pools during summer and eutrophication (run-off from fertilizers used on surrounding ploughed lands).

    
  ","['\n', <p>No conservation measures are in place. Site management plans, and law and policy actions to protect the species habitat are urgently needed.</p>, '\n']",Decreasing,"
    Critically Endangered


    B2ab(i,ii,iii,iv,v)

    ",1,Cadiscus aquaticus
5429,5429,nan,Ledermanniella,Podostemaceae,Freshwater,Cameroon; ,"
    A dam construction is planned at the exact site of this species (The Nachtigal waterfalls) in the near future. This plant is known only from this site.

    
  ","['\n    None at the moment, but the authorities of the ministry of environment should be informed of the presence of this narrow endemic species in this site, who will inform the authorities of the dam and convince them to take protection measure during the construction of the dam. If possible, this plant can be reintroduced somewhere else.\n\n    \n  ']",Stable,"
    Critically Endangered


    B2ab(ii,iii)

    ",1,Ledermanniella sanagaensis
5430,5430,nan,Rotala,Lythraceae,Freshwater,"Congo, The Democratic Republic of the; ","
    Water pollution has been described as an important threat. Also, there is a high mining activity in the Haut-Katanga region, where this plant is found.

    
  ","['\n', <p>No conservation measures are in place. Site management plans, formal educational activities and improved communication to raise awareness are needed.</p>, '\n']",Unknown,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",1,Rotala robynsiana
5431,5431,nan,Cyperus,Cyperaceae,Freshwater,Kenya; ,"
    The species is found in one site which is susceptible to road construction, livestock grazing and agricultural activities. This area (65 km from Nairobi) is now undergoing subdivision into smallholder plots.

    
  ","[""\n    The species is not under any conservation or protection measures. More research is needed on population trends,habitat status, ecology and species' distribution. A site visit to check the species is still present is needed urgently.\n\n    \n  ""]",Unknown,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",1,Cyperus flavoculmis
5432,5432,nan,Isoetes,Isoetaceae,Freshwater,South Africa; ,"
    The granite outcrop here was blasted in the late 60s early 70s. The blasting was stopped but the major threat here is that local care takers will use the rockery for horticulture because it is very close to their offices. A sewerage farm site, municipal buildings is very close to remaining population. Alien plants threatened the second population just S of quartintine area, causing continuing decline as the site itself is very disturbed. Scattered garden plants have been noted amongst the populations of Isoetes in the Platkip sewerage farm (ISEP 1974).

    
  ",['\n    Habitat and site management and protection is required. Legal measures should be put in place at a National and Regional level. Restoration of sites for increasing species suitable habitat is highly recommended.\n\n    \n  '],Decreasing,"
    Critically Endangered


    B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)

    ",1,Isoetes stephansenii
5433,5433,nan,Drosera,Droseraceae,Terrestrial; Freshwater,"Congo, The Democratic Republic of the; ","
    Habitat loss through clearance of forests for agriculture and the extractive industries.

    
  ",['\n    No information available. Further survey is required to confirm the range and population of this  species.\n\n    \n  '],Unknown,"
    Critically Endangered


    B2ab(iii)

    ",1,Drosera katangensis
5434,5434,nan,Cotula,Compositae,Freshwater,South Africa (Western Cape); ,"
    Urbanisation and development (e.g. Noordhoek Saltpans have been developed over the past 10 years). Drainage of wetlands - past severe threat (N. Helme pers. comm. 2006). Many historical seasonal wetlands are now permanent eutrophic wetlands. These wetlands are often invaded by aliens (past, present, severe threat)

    
  ",['\n    Uncollected in the past 30 years. This species needs to be searched for (N. Helme pers. comm. 2006).\n\n    \n  '],Unknown,"
    Critically Endangered

      (Possibly Extinct)

    B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)

    ",1,Cotula myriophylloides
5435,5435,nan,Isoetes,Isoetaceae,Freshwater,South Africa; ,"
    One subpopulation (East London) has been lost to development. Remaining ones are subject to extreme fluctuations due to the nature of their life cycle.

    
  ",['\n    Protection and effective management is essential for the remaining known localities. Legal measures at a National and Regional level are also required.\n\n    \n  '],Decreasing,"
    Critically Endangered


    C2a(i)b; D

    ",1,Isoetes wormaldii
5436,5436,nan,Oxalis,Oxalidaceae,Freshwater,South Africa; ,"
    The Brandewyn River is the only known extant locality, with decline in habitat caused by heavy livestock grazing and trampling and alien invasive plants.  All other localities are likely to have been lost due to being drowned by Clanwillian and Bulshoek dams, or to agricultural development.

    
  ",['\n    Site management is required as well as implementation of\xa0 legal measures to protect the species is required. Restoration of  sites for increasing species suitable habitat is also highly recommended.\n\n    \n  '],Decreasing,"
    Critically Endangered


    B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)

    ",1,Oxalis uliginosa
5437,5437,nan,Drosera,Droseraceae,Terrestrial; Freshwater,"Congo, The Democratic Republic of the; ","
    The species is threatened by mining activities affecting its habitat where around 250 mining concessions have been granted.

    
  ",['\n    No information available.\n\n    \n  '],Unknown,"
    Critically Endangered


    B2ab(iii)

    ",1,Drosera insolita
5438,5438,nan,Ledermanniella,Podostemaceae,Freshwater,Cameroon; ,"
    The Lobe Waterfalls in Cameroon, where this plant occurs, are very attractive to tourists, so unregulated trampling is a serious problem.  Dam construction is a potential future threat.

    
  ","['\n    Protection of the habitat. The Lobe waterfall, the only place where this plant, as well as many other Podostemaceae species grow, is very attractive for tourists. Information should be made available so that everyone is aware that some threatened species exist in the area. More research and surveys are needed to confirm if this species is extinct.\n\n    \n  ']",Unknown,"
    Critically Endangered


    B1ab(ii,iii)+2ab(ii,iii)

    ",1,Ledermanniella batangensis
5439,5439,nan,Winklerella,Podostemaceae,Freshwater,Cameroon; ,"
    At the location site of this plant on the Edea waterfalls, a dam has already been built and has drastically reduced the habitat available for the species, although it has been confirmed to persist at the site (J.-P. Ghogue pers. comm. 2008). The major threat faced by this species will be the extension of the dam as it is found only 100 to the left of the dam. Also, because the population is now much smaller than before it will be more vulnerable to other threats.

    
  ","['\n    No conservation measures are in place. Habitat protection through formal education and awareness of the riverside residents, tourists and stakeholders is needed. Research action for population status should also be carried out. The authorities of the ministry of environment should be informed of the existence of this species, who should advice the authorities of the dam\xa0 to take conservation measures to protect this plant. If possible, a possible introduction of this species in a suitable habitat should be considered.\n\n    \n  ']",Unknown,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",1,Winklerella dichotoma
5440,5440,nan,Dicraeanthus,Podostemaceae,Freshwater,Cameroon; ,"
    Dam construction.

    
  ","['\n    Edea Dam authorities, riverside populations and policy makers need to be informed about the threats faced by this species. Today, this plant is continuing surviving in torrents during the rainy season and one affluent opening to the dam. This is the only place on the earth where this plant can still be seen so far. If the dam infrastructure is extended 100-200 m towards the left,\xa0 this plant will become extinct. The introduction or re-introduction of this species in a similar habitat is recommended.\n\n    \n  ']",Stable,"
    Critically Endangered


    B1ab(ii,iii)+2ab(ii,iii)

    ",1,Dicraeanthus zehnderi
5441,5441,nan,Pseudoniphargus,Hadziidae,,Bermuda; ,,,,"
    Critically Endangered


    B1+2c

    ",1,Pseudoniphargus grandimanus
5442,5442,nan,Haplochromis,Cichlidae,Freshwater,"Tanzania, United Republic of; ","
    The main threat to this species is predation by Nile Perch (a potentially reversible threat). It is also potentially threatened by hybridization due to decreased water transparency (eutrophication and erosion), and deoxygenation. This species is fished, although not targeted specifically.

    
  ","['\n    Many fish species within Lake Victoria have suffered severe and dramatic declines since the introduction of the Nile Perch. Although numbers of the perch have now decreased, the degradation of the water quality is also thought to be having a significant impact on some fish species. More research is needed to monitor this species and how it is affected by these threats, as well as establishing the extent of its range within the lake. Policy based action is needed to decrease the degradation of the lake, as well as to prevent over fishing. Protected areas should also be established.\n\n    \n  ']",Decreasing,"
    Critically Endangered

      (Possibly Extinct)

    C2a(ii)

    ",1,Haplochromis plutonius
5443,5443,"syrdarya shovelnose sturgeon, syr darya sturgeon",Pseudoscaphirhynchus,Acipenseridae,Freshwater,Kazakhstan; Tajikistan; Uzbekistan; ,"
    The Aral Sea has shrunk by more than 60% from 1973 to 2000 (NASA 2008) and is now hypersaline, and contains no fishes apart from in a small reservoir in the northeast of the Sea. The Syr Darya River has not reached the sea since 1975 due to large levels of water extraction and damming (Zholdasova 1997). Agricultural pollution has also impacted the quality of the water.

    
  ","['\n    Full survey work is needed to confirm the species is actually extinct.', <br/>, <br/>, 'This fish has been listed in The Red Data Book of Kazakhstan since 1978. Protected areas need to be established in those sites where remnant populations might still exist. Some genomic material has been cryopreserved: live specimens should be collected and propagated in order to preserve more of its genome (Red List of Kazakhstan). This species was listed on CITES Appendix II in 1998.\n\n    \n  ']",Unknown,"
    Critically Endangered

      (Possibly Extinct)

    C2a(i,ii); D

    ",3,Pseudoscaphirhynchus fedtschenkoi
5444,5444,fijian monkeyfaced bat,Mirimiri,Pteropodidae,Terrestrial,Fiji; ,"
    This species seems to have a very restricted range and appears to be restricted to a specific habitat type. It is not known if there are any threats to the species at present, although there is a continuing decline in habitat on Taveuni.

    
  ","['\n    Not known to be present in any protected areas; it may occur within Ravilevu Nature Reserve. More study needed regarding threats, population size, and to assess its possible presence on Vanua Levu.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    B1ab(iii)

    ",1,Mirimiri acrodonta
5445,5445,montane monkeyfaced bat,Pteralopex,Pteropodidae,Terrestrial,Solomon Islands; ,"
    The threats to this species are not known. It has a restricted range that could be susceptible to a single threat event. The species likely has specific habitat requirements given the dependence of its congeners on large hollow trees as roosts, and it might also share traits that make these species easily hunted.

    
  ",['\n    This species is not found in any protected areas. Survey work on the species is urgently needed to confirm its presence. Studies of the natural history of the species and threats faced by it are also needed.\n\n    \n  '],Decreasing,"
    Critically Endangered

      (Possibly Extinct)

    C2a(ii)

    ",1,Pteralopex pulchra
5446,5446,vanikoro flying fox,Pteropus,Pteropodidae,Terrestrial,Solomon Islands; ,"
    This island was extensively logged in the 1950s and 1960s; there is some regeneration now, and logging has once again been proposed. Opportunistic hunting may be a threat to this species.

    
  ",['\n    It is listed on Appendix II of CITES. It is not known if this species is present in any protected areas. Further surveys urgently needed to confirm the presence of this species.\n\n    \n  '],Unknown,"
    Critically Endangered

      (Possibly Extinct)

    D

    ",1,Pteropus tuberculatus
5447,5447,somphongss rasbora,Trigonostigma,Cyprinidae,Freshwater,Thailand; ,"
    Habitat degradation from wetland conversion for farmland and urbanization, particularly due to the loss of vegetation. The species may also be taken in mixed catches.

    
  ","['\n    Habitat and population surveys are needed, and restoration of wetlands is important for this species. Ex-situ conservation from captive stock is an option to support remaining wild populations. The location of the wild source of specimens should be identified and the location protected.', <br/>, <br/>, 'The species is listed in the Thai Red Data book as threatened.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    A2ac

    ",1,Trigonostigma somphongsi
5448,5448,nan,Schistura,Balitoridae,Freshwater,Lao People's Democratic Republic; ,"
    The known geographic range of this species now occurs almost entirely downstream of the Nam Leuk dam (which was completed in 1999). No suitable habitat is expected to remain upstream of the dam and very little water remains downstream of the dam. Logging, deforestation and agriculture also occur in the area, with associated impacts on the aquatic environment through soil erosion, sedimentation and agricultural pollution expected.

    
  ","['\n', <p><span lang=""EN-GB"">The entire Nam Leuk catchment is within the Phou Khao Khouy National Biodiversity Conservation Area, however no attention has been given to aquatic organisms. Research is urgently needed to determine whether the species occurs within in the reservoir and if it is still present elsewhere within the catchment (M. Kottelat pers, comm. 2011). <br/></span></p>, '\n']",Decreasing,"
    Critically Endangered

      (Possibly Extinct)

    B1ab(iii)+2ab(iii)

    ",1,Schistura tenura
5449,5449,nan,Sewellia,Balitoridae,Freshwater,Viet Nam; ,"
    Major threats to this species are habitat degradation through massive water pollution and siltation caused by gold mining activities and deforestation practices, overfishing and dam construction. Further research on the impact of collection for the aquarium trade is required as it may be collected in high quantities.

    
  ","['\n    Research into population trends, habitat trends, and impacts of known threats.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    A2c+3c; B1b(i,ii)

    ",1,Sewellia albisuera
5450,5450,nan,Achatinella,Achatinellidae,,United States (Hawaiian Is.); ,,,,"
    Critically Endangered


    A1ce, B1+2abcde

    ",1,Achatinella lila
5451,5451,butterfly loach,Sewellia,Balitoridae,Freshwater,Viet Nam; ,"
    Major threats to the species are overfishing (susceptible to electro-fishing and other indiscriminate methods), habitat degradation through dam construction and siltation caused by deforestation practices.

    
  ",['\n    There are no conservation measures in place. Research and monitoring is needed.\n\n    \n  '],Decreasing,"
    Critically Endangered


    A2ac

    ",1,Sewellia breviventralis
5452,5452,southern kidneyshell,Ptychobranchus,Unionidae,Freshwater,"United States (Alabama, Florida); ","
    The threats to this species are derived from the various non-point pollution sources that arise from agricultural land, as well as increased sedimentation from any tree removals, as large sections of catchment areas for rivers where this species occurs are forested, with human population densities are currently low (Gangloff and Hartfield 2009). The Choctawhatchee River contains large ares of riparian swamps, which may further limit human encroachment on mussel habitats, reducing threats from urban run-off (Gangloff and Hartfield 2009). Speculation over the apparent decline in the mussel population may be due to a few historical milldams, as its seems that sand and silt sediments that have accumulated in former tributary impoundments may now be moving downstream to the mainstem rivers, a situation that is further exacerbated by recent droughts (Gangloff and Hartfield 2009). More studies are required to understand whether this is a threat to this species. Gravel mining is also reported to be a threat to this species (J. Cordeiro pers. comm. 2010).

    
  ","['\n    There is a Choctawhatchee River and Bay System Surface Water Improvement and Management Plan in place, which is targeting non-point source pollution from agriculture and also urban run-off and sewage related water quality issues (Thorpe ', <em>et al. </em>, '2002). Because declines are not completely understood, additional population surveys, searches for the species at additional sites and research into threats affecting the species should be conducted.', <br/>, <br/>, 'Williams ', <em>et al.</em>, ' (2010) list this species as Endangered according to the American Fisheries Society (AFS) assessment.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    A2ace

    ",1,Ptychobranchus jonesi
5453,5453,trondo mainty,Ptychochromoides,Cichlidae,,Madagascar; ,,,Unknown,"
    Critically Endangered


    B2ab(ii)

    ",1,Ptychochromoides betsileanus
5454,5454,nan,Ptyochromis,Cichlidae,,Kenya; ,,,,"
    Critically Endangered


    A1ace, B1+2acd

    ",1,Ptyochromis sp. nov. 'Rusinga oral sheller'
5455,5455,nan,Ptyochromis,Cichlidae,,"Kenya; Tanzania, United Republic of; ",,,,"
    Critically Endangered


    A1ac, B1+2acd

    ",2,Ptyochromis sp. nov. 'rainbow sheller'
5456,5456,nan,Hemistomia,Hydrobiidae,Freshwater,New Caledonia; ,"
    The Bondé area where this species was originally collected from is now highly disturbed and there are no known freshwater springs. It is not known if this species still exists in this region (Haase and Bouchet 1998). The Koumac River and surrounding catchment has been significantly changed by European settlement. Land clearance and fires have increased, and this has sped up the drying out of nearby springs and seepages (P. Bouchet pers. comm. 2010)

    
  ","['\n    There are no species-specific conservation measures in place for this species. This species was last seen in 1989, and is currently known from only one locality. Further site surveys would be beneficial to determine if this species is still in existence.\n\n    \n  ']",Unknown,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",1,Hemistomia crosseana
5457,5457,nan,Pethia,Cyprinidae,,Sri Lanka; ,,,,"
    Critically Endangered


    B1+2c, C1

    ",1,Pethia bandula
5458,5458,nan,Hemistomia,Hydrobiidae,Freshwater,New Caledonia; ,"
    Bushfires are a very serious problem in the area where this species occurs (P. Bouchet pers. comm. 2011). The regional forest cover is highly degraded in northern North Caledonia. Cattle trampling, land clearance for human development and habitat degradation are all plausible threats affecting this species (P. Bouchet pers. comm. 2010).

    
  ",['\n    There are no species-specific conservation measures in place for this species. It is recommended that the spring in which the species occurs gains a level of protection and monitoring of population numbers is needed.\n\n    \n  '],Unknown,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",1,Hemistomia aquilonaris
5459,5459,nan,Lymnaea,Lymnaeidae,Freshwater,Russian Federation (Chita); ,"
    Lake Arakhlei has experienced increased anthropogenic stresses in the past twenty years due to the development of numerous recreation centres on the lake shore and in the surrounding areas. Alternate periods of drought and flooding have caused increased siltation through soil run-off and eutrophication. A decrease in water clarity has been observed (Bazarova and Itigilova 2006). The effects of these threats on this species are unknown, but they are likely to have had a negative effect on the population size.

    
  ",['\n    It is unknown whether there are any specific conservation measures in place for this species. Further research on this species is recommended to clarify its distribution and abundance.\n\n    \n  '],Unknown,"
    Critically Endangered


    B1ab(iii)

    ",1,Lymnaea arachleica
5460,5460,nan,Pyrenaearia,Hygromiidae,Terrestrial,Spain (Spain (mainland)); ,"
    The species lives in the top of the two mid-altitude mountains. Thus, global warming could cause the extinction of the species. Heavy rains seems to have a direct impact on the subpopulation (washing specimens down the mountains).

    
  ","['\n    No actions are currently in place for the species. Conservation recommendations should be based on preserving the localities where the species is present, as well as to more accurately define its area of occupancy and subpopulation sizes. The declaration of the ""Sierra de Llavería"" as area of natural interest, allows the protection of this natural area. ', <span style=""font-style: italic;"">P. molae</span>, ' is included in the strictly protected fauna  species list of Catalunya (Decreto 328/1992). It is also included in the project of endangered fauna list of Catalonia as Vulnerable (List dependent on approval in 2010). The impact of heavy rain drags on the population should be investigated. It should be tested if the species is still living in the �??Mola de Llavería�??, and to better determine the occupancy area of the two subpopulations.\n\n    \n  ']",Unknown,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",1,Pyrenaearia molae
5461,5461,nan,Hemistomia,Hydrobiidae,Freshwater,New Caledonia; ,"
    Land clearance for human development and fires have increased in the area where this species occurs, and this has sped up the drying out of nearby springs and seepages (P. Bouchet pers. comm. 2010). This may be a potential threat to this species, particularly due to its restricted distribution.

    
  ","['\n    There are no species-specific conservation methods in place. Further research on this species is recommended to clarify its abundance, life history, ecology and threats.\n\n    \n  ']",Unknown,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",1,Hemistomia gorotitei
5462,5462,"beaverpond marstonia, beaver pond marstonia",Marstonia,Hydrobiidae,Freshwater,United States (Georgia); ,"
    Threats impacting the global population of this species are unknown, so if suspected declines are corroborated, it is unclear what is causing these.

    
  ","['\n    This species has been assigned a NatureServe Global Heritage Status of G1 - Critically Imperiled, due to its extremely limited distribution (NatureServe 2009). There are no conservation measures in place for this species. Further research is needed in order to ascertain the population trends and the impact of threats to this species.\n\n    \n  ']",Decreasing,"
    Critically Endangered


    B1ab(v)

    ",1,Marstonia castor
5463,5463,princess elimia,Elimia,Pleuroceridae,Freshwater,United States (Alabama); ,"
    The last remaining site where this species occurs (Shoal Creek, Shelby County; Bogan and Pierson 1993) had heavy algal growths suggesting nutrient pollution. This species is vulnerable to extinction due to its limited distribution, specialized habitat requirements, and declining population trend.

    
  ","['\n    There are no species-specific conservation measures in place. All subpopulations should be monitored periodically, habitat degradation identified and mitigated and key sites protected. A survey for potential reintroduction sites within the Cahaba River drainage should be conducted and captive propagation and reintroductions considered.  If deemed necessary, any extant subpopulations should be augmented if propagation efforts are successful (Mirarchi ', <span style=""font-style: italic;"">et al. </span>, ""2004). Further taxonomic research is requird to assess this species' validity, and surveys should establish if this species' range may in fact be wider than previously thought.\n\n    \n  ""]",Decreasing,"
    Critically Endangered


    B1ab(i,ii,iii,iv)

    ",1,Elimia bellacrenata
5464,5464,ash meadows pebblesnail,Pyrgulopsis,Hydrobiidae,Freshwater,United States (Nevada); ,"
    There have been reports of the detrimental effects of large scale ground water abstraction on small springs in the Ash Meadows area, particularly affecting Devils Hole (Rojstaczer 1987). Large scale agriculture is conducted nearby, in addition to several large towns and cities (Las Vegas and Pahrump) with increasing water demands supplied by groundwater abstraction.

    
  ","['\n    This species has been assigned the status of Vulnerable in its previous IUCN Red List assessment (2000) (IUCN 2011). Furthermore this species has been given a NatureServe Global Heritage Status of G1 - Critically Imperiled, with an S1 - Critically Imperilled regional status within Nevada itself (NatureServe 2009). It is contained within the Ash Meadows National Wildlife Refuge, although it is believed by some (Hershler 2009) that this bestows little effective protection. Further research on this species is recommended to clarify its abundance and threats. Specifically, work is required to clarify whether human disturbance and water abstraction are continuing to impact on habitable springs.\n\n    \n  ']",Unknown,"
    Critically Endangered


    B1ab(iii)+2ab(iii)

    ",1,Pyrgulopsis erythropoma
5465,5465,clear lake pyrg,Pyrgulopsis,Hydrobiidae,Freshwater,United States (California); ,"
    The only locality of this species, a small spring-fed stream, has been diverted and additionally impacted by human activities (Hershler 1995). Due to its highly restricted distribution, this snail is in danger of extinction from even minor alterations to its habitat.

    
  ","['\n    This species has a Global Heritage Status of G1 - Critically Imperilled (NatureServe 2009).\xa0Due to its highly restricted nature, protection of both this species and its habitat is essential to the continuing viability of the known population(s).\n\n    \n  ']",Decreasing,"
    Critically Endangered


    B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)

    ",1,Pyrgulopsis ventricosa
