id,scientific_name,nickname,common_name,kingdom,phylum,class,order,family,genus,size,threats,conservation,threats_keywords,conservation_keywords, tCount, cCount
766,little blue macaw,Cyanopsitta spixii,Spixí¢ŒóŒ»s macaw (Cyanopsitta spixii),Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanopsitta (1),Length: 55 - 57 cm (2),It is thought that the destruction of caraiba forest and other human activities over the last 500 years are largely responsible for the decline of the Spix\xe2\x80\x99s macaw. More recently trapping for the illegal bird trade has driven this parrot to extinction in the wild (4) (5).,Until 2001 the Spix\xe2\x80\x99s macaw recovery programme was coordinated and implemented through the Permanent Committee for the Recovery of the Spix\xe2\x80\x99s Macaw (CPRAA) composed of the Brazilian government scientific advisors and Spix\xe2\x80\x99s macaw holders (4). While the solitary male remained in the wild he was the subject of a number of study programmes and valuable information on the natural ecology and behaviour of this species was obtained (4). The wild male had mated with a blue-winged macaw (<em>Primoliismaracana</em>) and the pair successfully fostered blue-winged macaw nestlings which were introduced to them (4). This is an encouraging finding as wild blue-winged macaws could in theory be used to foster captive-bred Spix\xe2\x80\x99s macaws in the same way (4). The future of Spix\xe2\x80\x99s macaw depends on the success of the captive-bred population and its possible reintroduction into the wild. There have been recent problems however leading the Brazilian government to suspend CPRAA in 2001 due to internal conflicts (7). While the loss of Spix\xe2\x80\x99s macaw in the wild was a devastating blow to the conservation programme if the different parties can cooperate there is hope that a wild population of Spix\xe2\x80\x99s macaws can be successfully reintroduced. , , ,0,0
767,spoonbill sandpiper,Eurynorhynchus pygmeus,Spoon-billed sandpiper (Eurynorhynchus pygmeus),Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Eurynorhynchus (1),Length: 14 í¢ŒóŒñ 16 cm (2),With very particular habitat requirements high nest site fidelity and a small population habitat loss has had a large impact on this species. As with many coastal regions tidal mudflats are being reclaimed for industry or aquaculture. Pollution climate change and human disturbance have also altered the habitat of this species and hunting of shorebirds contributes to the decline of the spoon-billed sandpiper. Recent population surveys indicate an extremely rapid decline in this species with reduced productivity leading to fears that the population is ageing rapidly (2).,The spoon-billed sandpiper is protected in several areas throughout its range but would benefit from enforced legal protection wherever it is present. Shorebird hunting is prolific and affects many species; a ban would have wide-ranging benefits. A Species Action Plan was produced for the spoon-billed sandpiper in 2008 but urgent conservation action is now required to prevent its extinction (2). ,loss;hunting;pollution; ,protected; ,3,1
768,Saint Helena plover; wirebird,Charadrius sanctaehelenae,St Helena plover (Charadrius sanctaehelenae),Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius (1),Length: 15 cm (2),As a result of land management changes and introduced predators the population of the St Helena plover is critically low. A census carried out during 2005 and 2006 showed that this species had undergone a decline of more that 40 percent in just five years to a mere 235 individuals (3). There has since been a small increase in numbers however (6). The major factor suspected of causing the decline is a reduction in livestock grazing which has become unprofitable (2) and has led to longer grass swards and encroachment by shrubland (3). This is detrimental to breeding success as the birds rely on short swards in which to construct nests and forage. In addition to this threat growing populations of introduced predators are consuming large numbers of this species\xe2\x80\x99 eggs and chicks. To compound these existing problems there are now plans to build an airport on St Helena potentially reducing available habitat and causing further disturbance and degradation due to tourist activity. With its population currently at the lowest level ever recorded the St Helena plover is perilously close to extinction and will require careful management to ensure its survival (3).,Protected by law on St Helena since 1894 in recent years the plight of the St Helena plover has galvanised a significant amount of attention from researchers and conservationists (2) (3). Even the plan to construct the airport on St Helena has had some positive impact as it has reinforced efforts to find out more about this threatened bird\xe2\x80\x99s status and how it can be preserved (3). The airport mitigation process has also provided resources to allow restoration of some degraded but formerly important grassland habitat (6). , ,protected; ,0,1
769,star sturgeon,Acipenser stellatus,Stellate sturgeon (Acipenser stellatus),Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser (1),Length: up to 2.18 metres (2),The major threat to the stellate sturgeon\xe2\x80\x99s survival is overfishing for its meat and more significantly for caviar sold under the name \xe2\x80\x9csevruga\xe2\x80\x9d. This is produced from the sturgeon\xe2\x80\x99s unfertilised eggs and is almost always extracted by killing the female. The caviar industry is currently in crisis as the dwindling stocks of the stellate sturgeon and the other major caviar producing species can no longer provide sufficient caviar to meet the huge worldwide demand (2). Despite attempts to manage stellate sturgeon stocks illegal fishing and black market trade in caviar are threatening to drive this already endangered species to extinction (2) (7).,In 1998 the stellate sturgeon was listed by the Convention on International Trade in Endangered Species (CITES) meaning that all international trade in this species is controlled by maximum export quotas and trade permits (2) (3). The countries which are party to the CITES agreement must agree on sustainable catch and export quotas based on scientific surveys and must adopt regional conservation strategies and attempt to combat illegal fishing. The strict enforcement of these regulations meant that in 2006 caviar export was banned for all of the countries bordering the Caspian Sea since the countries failed to provide sufficient information about the sustainability of their catch. This promoted an agreement between the countries to reduce their stellate sturgeon caviar export quotas in 2007 by over 25 percent (8). The countries bordering the Black Sea have adopted an even stricter policy regarding their sturgeon stocks maintaining a zero quota policy which has continued into 2008 (9). Whether these reduced quotas will prove sufficient to allow the stellate sturgeon\xe2\x80\x99s population to recover remains to be seen. ,fishing;overfishing;pollution; ,cites; ,3,1
770,Somersiella sterreri,Parhippolyte sterreri,Sterrerí¢ŒóŒ»s cave shrimp (Parhippolyte sterreri),Animalia,Arthropoda,Crustacea,Decapoda,Hippolytidae,Parhippolyte (1),Male length (including rostrum): c. 15.3 mm (2)Female length (including rostrum): c. 30.7 mm (2),With so little known about this enigmatic species assessing the level of threats it faces is very challenging. It is currently known from only a handful of locations; however due to the extended period in which the larval shrimp are thought to remain in the <strong>plankton</strong> passively floating in oceanic currents it is possible that Sterrer\xe2\x80\x99s cave shrimp will be discovered in new areas of suitable habitat within the Caribbean region (4). \xa0,There are currently no conservation measures underway targeting this little-known shrimp (1). As Sterrer\xe2\x80\x99s cave shrimp is restricted to such a specific habitat affording adequate protection to the caves in which it is found may be deemed a high priority for its conservation. , , ,0,0
771,Somersiella sterreri,Parhippolyte sterreri,Sterrerí¢ŒóŒ»s cave shrimp (Parhippolyte sterreri),Animalia,Arthropoda,Crustacea,Decapoda,Hippolytidae,Parhippolyte (1),Male length (including rostrum): c. 15.3 mm (2)Female length (including rostrum): c. 30.7 mm (2),With so little known about this enigmatic species assessing the level of threats it faces is very challenging. It is currently known from only a handful of locations; however due to the extended period in which the larval shrimp are thought to remain in the <strong>plankton</strong> passively floating in oceanic currents it is possible that Sterrer\xe2\x80\x99s cave shrimp will be discovered in new areas of suitable habitat within the Caribbean region (4). \xa0,There are currently no conservation measures underway targeting this little-known shrimp (1). As Sterrer\xe2\x80\x99s cave shrimp is restricted to such a specific habitat affording adequate protection to the caves in which it is found may be deemed a high priority for its conservation. , , ,0,0
772,Southeast Asian narrow-headed softshell turtle; striped giant soft-shelled turtle,Chitra chitra,Striped narrow-headed softshell turtle (Chitra chitra),Animalia,Chordata,Reptilia,Testudines,Trionychidae,Chitra (1),up to 202 kg (3),Like many tortoises and turtles of Southeast Asia the striped narrow-headed softshell turtle has been intensively exploited and over-collected from the wild for the Asian food market and international pet trade (1). Indeed adult striped narrow-headed softshell turtles are prized as status symbol pets in Thailand where commercial breeding farms have often taken dozens of animals from the wild without producing a single captive-bred hatchling (6).,The striped narrow-headed softshell turtle is given national protection in Indonesia under the law on Conservation of Biological Natural Resources and their Ecosystems.\xa0This prohibits utilisation of the species in any form except with special permission for circumstances such as research or captive breeding. In Thailand this turtle is specifically protected under the Wild Animals Reservation and Protection ACT (WARPA) which controls hunting trade possession import export and commercial breeding of wildlife (6). ,pet;pollution; ,cites;protection law;captive breeding;protected; ,2,4
773,Sumatran orang-utan,Pongo abelii,Sumatran orangutan (Pongo abelii),Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo (1),Female: 40 - 50 kg (2)Male: 60 - 90 kg (2)Female head-body length: 78 cm (2)Male head-body length: 97 cm (2),Orangutans were hunted relentlessly throughout the majority of their South East Asian range their large size and slow movements making them easy targets for hunters (8). However the main threat to orangutans today is loss of habitat (7). In the past twenty years 80 percent of orangutan habitat has been lost to illegal logging gold mining and conversion to permanent agriculture in particular palm oil plantations. What is special about these animals is their unique vulnerability to exploitation. Much of this may be attributed to their extremely long inter-birth interval typically eight years making them the slowest breeding primates on earth (7).,The Sumatran orangutan is fully protected by law in Indonesia and is listed on Appendix I of the Convention on International Trade in Endangered Species (CITES) which bans international trade in this species. The key to saving this species is protecting tracts of unexploited forest that are interconnected and contain sufficient habitat (8). A massive national park has been proposed in the north of Sumatra covering 25000 square kilometres and encompassing the existing Gunung Leuser National Park. The Leuser ecosystem will play a key role in protecting important refuges of the critically endangered Sumatran rhino (<i>Dicerorhinus sumatrensis</i>) elephant (<i>Elephas maximus sumatranus</i>) and tiger (<i>Panthera tigris sumatrae</i>) as well as the orangutan and numerous lesser-known species (8). Due to the large home ranges that these apes require it is the protection of habitat that will ensure that these beautiful and enigmatic 'people of the forest' survive into the next century (7). ,loss;pet; ,cites;protected; ,2,2
774,Sumatran orang-utan,Pongo abelii,Sumatran orangutan (Pongo abelii),Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo (1),Female: 40 - 50 kg (2)Male: 60 - 90 kg (2)Female head-body length: 78 cm (2)Male head-body length: 97 cm (2),Orangutans were hunted relentlessly throughout the majority of their South East Asian range their large size and slow movements making them easy targets for hunters (8). However the main threat to orangutans today is loss of habitat (7). In the past twenty years 80 percent of orangutan habitat has been lost to illegal logging gold mining and conversion to permanent agriculture in particular palm oil plantations. What is special about these animals is their unique vulnerability to exploitation. Much of this may be attributed to their extremely long inter-birth interval typically eight years making them the slowest breeding primates on earth (7).,The Sumatran orangutan is fully protected by law in Indonesia and is listed on Appendix I of the Convention on International Trade in Endangered Species (CITES) which bans international trade in this species. The key to saving this species is protecting tracts of unexploited forest that are interconnected and contain sufficient habitat (8). A massive national park has been proposed in the north of Sumatra covering 25000 square kilometres and encompassing the existing Gunung Leuser National Park. The Leuser ecosystem will play a key role in protecting important refuges of the critically endangered Sumatran rhino (<i>Dicerorhinus sumatrensis</i>) elephant (<i>Elephas maximus sumatranus</i>) and tiger (<i>Panthera tigris sumatrae</i>) as well as the orangutan and numerous lesser-known species (8). Due to the large home ranges that these apes require it is the protection of habitat that will ensure that these beautiful and enigmatic 'people of the forest' survive into the next century (7). ,loss;pet; ,cites;protected; ,2,2
775,Malayan pangolin,Manis javanica,Sunda pangolin (Manis javanica),Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis (1),4.5 - 14 kg (2),The primary threat to the <em>Sunda pangolin</em>\xa0is hunting and poaching (1). In parts of Asia the flesh of pangolins is considered a delicacy and powdered pangolin scales are thought to hold high medicinal and aphrodisiacal qualities despite being made of keratin the same substance found in human nails and hair (4) (8). The Sunda pangolin is also threatened by the widespread habitat loss that has occurred throughout its range (1) (7).,The Sunda pangolin is listed on Appendix II of the Convention on International Trade in Endangered Species (CITES) which means that international trade in this species is strictly regulated (3). This species is protected by wildlife laws in Myanmar Thailand Cambodia Vietnam Indonesia Singapore and Malaysia which are all regions where it is threatened by hunting although these laws are often not enforced to an appropriate degree (1). ,loss;hunting;poaching; ,cites;protected; ,3,2
776,Ghost frog; Roseí¢ŒóŒ»s ghost frog; Roseí¢ŒóŒ»s torrent frog; Skeleton Gorge ghost frog; thumbed ghost frog,Heleophryne rosei,Table Mountain ghost frog (Heleophryne rosei),Animalia,Chordata,Amphibia,Anura,Heleophrynidae,Heleophryne (1),Female snout-vent length: 60 mm (2)Male snout-vent length: 50 mm (2),Despite occurring within protected land the Table Mountain ghost frog is still subject to a number of threats each with the potential to have a devastating impact given this species\xe2\x80\x99 narrow range. The spread of alien vegetation and in particular the planting of exotic pines gums and poplars has resulted in the clogging of streams creating areas of stagnant water unsuitable for the Table Mountain ghost frog. Consequently even within its restricted range it has become locally extinct along certain stretches. Other potential threats include the construction of dams which reduce water flow frequent fires global climate change and intensive eco-tourism while in recent years the deadly fungal disease chytridiomycosis has been found in some populations of this Critically Endangered species (1) (2) (3).,The whole of the Table Mountain ghost frog\xe2\x80\x99s range is incorporated within the Table Mountain National Park itself a part of the Cape Floristic World Heritage Site (1) (4). Given this species imperilled conservation status Western Cape Nature Conservation also has a monitoring programme in place (1). One of the main conservation priorities is to ensure the preservation of swift-flowing perennial mountain streams on Table Mountain. Furthermore with the looming threat of further cases of chytridiomycosis spreading through the population the establishment of a captive population may prove vital to this species survival (2) (3). ,disease; , ,1,0
777,Ghost frog; Roseí¢ŒóŒ»s ghost frog; Roseí¢ŒóŒ»s torrent frog; Skeleton Gorge ghost frog; thumbed ghost frog,Heleophryne rosei,Table Mountain ghost frog (Heleophryne rosei),Animalia,Chordata,Amphibia,Anura,Heleophrynidae,Heleophryne (1),Female snout-vent length: 60 mm (2)Male snout-vent length: 50 mm (2),Despite occurring within protected land the Table Mountain ghost frog is still subject to a number of threats each with the potential to have a devastating impact given this species\xe2\x80\x99 narrow range. The spread of alien vegetation and in particular the planting of exotic pines gums and poplars has resulted in the clogging of streams creating areas of stagnant water unsuitable for the Table Mountain ghost frog. Consequently even within its restricted range it has become locally extinct along certain stretches. Other potential threats include the construction of dams which reduce water flow frequent fires global climate change and intensive eco-tourism while in recent years the deadly fungal disease chytridiomycosis has been found in some populations of this Critically Endangered species (1) (2) (3).,The whole of the Table Mountain ghost frog\xe2\x80\x99s range is incorporated within the Table Mountain National Park itself a part of the Cape Floristic World Heritage Site (1) (4). Given this species imperilled conservation status Western Cape Nature Conservation also has a monitoring programme in place (1). One of the main conservation priorities is to ensure the preservation of swift-flowing perennial mountain streams on Table Mountain. Furthermore with the looming threat of further cases of chytridiomycosis spreading through the population the establishment of a captive population may prove vital to this species survival (2) (3). ,disease; , ,1,0
778,Tahiti flycatcher,Pomarea nigra,Tahiti monarch (Pomarea nigra),Animalia,Chordata,Aves,Passeriformes,Monarchidae,Pomarea (1),Length: 15 cm (2),The Tahiti monarch used to be common throughout the island but during the last century populations underwent a dramatic decrease and now number less than 50 restricted to a few valleys. These perilous declines have largely been the result of the accidental introduction of the black rat (<i>Rattus rattus</i>) to the island which prey on the eggs and chicks. However two introduced birds the Indian mynah and red-vented bulbul also pose a significant threat to the monarch\xe2\x80\x99s survival. It is thought that the Indian mynah which was introduced to control wasps preys on eggs and chicks whereas the red-vented bulbul competes with the monarch for nest sites and territories (5).,In 1997 the total population was only 27 individuals. Since then a conservation programme was implemented and intensive surveys revealed the population had increased to 40 to 45 birds in 2004 (2) (3). The recovery plan is largely focused on the control of the black rat. During each breeding season a rat-baiting programme takes place on accessible Tahiti monarch territories (12 territories in 2006); the remainder live in remote areas that are extremely difficult to access. Trees which hold Tahiti monarch nests are fitted with metal rings to protect the nests from climbing rats and since 2001 the population has been stable or very slowly increasing and old territories are being reoccupied (6). ,invasive;pet; , ,2,0
779,Turdus olivaceus helleri,Turdus helleri,Taita thrush (Turdus helleri),Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus (1),Length: 20-22 cm (2),Decades of forest clearance for cultivation and non-native timber plantations have reduced the indigenous forest of the Taita Hills to a tiny fraction of its former range. Today the surviving forest patches on which the highly specialised Taita thrush depends remain under serious threat from clearance and degradation. As a result the Taita thrush is currently listed as Critically Endangered on the IUCN Red List. One of the smaller sub-populations also has a highly male-biased sex ratio which might have significant consequences for the subpopulation\xe2\x80\x99s long term survival\xa0(2)\xa0(3)\xa0(6) (7).,In cooperation with local communities considerable conservation work is underway in the Taita Hills. In order to restore existing forest fragments and hopefully enhance connectivity between them efforts are being made to reforest areas with indigenous seedlings. Farmers are also being educated in environmentally responsible agricultural practices and local people are being taught alternative income generating activities such as bee-keeping and butterfly rearing. In addition an ongoing collaborative research project is in place which will provide the ecological data necessary to implement appropriate conservation measures. As part of future conservation measures a translocation project for the most threatened subpopulation of the Taita thrush is being developed\xa0(2)\xa0(3)\xa0(6). , , ,0,0
780,dwarf buffalo; Mindoro pygmy buffalo; tamarau,Bubalus mindorensis,Tamaraw (Bubalus mindorensis),Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Bubalus (1),220 í¢ŒóŒñ 300 kg (2),Since the early 1900s numbers of the tamaraw have been declining and this Critically Endangered mammal is now teetering on the edge of extinction (5). Sport hunting poaching for food and habitat destruction have all been cited as the causes behind the tamaraw\xe2\x80\x99s precarious present day situation (5) as well as an outbreak of <strong>rinderpest</strong> in the Philippines in the 1930s (5).  Its head was once a valued trophy of hunters and many local people depended on it as a source of meat (4).,Despite significant efforts to protect the tamaraw numbers remain alarmingly low (6).  The tamaraw is fully protected under Philippine law (1) and the Iglit-Baco National Park (now also known as the Mangyan Heritage Park (5)) was established for its protection (2) although this area is not exempt from being impacted by the threats mentioned above.  In 1979 the Tamaraw Conservation Program was initiated with the aim of safeguarding the tamaraw and its habitat undertaking population and habitat surveys reforestation programs and educational campaigns although there is some concern over how well any of these measures have been so far been achieved (6). ,hunting;poaching;disease; ,protected; ,3,1
781,Lagarto Canario Moteado,Gallotia intermedia,Tenerife speckled lizard (Gallotia intermedia),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Gallotia (1),Snout-vent length: up to 15 cm (2)Tail length: 28.3 cm (2),The Tenerife speckled lizard has an extremely restricted range with just 40 isolated populations occurring along a 9 kilometre stretch of the west coast of Tenerife and one further population in the south. The population of this species is thought to total no more than 600 individuals and is at risk from the effects of inbreeding (1).,The most important conservation measure for the Tenerife speckled lizard is the control of <strong>feral</strong> cat populations. Measures so far have included the use of fencing to exclude <strong>feral</strong> cats from the known habitat of the Tenerife speckled lizard (1). Future control measures of <strong>feral</strong> cat populations need to take into account the potential for inadvertently casing rat numbers to increase through the removal of their main predator (6). , ,protected; ,0,1
782,crescent goodeid; crescent splitfin; Tequila goodeid; tiro de Tequila,Zoogoneticus tequila,Tequila splitfin (Zoogoneticus tequila),Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,Zoogoneticus (1),Total length: up to 8 cm (2),The Tequila splitfin was first collected in 1990 (3) but collection efforts after 1992 were unsuccessful leading to the belief that the species had become extinct in the wild (1) (3) (4).,The Tequila splitfin is kept in captivity by aquarists in various countries (1) (3) (7) and a breeding programme has been recommended so that the species can be re-introduced into the original larger pools it once inhabited (1) (5). Measures to protect the remaining wild population have also been recommended together with a ban on all trade in wild specimens and strict regulation of traffic with aquarium stocks (4) (5). ,loss;invasive;pollution; , ,3,0
783,Andean frog; Crawfordí¢ŒóŒ»s water frog; Lake Titicaca frog; white water frog,Telmatobius culeus,Titicaca water frog (Telmatobius culeus),Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Telmatobius (1),Snout-vent length: 7.5 - 13.8 cm (2),One of the biggest threats to the Titicaca water frog is overcollection for human consumption (1) (2) (7). The frog is collected and transported to nearby markets where it is blended with other ingredients to create a juice which is thought by local people to cure many ailments (3) (4).,There are many captive breeding programmes for the Titicaca water frog both around the lake and at various zoos in the United States although these are not thought to have been successful (1) (2) (7). More biological information about this Critically Endangered amphibian is required to increase the success of the captive breeding programme (4) (7). ,loss;invasive;disease; ,captive breeding; ,3,1
784,Dollmaní¢ŒóŒ»s snub-nosed langur; Dollmaní¢ŒóŒ»s snub-nosed monkey; Tonkin snub-nosed langur,Rhinopithecus avunculus,Tonkin snub-nosed monkey (Rhinopithecus avunculus),Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Rhinopithecus (1),Head-body length: 51 - 65 cm (2) (3)Tail length: 66 - 92 cm (2) (3)Male weight: 13.8 - 14 kg (3) (4)Female weight: 8.3 - 8.5 kg (3) (4),Massive deforestation and intensive hunting have drastically reduced the range of the Tonkin snub-nosed monkey and the species is now known from just five isolated locations (6) (8) (11). The total population may number only around 200 to 250 individuals and is fragmented into small subpopulations which are unable to interbreed (1) (6) (7) (8) (11). As with many of Vietnam\xe2\x80\x99s primates (8) hunting is the most immediate threat to this species (1) (2) (6) (14). Although described as bad-tasting and not the main target of hunting trips the Tonkin snub-nosed monkey is still commonly shot when encountered and is either consumed or used in traditional medicine (1) (8) (11) (14). Groups often do not flee from hunters making the species particularly vulnerable to being shot (1) (8) (12).,International trade in the Tonkin snub-nosed monkey is prohibited under its listing on Appendix I of the Convention on International Trade in Endangered Species (CITES) (5). The Tonkin snub-nosed monkey is also protected by law in Vietnam making it illegal to kill capture or trade in the species and is listed as Critically Endangered on the Red Data Book of Vietnam (11). The Tonkin snub-nosed monkey occurs in at least two protected areas Na Hang and Cham Chu Nature Reserves and may also occur in others although populations in these areas are still under threat and continuing to decline despite conservation efforts (1) (6) (8) (11). A population occurring in Khau Ca an isolated forest within the buffer zone of the Du Gia Nature Reserve will likely benefit from the creation of a Species and Habitat Conservation Area (1) (6) (11) (15) whilst a range of conservation activities have been put in place by Fauna &amp; Flora International for a newly discovered population in Quan Ba District near the border with China (7) (15). ,loss;fragmentation;hunting; ,cites;captive breeding;protected; ,3,3
785,Dollmaní¢ŒóŒ»s snub-nosed langur; Dollmaní¢ŒóŒ»s snub-nosed monkey; Tonkin snub-nosed langur,Rhinopithecus avunculus,Tonkin snub-nosed monkey (Rhinopithecus avunculus),Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Rhinopithecus (1),Head-body length: 51 - 65 cm (2) (3)Tail length: 66 - 92 cm (2) (3)Male weight: 13.8 - 14 kg (3) (4)Female weight: 8.3 - 8.5 kg (3) (4),Massive deforestation and intensive hunting have drastically reduced the range of the Tonkin snub-nosed monkey and the species is now known from just five isolated locations (6) (8) (11). The total population may number only around 200 to 250 individuals and is fragmented into small subpopulations which are unable to interbreed (1) (6) (7) (8) (11). As with many of Vietnam\xe2\x80\x99s primates (8) hunting is the most immediate threat to this species (1) (2) (6) (14). Although described as bad-tasting and not the main target of hunting trips the Tonkin snub-nosed monkey is still commonly shot when encountered and is either consumed or used in traditional medicine (1) (8) (11) (14). Groups often do not flee from hunters making the species particularly vulnerable to being shot (1) (8) (12).,International trade in the Tonkin snub-nosed monkey is prohibited under its listing on Appendix I of the Convention on International Trade in Endangered Species (CITES) (5). The Tonkin snub-nosed monkey is also protected by law in Vietnam making it illegal to kill capture or trade in the species and is listed as Critically Endangered on the Red Data Book of Vietnam (11). The Tonkin snub-nosed monkey occurs in at least two protected areas Na Hang and Cham Chu Nature Reserves and may also occur in others although populations in these areas are still under threat and continuing to decline despite conservation efforts (1) (6) (8) (11). A population occurring in Khau Ca an isolated forest within the buffer zone of the Du Gia Nature Reserve will likely benefit from the creation of a Species and Habitat Conservation Area (1) (6) (11) (15) whilst a range of conservation activities have been put in place by Fauna &amp; Flora International for a newly discovered population in Quan Ba District near the border with China (7) (15). ,loss;fragmentation;hunting; ,cites;captive breeding;protected; ,3,3
786,Pava de Trinidad; Pava Rajadora; Yacutinga Cariazul,Pipile pipile,Trinidad piping guan (Pipile pipile),Animalia,Chordata,Aves,Galliformes,Cracidae,Pipile (1),Length: 69 cm (2),The Trinidad piping guan has undergone a drastic decline in population numbers mainly due to illegal hunting but also from the effects of deforestation either for timber or for the conversion to plantation agriculture (2). These factors continue to threaten this species today (1).,The Trinidad piping guan has been legally protected since 1963 and international trade in the species is banned by its listing on Appendix I of CITES (2). Much of the present range is within forest reserves but the laws protecting both the species and the habitat are generally poorly enforced (2). Recent campaigns appear to be finally changing attitudes and species-specific ecotourism may have a role to play in the future of this species (2). Presently however the population is extremely small (estimated at around 200 individuals) (2) and time to save this species may be running out. ,hunting; ,cites;protected; ,1,2
787,Diomedea exulans dabbenena,Diomedea dabbenena,Tristan albatross (Diomedea dabbenena),Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea (1),Length: 110 cm (2)Wingspan: up to 3.5 m (2),The Tristan albatross is in grave danger of becoming extinct in the foreseeable future with numbers having decreased by 28 percent over 46 years on Gough Island disappeared almost entirely on Inaccessible Island and already become extinct on Tristan da Cunha. The dramatic decline in numbers on Inaccessible Island is attributed to predation by feral pigs (now absent) and humans while the extinction on Tristan was probably the result of human exploitation in addition to predation by rats. On Gough storms have caused peat slips that have buried and killed nesting adults although this is likely to be only a very rare occurrence (3). The main threat comes from <strong>bycatch</strong> from longline fisheries with satellite tracking indicating a substantial overlap between the range of these birds and areas where longline fisheries are well known for their high rates of seabird bycatch mortality (3) (9). Furthermore if one parent is lost at sea the other cannot cope with the food demands of their chick and the chick will most probably die. Astonishing recent research has also shown that invasive introduced house mice three times the size of those in Europe are also devastating seabird populations on Gough Island by preying upon chicks (3) (10). The chicks are up to 250 times the weight of the mice but are largely immobile and defenceless the species having evolved over millions of years on an island with no natural predators (10). Approximately 1000 Tristan albatross chicks are thought to be killed each year by these seemingly unlikely predators (10). In fact a recent survey has shown that in 2008 the number of Tristan albatross chicks that have gone on to fledge is five times lower than it should be.,The Tristan albatross is listed on Annex 1 of the Agreement on the Conservation of Albatrosses and Petrels (ACAP) which seeks to coordinate activity to mitigate known threats to albatrosses. Gough and Inaccessible Island are nature reserves and together form a World Heritage Site. Both islands are uninhabited apart from a meteorological station on Gough. Satellite tracking monitors the dispersal of these birds which helps provide information on the potential impact of longline fisheries. Educating fisheries about mitigation measures to reduce <strong>bycatch</strong> mortality is an ongoing conservation priority for all albatross species (3). ,invasive; , ,1,0
788,Diomedea exulans dabbenena,Diomedea dabbenena,Tristan albatross (Diomedea dabbenena),Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea (1),Length: 110 cm (2)Wingspan: up to 3.5 m (2),The Tristan albatross is in grave danger of becoming extinct in the foreseeable future with numbers having decreased by 28 percent over 46 years on Gough Island disappeared almost entirely on Inaccessible Island and already become extinct on Tristan da Cunha. The dramatic decline in numbers on Inaccessible Island is attributed to predation by feral pigs (now absent) and humans while the extinction on Tristan was probably the result of human exploitation in addition to predation by rats. On Gough storms have caused peat slips that have buried and killed nesting adults although this is likely to be only a very rare occurrence (3). The main threat comes from <strong>bycatch</strong> from longline fisheries with satellite tracking indicating a substantial overlap between the range of these birds and areas where longline fisheries are well known for their high rates of seabird bycatch mortality (3) (9). Furthermore if one parent is lost at sea the other cannot cope with the food demands of their chick and the chick will most probably die. Astonishing recent research has also shown that invasive introduced house mice three times the size of those in Europe are also devastating seabird populations on Gough Island by preying upon chicks (3) (10). The chicks are up to 250 times the weight of the mice but are largely immobile and defenceless the species having evolved over millions of years on an island with no natural predators (10). Approximately 1000 Tristan albatross chicks are thought to be killed each year by these seemingly unlikely predators (10). In fact a recent survey has shown that in 2008 the number of Tristan albatross chicks that have gone on to fledge is five times lower than it should be.,The Tristan albatross is listed on Annex 1 of the Agreement on the Conservation of Albatrosses and Petrels (ACAP) which seeks to coordinate activity to mitigate known threats to albatrosses. Gough and Inaccessible Island are nature reserves and together form a World Heritage Site. Both islands are uninhabited apart from a meteorological station on Gough. Satellite tracking monitors the dispersal of these birds which helps provide information on the potential impact of longline fisheries. Educating fisheries about mitigation measures to reduce <strong>bycatch</strong> mortality is an ongoing conservation priority for all albatross species (3). ,invasive; , ,1,0
789,Tumbalí€Œç climbing rat; Tumbala climbing-rat,Tylomys tumbalensis,Tumbala climbing rat (Tylomys tumbalensis),Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Tylomys (1),Head-body length: c. 21 cm (2)Tail length: c. 23 cm (2),The fact that worldwide the Tumbala climbing rat is only known from one small Mexican town means that any destruction in this area will have a severe impact on the rat\xe2\x80\x99s numbers. The area of Mexico where this species lives has been significantly affected by deforestation leaving only very small areas of the original dense tropical forest for the native species. This deforestation is the result of agricultural development in the area (1).\xa0\xa0,Although there are no official conservation strategies known to be in place for the Tumbala climbing rat (9) this species is legally protected by the Mexican government (1). , ,protected; ,0,1
