Scientific Name, Nickname, Common Name, Kingdom, Phylum, Class, Order, Family, Genus, Size, Threats, Conservation, Threat Keywords, Conservation Keywords, tCount, cCount
Coritospermum huteri; Ligusticum lucidum huteri,Ligusticum huteri,Celery (Ligusticum huteri),Plantae,Tracheophyta,Magnoliopsida,Apiales,Umbelliferae,Ligusticum (1),Ligusticum (1),[],[] , , ,0,0
NaufragÃ©e des BalÃ©ares,Naufraga balearica,Celery (Naufraga balearica),Plantae,Tracheophyta,Magnoliopsida,Apiales,Umbelliferae,Naufraga (1),Naufraga (1),[],[] , , ,0,0
Plantae,Horstrissea dolinicola,Celery (Horstrissea dolinicola),Plantae,Tracheophyta,Magnoliopsida,Apiales,Umbelliferae,Horstrissea (1),,[],[] , , ,0,0
Plantae,Centaurea heldreichii,Centaurea (Centaurea heldreichii),Plantae,Tracheophyta,Magnoliopsida,Asterales,Compositae,Centaurea (1),,[],[] , , ,0,0
Plantae,Centaurodendron palmiforme,Centaurodendron (Centaurodendron palmiforme),Plantae,Tracheophyta,Magnoliopsida,Asterales,Compositae,Centaurodendron (1),,[],[] , , ,0,0
Dermatemyde De Mawe; Tortue De Tabasco,Dermatemys mawii,Central American river turtle (Dermatemys mawii),Animalia,Chordata,Reptilia,Testudines,Dermatemydidae,Dermatemys (1),Dermatemys (1),[],[] , , ,0,0
Animalia,Engaeus granulatus,Central North burrowing crayfish (Engaeus granulatus),Animalia,Arthropoda,Crustacea,Decapoda,Parastacidae,Engaeus (1),,[],[] , , ,0,0
Rat Ã Grosse Queue,Zyzomys pedunculatus,Central rock-rat (Zyzomys pedunculatus),Animalia,Chordata,Mammalia,Rodentia,Muridae,Zyzomys (1),70 - 120 g (2),The direct threats to this species have not been identified. It is difficult to assess whether the population merely undergoes dramatic fluctuations in response to climate change or if other factors are also to blame for past population crashes (2). Some potential threats however include the loss of habitat through inappropriate fire management or grazing by feral herbivores such as horses (2). Predation by dingoes may also be a factor that threatens the survival of this species (2).,The majority of sites where the central rock-rat is known to exist are found within the West MacDonnell National Park (2). Captive individuals are being reared in Alice Springs Desert Park (4) and a management plan for wild populations is in the final stages of production (2). ,loss; , ,1,0
Centranthe Des Amazones,Centranthus amazonum,Centranthus (Centranthus amazonum),Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Valerianaceae,Centranthus (1),Centranthus (1),[],[] , , ,0,0
Plantae,Centropogon pilalensis,Centropogon (Centropogon pilalensis),Plantae,Tracheophyta,Magnoliopsida,Campanulales,Campanulaceae,Centropogon (1),,[],[] , , ,0,0
Plantae,Centropogon cazaletii,Centropogon (Centropogon cazaletii),Plantae,Tracheophyta,Magnoliopsida,Campanulales,Campanulaceae,Centropogon (1),,[],[] , , ,0,0
Plantae,Ceratozamia zoquorum,Ceratozamia (Ceratozamia zoquorum),Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Ceratozamia (1),,[],[] , , ,0,0
Plantae,Chaetocarpus pubescens,Chaetocarpus (Chaetocarpus pubescens),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Chaetocarpus (1),,[],[] , , ,0,0
White-spotted bush frog,Raorchestes chalazodes,Chalazodes bubble-nest frog (Raorchestes chalazodes),Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Raorchestes (1),Raorchestes (1),[],[] , , ,0,0
Plantae,Anthemis glaberrima,Chamomile (Anthemis glaberrima),Plantae,Tracheophyta,Magnoliopsida,Asterales,Compositae,Anthemis (1),,[],[] , , ,0,0
Plantae,Lonchocarpus yoroensis,Chaperno (Lonchocarpus yoroensis),Plantae,Tracheophyta,Magnoliopsida,Fabales,Leguminosae,Lonchocarpus (1),,[],[] , , ,0,0
Bois Corail,Chassalia capitata,Chassalia (Chassalia capitata),Plantae,Tracheophyta,Magnoliopsida,Rubiales,Rubiaceae,Chassalia (1),Chassalia (1),[],[] , , ,0,0
Chatham shag,Phalacrocorax onslowi,Chatham Island shag (Phalacrocorax onslowi),Animalia,Chordata,Aves,Pelecaniformes,Phalacrocoracidae,Phalacrocorax (1),Length: 63 cm (2),It is not clear why the Chatham Island shag population is declining so rapidly but it has been noted with interest and concern that the largest and most successful breeding <strong>colonies</strong> of this sea bird are found in areas that are not disturbed by the various introduced species living on the Chatham Islands. The <strong>colonies</strong> of Chatham Island itself are plagued by humans cattle pigs sheep cats dogs weka (<i>Gallirallus australis</i>) and brush-tailed possums (<i>Trichosurus vulpecula</i>). Disturbance is thought to cause the birds to trample on their nests; breaking the eggs before abandoning the site. Breeding sites have also been abandoned following the arrival of the fur seal (<i>Arctocephalus forsteri</i>) on Star Keys Island. Small numbers of birds are shot or caught in crayfish pots and it is thought that changes in the marine environment may have affected the availability of fish species (2).,A census of the Chatham Island shag was taken in 1997 and a follow-up was done in 2003-2004 as part of the Chatham Island Shag and Pitt Island Shag Recovery Plan that was brought into effect in 2001. It recommends that the population as a whole is surveyed every five years but that a closer eye is kept on the colonies of Chatham Island with a census each year. Authorities are hoping to come to an agreement with local land and stock owners that would enable fences to be built around breeding <strong>colonies</strong>. Dog owners need to be educated as to the effect their pets can have on the Chatham Island shag and eco-tourists must be similarly supervised. It may be necessary to gain legal protection for all colonies (2). ,environment; , ,1,0
CabezÃ³n HerreÃ±o,Cheirolophus duranii,Cheirolophus (Cheirolophus duranii),Plantae,Tracheophyta,Magnoliopsida,Asterales,Compositae,Cheirolophus (1),Cheirolophus (1),[],[] , , ,0,0
Animalia,Cherax leckii,Cherax (Cherax leckii),Animalia,Arthropoda,Crustacea,Decapoda,Parastacidae,Cherax (1),,[],[] , , ,0,0
Animalia,Nemosia rourei,Cherry-throated tanager (Nemosia rourei),Animalia,Chordata,Aves,Passeriformes,Thraupidae,Nemosia (1),Head-body length: c. 14 cm (2),Human settlers began clearing Brazil\xe2\x80\x99s Atlantic forests in the 16<sup>th</sup>century when European explorers established along the coastline. Forests were initially cut down for timber and later to make room for the rapidly expanding cattle ranches and sugar plantations. The rate of deforestation increased dramatically in the 19<sup>th</sup>and 20<sup>th</sup>centuries due to rapid population and economic growth and an increased demand for charcoal and firewood. The legacy of such a destructive history is that tragically today less than 10 percent of the Atlantic forest remains. Consequently many of the species within this region are seriously threatened with extinction (6) (7). One such species the cherry-throated tanager now has a critically small population probably no more than 250 individuals and a very patchy distribution (2). The future of this rare species is threatened by further loss to what little habitat remains through urban and agricultural encroachment and timber extraction (4) (8).,The survival of the Critically Endangered cherry-throated tanager is perilously bound to the future management of two privately owned forests in which the last remaining populations are found (2) (3) (4). Thankfully however since 2004 SAVE Brasil has been working with the government and local organisations and communities to ensure the conservation of the forests on which the cherry-throated tanager depends to survive. As a result of these efforts in June 2010 the government of the state of Esp\xc3\xadrito Santo created ten Ecological Corridors including the Cherry-throated Tanager Corridor which are recognised as\xa0crucial areas for the state\xe2\x80\x99s biodiversity. These areas are to be prioritised for future conservation work with plans to reconnect remnant forest patches through <strong>afforestation</strong> and restoration work and the promotion of sustainable activities and soil management (9). ,loss; , ,1,0
Animalia,Tylomys bullaris,Chiapan climbing-rat (Tylomys bullaris),Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Tylomys (1),,[],[] , , ,0,0
Animalia,Rhinoderma rufum,Chile Darwinâs frog (Rhinoderma rufum),Animalia,Chordata,Amphibia,Anura,Cycloramphidae,Rhinoderma (1),Male snout-vent length: 31 mm (2)Female snout-vent length: 33 mm (2),The causes of the Chile Darwin\xe2\x80\x99s frog precipitous decline and subsequent disappearance are not well understood. It is thought that habitat loss through the planting of plantations and residential development may have had some impact whilst climate change and possibly disease might have caused declines in existing areas of suitable habitat (1) (3).,Urgent survey work is vital to determine whether the Chile Darwin\xe2\x80\x99s frog still survives. In addition suitable habitat for this species needs to be surveyed to determine whether amphibian pathogens such as the chytrid fungus (not previously reported in Chile) are present in the area. Given the threat of disease it would likely be necessary to establish an <strong>ex-situ</strong> population if surviving individuals are ever discovered (1) (3). ,loss;disease; , ,2,0
Alligator De Chine,Alligator sinensis,Chinese alligator (Alligator sinensis),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Alligator (1),up to 40 kg (2),A survey by the Wildlife Conservation Society in 1999 found the wild population of Chinese alligators to be worryingly low: at 130 to 150 individuals (2). Habitat destruction has been the major cause of this decline and wetland areas continue to be modified for agriculture in an effort to cope with the intense human population pressure in the region (4). A highly secretive species spending a long period of time (6 to 7 months) below ground in burrows the Chinese alligator now primarily exists in populated areas where it inevitably comes into conflict with local farmers. Burrow systems cause drainage problems for fields and alligators also consume ducks owned by farmers (2). Despite a lack of commercial value for the Chinese alligator's skin on the international market these reptiles are often killed when encountered either through fear or due to a threat to livelihood (2).,In contrast to the decimated wild population the breeding of captive Chinese alligators has been very successful and the captive population currently exceeds 10000 individuals (2). The Anhui Research Centre of Chinese Alligator Reproduction (ARCCAR) was established in 1979 and houses captive-bred alligators within 26 small protected reserves (2). Any wild populations that remain are severely fragmented and almost none exist in their natural habitat (2). However the Chinese government has recently allocated funds to create new habitats with a view to introduce captive-bred alligators into the wild in three other provinces (2). This encouraging step needs the support of local people to make it a success; they will need to be convinced of the worth of living together with this ancient species that may have been associated with the mythical Chinese dragon. , ,protected; ,0,1
Chinese crested-tern; Chinese-crested tern; Matsu tern,Sterna bernsteini,Chinese crested tern (Sterna bernsteini),Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna (1),Length: 42 cm (2),The specific threats facing this exceptionally rare bird have not yet been identified but a range of environmental issues are known to affect other species within its range and are therefore highly plausible threats to the Chinese crested tern (4). Offshore islets which appear to be the key nesting areas of this species are thought to be relatively safe from human disturbance. However other coastal wetlands in the Chinese crested tern\xe2\x80\x99s presumed breeding range in eastern China have been affected by large-scale development projects (4) (6). Seabirds are also hunted and exploited for food in China. Indeed the main threat to the newly discovered population on the Mazu Dao islands is from fishermen from mainland China who visit the nesting islets to collect seashells and bird eggs. Other potential threats include the introduction of rats and cats to currently predator-free offshore islands oil pollution and contamination of estuarine areas by industrial and agricultural pollutants and human disturbance (6).,The Mazu Dao islands were declared as the National Matzu Nature Reserve for Terns in 2000 offering some protection to the birds there (4) (6). The most recent sighting of the Chinese crested tern in China was from Huanghe Sanjiaozhou Nature Reserve in Shandong in 1991 and several other protected areas exist along the Chinese coast where this species may occur (4). The Chinese crested tern is nationally protected in China and Thailand and the area where it was once recorded in Thailand is protected as the Laem Talumphuk Non-Hunting Area (4) (6). Further studies are certainly needed to better understand this species including its range what sort of breeding success it is having the exact threats it faces and its protection needs (7). One suggested measure which has been successful elsewhere is to give local people a vested interest in seeing the terns remain alive perhaps by allowing or encouraging fishermen to take birdwatchers to see the rare seabirds rather than collecting their eggs (7). Thus special boat trips have now been made available from Matsu Island to the National Matsu Nature Reserve for Terns during the months of June and July for NT$350 (approx. US$11). Landing on the nesting island is not permitted and viewing is from the boat at a safe distance so that the terns are not disturbed but this revenue may help protect the Chinese crested tern by making it more valuable alive than dead (5). ,environmental;environment;pollution; ,protected; ,3,1
Chinese salamander,Andrias davidianus,Chinese giant salamander (Andrias davidianus),Animalia,Chordata,Amphibia,Caudata,Cryptobranchidae,Andrias (1),Length: 1.8 m (2),The Chinese giant salamander is threatened by hunting as its flesh is considered a delicacy in Asia. Other threats include habitat alteration and loss; deforestation causes soil erosion and increased runoff and silting in rivers. The building of dams in China over the years has also changed the natural river flow in some areas where the Chinese giant salamander is found. Local pesticides fertilizers and pollutants are also thought to affect the health of this amphibian though little research has been conducted. Symptoms of these recent threats include the lower numbers of Chinese giant salamanders recorded with smaller populations and also smaller individuals (4).,The Chinese giant salamander is now protected from international trade by its listing on Appendix I of the Convention of International Trade of Endangered Species (CITES) (3). Since the 1980s 14 nature reserves with a total area of more than 355000 hectares have been established for the conservation of the Chinese giant salamander (7). This includes a huge 99975 hectare area of Mount Wuyi China which was designated as a World Heritage Site in 1999 dedicated to conserving this biodiverse region including the habitat of this salamander (8). The surrounding area has a growing population and the establishment of this reserve will protect many species. However there are still concerns that development around the reserve and tourism plans within the reserve will place pressure on Mount Wuyi\xe2\x80\x99s rich resources healthy rivers and habitats. Conservation efforts to protect this habitat and other areas where the ancient Chinese giant salamander is found are essential for the survival of this species and many others (8). ,loss;hunting; ,cites;protected; ,2,2
Plantae,Myristica yunnanensis,Chinese nutmeg (Myristica yunnanensis),Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica (1),,[],[] , , ,0,0
Pangolin Ã Queue Courte; Pangolin De Chine,Manis pentadactyla,Chinese pangolin (Manis pentadactyla),Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis (1),2 â 7 kg (2),Due to its solitary and <strong>nocturnal</strong> nature this species is rarely observed and therefore little information exists on its status; however the population is believed to be declining (1). The Chinese pangolin has been intensively hunted for its meat which is considered a delicacy as well as for its skin and scales which have been used to scratch mosquito bites due to their supposed antiseptic properties or ground into a powder which is believed to have aphrodisiac properties and an ability to cure for skin diseases (4) (6). Due to it being more terrestrial than other Asian pangolin species it has been easier to hunt and is now very rare in some countries of its range such as Vietnam and Lao PDR (1). Hunting is the main threat to the Chinese pangolin as disturbance of its habitat has not been shown to have a large impact provided its food source of termites and ants are not lost (1). \xa0,The Chinese pangolin is legally protected in the majority of countries it resides in including Bangladesh China Taiwan Thailand and India. It also occurs in some protected areas but unfortunately these measures have not been sufficient in reducing the illegal hunting and trade that takes place (1). While large seizures of illegally caught Chinese pangolins do occur greater enforcement of laws and improved management of protected areas are required to prevent this devastating hunting (1). ,hunting;disease; ,protected; ,2,1
Animalia,Acipenser sinensis,Chinese sturgeon (Acipenser sinensis),Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser (1),,[],[] , , ,0,0
Asian three-striped box turtle; golden coin turtle,Cuora trifasciata,Chinese three-striped box turtle (Cuora trifasciata),Animalia,Chordata,Reptilia,Testudines,Bataguridae,Cuora (1),Carapace length: up to 20 cm (2),Turtles and tortoises across Southeast Asia have undergone massive declines in recent years due to overexploitation for the Southern Asian particularly Chinese food markets (9). Although having been hunted by local people for subsistence for centuries recent changes in Asian economics have opened up direct access to foreign markets in which turtles and tortoises are favoured for their meat and perceived medicinal value (10). The Chinese three-striped box turtle has suffered particularly badly because of recent claims that its <strong>plastron</strong> contains medicinal properties that can cure cancer which has driven up the demand and therefore price bringing this species to the edge of extinction (2). Additionally this rare turtle is highly sought after by the pet trade with adults fetching up to US$3000 each (6) (9). Such a high market value inevitably leads to over-collection from the wild. Indeed some Chinese can attain enough money to build a house from the sale of a single adult Chinese three-striped box turtle an extremely powerful incentive (6).,In 2001 a programme on the conservation of wild fauna and flora and the establishment of nature reserves was begun in China. Many new nature reserves have been created some of which offer habitat for tortoises and freshwater turtles (11). This species is protected by law in Hong Kong under the Wild Animals Protection Ordinance Cap. 170. under which collection of any wild turtles is prohibited unless under a special permit obtained from the Agricultural Fisheries and Conservation Department (7). Individuals employed by the Agricultural Fisheries and Conservation Department of Hong Kong also patrol protected territories to curb illegal hunting of native tortoises and freshwater turtles (11). Various captive breeding programmes for this species exist around the world (12) but this Department is also implementing a captive breeding project with a local conservation organisation that includes plans for subsequent reintroductions into the wild (11). ,pet; ,captive breeding;protected; ,1,2
Plantae,Glyptostrobus pensilis,Chinese water fir (Glyptostrobus pensilis),Plantae,Tracheophyta,Coniferopsida,Coniferales,Cupressaceae,Glyptostrobus (1),,[],[] , , ,0,0
Chinai newt; Chinhai spiny newt,Echinotriton chinhaiensis,Chinhai salamander (Echinotriton chinhaiensis),Animalia,Chordata,Amphibia,Caudata,Salamandridae,Echinotriton (1),Echinotriton (1),[],[] , , ,0,0
Plantae,Chionanthus tenuis,Chionanthus (Chionanthus tenuis),Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Oleaceae,Chionanthus (1),,[],[] , , ,0,0
Plantae,Chionanthus fluminensis,Chionanthus (Chionanthus fluminensis),Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Oleaceae,Chionanthus (1),,[],[] , , ,0,0
Plantae,Chionanthus proctorii,Chionanthus (Chionanthus proctorii),Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Oleaceae,Chionanthes (1),,[],[] , , ,0,0
Animalia,Atelopus chiriquiensis,Chiriqui harlequin frog (Atelopus chiriquiensis),Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus (1),,[],[] , , ,0,0
Plantae,Quercus tardifolia,Chisos Mountains oak (Quercus tardifolia),Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus (1),,[],[] , , ,0,0
Plantae,Chlorophytum petrophilum,Chlorophytum (Chlorophytum petrophilum),Plantae,Tracheophyta,Liliopsida,Liliales,Anthericaceae,Chlorophytum (1),,[],[] , , ,0,0
Andrew's or Christmas Island frigatebird,Fregata andrewsi,Christmas frigatebird (Fregata andrewsi),Animalia,Chordata,Aves,Pelecaniformes,Fregatidae,Fregata (1),Length: 89 - 100 cm (2),Habitat destruction and human predation have been the major causes of population decline in the past (6); dust pollution from phosphate mine driers caused one major nesting site to be abandoned (4). Dust suppression equipment has since been installed and human predation has ceased since this species has been protected (4). Birds that have been displaced in the past may now be using sub-optimal habitat which could pose a threat to their survival (4). The Christmas frigatebird is confined to a few breeding <strong>colonies</strong> on a single island and this together with their low reproductive rate (4) makes the population alarmingly vulnerable to any chance event.,Christmas Island National Park was established in 1989 and contains two of the three current breeding populations of this species\xa0(5). Christmas frigatebirds are also protected outside of the park and by Migratory Bird Agreements between Australia and other countries (4). This species remains highly vulnerable however and the close monitoring of breeding success and population size remains a high priority (4). ,pollution; ,protected; ,1,1
Plantae,Chrysophyllum superbum,Chrysophyllum (Chrysophyllum superbum),Plantae,Tracheophyta,Magnoliopsida,Ebenales,Sapotaceae,Chrysophyllum (1),,[],[] , , ,0,0
Plantae,Chrysophyllum euryphyllum,Chrysophyllum (Chrysophyllum euryphyllum),Plantae,Tracheophyta,Magnoliopsida,Ebenales,Sapotaceae,Chrysophyllum (1),,[],[] , , ,0,0
Animalia,Dendrotriton chujorum,Chuj climbing salamander (Dendrotriton chujorum),Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Dendrotriton (1),,[],[] , , ,0,0
Haplochromis sp. nov. '75',Haplochromis katunzii,Cichlid (Haplochromis katunzii),Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Haplochromis (1),Haplochromis (1),[],[] , , ,0,0
Haplochromis sp. nov. 'Yellow',Haplochromis pancitrinus,Cichlid (Haplochromis pancitrinus),Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Haplochromis (1),Haplochromis (1),[],[] , , ,0,0
Haplochromis sp. nov. 'Dusky Wine-red Fin',Haplochromis antleter,Cichlid (Haplochromis antleter),Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Haplochromis (1),Haplochromis (1),[],[] , , ,0,0
Animalia,Haplochromis barbarae,Cichlid (Haplochromis barbarae),Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Haplochromis (1),,[],[] , , ,0,0
Haplochromis sp. nov. 'citrus',Haplochromis sphex,Cichlid (Haplochromis sphex),Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Haplochromis (1),Haplochromis (1),[],[] , , ,0,0
Labrochromis ishmaeli,Haplochromis ishmaeli,Cichlid (Haplochromis ishmaeli),Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Haplochromis (1),Haplochromis (1),[],[] , , ,0,0
Animalia,Haplochromis latifasciatus,Cichlid (Haplochromis latifasciatus),Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Haplochromis (1),,[],[] , , ,0,0
Animalia,Oreochromis variabilis,Cichlid (Oreochromis variabilis),Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis (1),,[],[] , , ,0,0
Hyla rivularis,Isthmohyla rivularis,Cinchona Plantation tree frog (Isthmohyla rivularis),Animalia,Chordata,Amphibia,Anura,Hylidae,Isthmohyla (1),Isthmohyla (1),[],[] , , ,0,0
Plantae,Cinnamomum kotoense,Cinnamomum (Cinnamomum kotoense),Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum (1),,[],[] , , ,0,0
Plantae,Cipocereus pusilliflorus,Cipocereus pusilliflorus (Cipocereus pusilliflorus),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cipocereus (1),,[],[] , , ,0,0
Bermudalana aruboides,Arubolana aruboides,Cirolanid isopod (Arubolana aruboides),Animalia,Arthropoda,Crustacea,Isopoda,Cirolanidae,Arubolana (1),Total male body length: 3.1 to 3.9 mm (2)Total female body length: 3.3 to 4.1mm (2),Wilkinson Quarry Cave is positioned in an active limestone quarry and is therefore threatened with destruction or degradation (2).,There are currently no conservation measures underway targeting this species. , , ,0,0
Plantae,Citharexylum svensonii,Citharexylum (Citharexylum svensonii),Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbanaceae,Citharexylum (1),,[],[] , , ,0,0
Plantae,Widdringtonia cedarbergensis,Clanwilliam cedar (Widdringtonia cedarbergensis),Plantae,Tracheophyta,Coniferopsida,Coniferales,Cupressaceae,Widdringtonia (1),Height: up to 25 metres (3),At the time of European settlement of South Africa the Clanwilliam cedar became massively logged in order to produce furniture telegraph poles and other structures (8). Vast tracts of the ancient forest have been lost. Today high-intensity fires represent the biggest threat to survival and groves of dead sliver trees ravaged by fire stand out starkly against the landscape (6). In early 2002 large bush fires destroyed around 200 hectares of a cedar plantation (8).,Logging of the Clanwilliam cedar was banned at the turn of the 20th Century but under various pressures such as fire the population has not shown any signs of recovery (6). A concerted conservation programme to save this ancient giant is now in place and a 5252-hectare area has been set aside as a Cedar Reserve (6). Within the reserve fires are managed and controlled in order to prevent high-intensity summer fires from sweeping through the area. Seedlings are also grown in order to be replanted and thus help the struggling population to recover. It is hoped that focussing on such a charismatic species will also benefit other members of this unique South African habitat (6). , , ,0,0
Plantae,Claoxylon linostachys,Claoxylon (Claoxylon linostachys),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Claoxylon (1),,[],[] , , ,0,0
Plantae,Clavija parvula,Clavija (Clavija parvula),Plantae,Tracheophyta,Magnoliopsida,Primulales,Theophrastaceae,Clavija (1),,[],[] , , ,0,0
Plantae,Hibiscus clayi,Clayâs hibiscus (Hibiscus clayi),Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus (1),,[],[] , , ,0,0
Plantae,Cleistanthus robustus,Cleistanthus (Cleistanthus robustus),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Cleistanthus (1),,[],[] , , ,0,0
Plantae,Clidemia ecuadorensis,Clidemia (Clidemia ecuadorensis),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia (1),,[],[] , , ,0,0
Plantae,Alsinidendron viscosum,Climbing alsinidendron (Alsinidendron viscosum),Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Alsinidendron (1),,[],[] , , ,0,0
Plantae,Clitoria andrei,Clitoria (Clitoria andrei),Plantae,Tracheophyta,Magnoliopsida,Fabales,Leguminosae,Clitoria (1),,[],[] , , ,0,0
Scarlet harlequin toad,Atelopus sorianoi,Cloud forest stubfoot toad (Atelopus sorianoi),Animalia,Chordata,Amphibia,Anura,Bufonidae,Atelopus (1),Atelopus (1),[],[] , , ,0,0
club naiad; clubshell; northern clubshell,Pleurobema clava,Clubshell pearly mussel (Pleurobema clava),Animalia,Mollusca,Bivalvia,Unionoida,Unionidae,Pleurobema (1),Length: up to 7.6 cm (2),It is estimated that the clubshell pearly mussel has been extirpated from more than 95 percent of its range in the last hundred years (4). The decline of this species has been attributed mostly to pollution from agricultural run-off and to the alteration of waterways (4) (7) with the clubshell pearly mussel being particularly sensitive to siltation (4).,The clubshell pearly mussel is federally listed as \xe2\x80\x98Endangered\xe2\x80\x99 in the United States (4) (7) and is classified as \xe2\x80\x98Endangered\xe2\x80\x99 in Illinois Indiana Michigan and Ohio (2). In addition this species is known to occur in Erie National Wildlife Refuge (10). ,invasive;pollution; , ,2,0
Plantae,Coccoloba cholutecensis,Coccoloba (Coccoloba cholutecensis),Plantae,Tracheophyta,Magnoliopsida,Polygonales,Polygonaceae,Coccoloba (1),,[],[] , , ,0,0
Plantae,Coccoloba lindaviana,Coccoloba (Coccoloba lindaviana),Plantae,Tracheophyta,Magnoliopsida,Polygonales,Polygonaceae,Coccoloba (1),,[],[] , , ,0,0
Plantae,Coccothrinax borhidiana,Coccothrinax (Coccothrinax borhidiana),Plantae,Tracheophyta,Liliopsida,Arecales,Palmae,Coccothrinax (1),,[],[] , , ,0,0
Coelacanthe,Latimeria chalumnae,Coelacanth (Latimeria chalumnae),Animalia,Chordata,Sarcopterygii,Coelacanthiformes,Latimeriidae,Latimeria (1),up to 90 kg (2),Population numbers are particularly difficult to assess given the deep habitats of the coelacanth but the Comoros population was believed to show a dramatic decline in the 1990s (6). These fish are accidentally caught on lines whilst local fisherman search the deep waters for other species (6). Due to the likely slow reproduction rate and small number of offspring of coelacanths the species is possibly particularly vulnerable to the removal of pregnant females from the population (6).,The coelacanth is protected from international trade by its listing on Appendix I of the Convention on International Trade in Endangered Species (CITES) (1). Fishermen of the Grand Comoro Island have also imposed a voluntary ban on fishing in areas where coelacanths (or \xe2\x80\x98gombessa\xe2\x80\x99 as they are known locally) exist (5) in a vital effort to save their country\xe2\x80\x99s most unique fauna. The Coelacanth Rescue Mission is also distributing Deep Release Kits to local fishermen which provide an effective method of returning accidentally caught fish to their deep habitat (3). There have recently been encouraging signs that the Comoros population is now stable (5) although careful monitoring will be needed to ensure this living fossil survives into the next millennium. , ,cites;protected; ,0,2
Animalia,Pseudoeurycea naucampatepetl,Cofre de Perote salamander (Pseudoeurycea naucampatepetl),Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Pseudoeurycea (1),,[],[] , , ,0,0
Plantae,Cola praeacuta,Cola (Cola praeacuta),Plantae,Tracheophyta,Magnoliopsida,Malvales,Sterculiaceae,Cola (1),,[],[] , , ,0,0
Plantae,Cola cecidiifolia,Cola (Cola cecidiifolia),Plantae,Tracheophyta,Magnoliopsida,Malvales,Sterculiaceae,Cola (1),,[],[] , , ,0,0
Dendrobates abditus; Ranitomeya abditus,Ranitomeya abdita,Collins's poison frog (Ranitomeya abdita),Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ranitomeya (1),Ranitomeya (1),[],[] , , ,0,0
Lagothrix lagotricha lugens,Lagothrix lugens,Colombian woolly monkey (Lagothrix lugens),Animalia,Chordata,Mammalia,Primates,Atelidae,Lagothrix (1),Lagothrix (1),[],[] , , ,0,0
Colorful puffleg,Eriocnemis mirabilis,Colourful puffleg (Eriocnemis mirabilis),Animalia,Chordata,Aves,Apodiformes,Trochilidae,Eriocnemis (1),Eriocnemis (1),[],[] , , ,0,0
Plantae,Colubrina hondurensis,Colubrina (Colubrina hondurensis),Plantae,Tracheophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Colubrina (1),,[],[] , , ,0,0
Plantae,Columnea asteroloma,Columnea (Columnea asteroloma),Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Gesneriaceae,Columnea (1),,[],[] , , ,0,0
Plantae,Columnea manabiana,Columnea (Columnea manabiana),Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Gesneriaceae,Columnea (1),,[],[] , , ,0,0
Hyla calypsa,Isthmohyla calypsa,Common tree frog (Isthmohyla calypsa),Animalia,Chordata,Amphibia,Anura,Hylidae,Isthmohyla (1),Isthmohyla (1),[],[] , , ,0,0
Comocladia parvifolia,Comocladia parvifoliola,Comocladia (Comocladia parvifoliola),Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Comocladia (1),Comocladia (1),[],[] , , ,0,0
